child,testlanguage,age,item,response,mode,test_lang_status,ling
ch294or8,aka,62,outcome,0,retelling,L1,Bilingual
ch294or8,aka,62,ist,1,retelling,L1,Bilingual
ch294or8,eng,62,ist,1,telling,L2,Bilingual
ch294or8,eng,62,goal,0,telling,L2,Bilingual
ch294or8,eng,62,attempt,1,telling,L2,Bilingual
ch294or8,eng,62,outcome,1,telling,L2,Bilingual
ch294or8,eng,62,ist,0,telling,L2,Bilingual
ch294or8,eng,62,ist,0,telling,L2,Bilingual
ch294or8,eng,62,goal,0,telling,L2,Bilingual
ch294or8,eng,62,attempt,0,telling,L2,Bilingual
ch294or8,eng,62,outcome,1,telling,L2,Bilingual
ch294or8,eng,62,ist,0,telling,L2,Bilingual
ch294or8,eng,62,ist,0,telling,L2,Bilingual
ch294or8,eng,62,goal,0,telling,L2,Bilingual
ch294or8,eng,62,attempt,1,telling,L2,Bilingual
ch294or8,eng,62,outcome,1,telling,L2,Bilingual
ch294or8,eng,62,ist,0,telling,L2,Bilingual
ch294or8,aka,62,ist,0,telling,L1,Bilingual
ch294or8,aka,62,goal,0,telling,L1,Bilingual
ch294or8,aka,62,attempt,0,telling,L1,Bilingual
ch294or8,aka,62,outcome,0,telling,L1,Bilingual
ch294or8,aka,62,ist,0,telling,L1,Bilingual
ch294or8,aka,62,ist,0,telling,L1,Bilingual
ch294or8,aka,62,goal,0,telling,L1,Bilingual
ch294or8,aka,62,attempt,0,telling,L1,Bilingual
ch294or8,aka,62,outcome,1,telling,L1,Bilingual
ch294or8,aka,62,ist,0,telling,L1,Bilingual
ch294or8,aka,62,ist,0,telling,L1,Bilingual
ch294or8,aka,62,goal,0,telling,L1,Bilingual
ch294or8,aka,62,attempt,1,telling,L1,Bilingual
ch294or8,aka,62,outcome,1,telling,L1,Bilingual
ch294or8,aka,62,ist,0,telling,L1,Bilingual
ch295or8,eng,68,ist,1,retelling,L2,Bilingual
ch295or8,eng,68,goal,0,retelling,L2,Bilingual
ch295or8,eng,68,attempt,1,retelling,L2,Bilingual
ch295or8,eng,68,outcome,1,retelling,L2,Bilingual
ch295or8,eng,68,ist,1,retelling,L2,Bilingual
ch295or8,eng,68,ist,0,retelling,L2,Bilingual
ch295or8,eng,68,goal,0,retelling,L2,Bilingual
ch295or8,eng,68,attempt,1,retelling,L2,Bilingual
ch295or8,eng,68,outcome,0,retelling,L2,Bilingual
ch295or8,eng,68,ist,0,retelling,L2,Bilingual
ch295or8,eng,68,ist,0,retelling,L2,Bilingual
ch295or8,eng,68,goal,0,retelling,L2,Bilingual
ch295or8,eng,68,attempt,1,retelling,L2,Bilingual
ch295or8,eng,68,outcome,1,retelling,L2,Bilingual
ch295or8,eng,68,ist,0,retelling,L2,Bilingual
ch295or8,aka,68,ist,1,telling,L1,Bilingual
ch295or8,aka,68,goal,0,telling,L1,Bilingual
ch295or8,aka,68,attempt,0,telling,L1,Bilingual
ch295or8,aka,68,outcome,0,telling,L1,Bilingual
ch295or8,aka,68,ist,0,telling,L1,Bilingual
ch295or8,aka,68,ist,0,telling,L1,Bilingual
ch295or8,aka,68,goal,1,telling,L1,Bilingual
ch295or8,aka,68,attempt,1,telling,L1,Bilingual
ch295or8,aka,68,outcome,1,telling,L1,Bilingual
ch295or8,aka,68,ist,0,telling,L1,Bilingual
ch295or8,aka,68,ist,0,telling,L1,Bilingual
ch295or8,aka,68,goal,0,telling,L1,Bilingual
ch295or8,aka,68,attempt,1,telling,L1,Bilingual
ch295or8,aka,68,outcome,1,telling,L1,Bilingual
ch295or8,aka,68,ist,0,telling,L1,Bilingual
ch295or8,aka,68,ist,0,retelling,L1,Bilingual
ch295or8,aka,68,goal,1,retelling,L1,Bilingual
ch295or8,aka,68,attempt,0,retelling,L1,Bilingual
ch295or8,aka,68,outcome,0,retelling,L1,Bilingual
ch295or8,aka,68,ist,0,retelling,L1,Bilingual
ch295or8,aka,68,ist,0,retelling,L1,Bilingual
ch295or8,aka,68,goal,0,retelling,L1,Bilingual
ch295or8,aka,68,attempt,0,retelling,L1,Bilingual
ch295or8,aka,68,outcome,1,retelling,L1,Bilingual
ch295or8,aka,68,ist,1,retelling,L1,Bilingual
ch295or8,aka,68,ist,0,retelling,L1,Bilingual
ch295or8,aka,68,goal,1,retelling,L1,Bilingual
ch295or8,aka,68,attempt,1,retelling,L1,Bilingual
ch295or8,aka,68,outcome,1,retelling,L1,Bilingual
ch295or8,aka,68,ist,0,retelling,L1,Bilingual
ch295or8,eng,68,ist,0,telling,L2,Bilingual
ch295or8,eng,68,goal,0,telling,L2,Bilingual
ch295or8,eng,68,attempt,1,telling,L2,Bilingual
ch295or8,eng,68,outcome,0,telling,L2,Bilingual
ch295or8,eng,68,ist,0,telling,L2,Bilingual
ch295or8,eng,68,ist,0,telling,L2,Bilingual
ch295or8,eng,68,goal,1,telling,L2,Bilingual
ch295or8,eng,68,attempt,0,telling,L2,Bilingual
ch295or8,eng,68,outcome,1,telling,L2,Bilingual
ch295or8,eng,68,ist,0,telling,L2,Bilingual
ch295or8,eng,68,ist,1,telling,L2,Bilingual
ch295or8,eng,68,goal,0,telling,L2,Bilingual
ch295or8,eng,68,attempt,0,telling,L2,Bilingual
ch295or8,eng,68,outcome,1,telling,L2,Bilingual
ch295or8,eng,68,ist,1,telling,L2,Bilingual
ch296or8,eng,73,ist,1,retelling,L2,Bilingual
ch296or8,eng,73,goal,1,retelling,L2,Bilingual
ch296or8,eng,73,attempt,1,retelling,L2,Bilingual
ch296or8,eng,73,outcome,1,retelling,L2,Bilingual
ch296or8,eng,73,ist,0,retelling,L2,Bilingual
ch296or8,eng,73,ist,1,retelling,L2,Bilingual
ch296or8,eng,73,goal,1,retelling,L2,Bilingual
ch296or8,eng,73,attempt,1,retelling,L2,Bilingual
ch296or8,eng,73,outcome,1,retelling,L2,Bilingual
ch296or8,eng,73,ist,1,retelling,L2,Bilingual
ch296or8,eng,73,ist,0,retelling,L2,Bilingual
ch296or8,eng,73,goal,1,retelling,L2,Bilingual
ch296or8,eng,73,attempt,0,retelling,L2,Bilingual
ch296or8,eng,73,outcome,1,retelling,L2,Bilingual
ch296or8,eng,73,ist,1,retelling,L2,Bilingual
ch296or8,eng,73,ist,1,telling,L2,Bilingual
ch296or8,eng,73,goal,0,telling,L2,Bilingual
ch296or8,eng,73,attempt,1,telling,L2,Bilingual
ch296or8,eng,73,outcome,1,telling,L2,Bilingual
ch296or8,eng,73,ist,0,telling,L2,Bilingual
ch296or8,eng,73,ist,1,telling,L2,Bilingual
ch296or8,eng,73,goal,1,telling,L2,Bilingual
ch296or8,eng,73,attempt,1,telling,L2,Bilingual
ch296or8,eng,73,outcome,1,telling,L2,Bilingual
ch296or8,eng,73,ist,0,telling,L2,Bilingual
ch296or8,eng,73,ist,1,telling,L2,Bilingual
ch296or8,eng,73,goal,0,telling,L2,Bilingual
ch296or8,eng,73,attempt,1,telling,L2,Bilingual
ch296or8,eng,73,outcome,1,telling,L2,Bilingual
ch296or8,eng,73,ist,0,telling,L2,Bilingual
ch296or8,aka,73,ist,1,retelling,L1,Bilingual
ch296or8,aka,73,goal,0,retelling,L1,Bilingual
ch296or8,aka,73,attempt,1,retelling,L1,Bilingual
ch296or8,aka,73,outcome,1,retelling,L1,Bilingual
ch296or8,aka,73,ist,0,retelling,L1,Bilingual
ch296or8,aka,73,ist,1,retelling,L1,Bilingual
ch296or8,aka,73,goal,0,retelling,L1,Bilingual
ch296or8,aka,73,attempt,0,retelling,L1,Bilingual
ch296or8,aka,73,outcome,0,retelling,L1,Bilingual
ch296or8,aka,73,ist,1,retelling,L1,Bilingual
ch296or8,aka,73,ist,0,retelling,L1,Bilingual
ch296or8,aka,73,goal,1,retelling,L1,Bilingual
ch296or8,aka,73,attempt,1,retelling,L1,Bilingual
ch296or8,aka,73,outcome,1,retelling,L1,Bilingual
ch296or8,aka,73,ist,1,retelling,L1,Bilingual
ch296or8,aka,73,ist,0,telling,L1,Bilingual
ch296or8,aka,73,goal,0,telling,L1,Bilingual
ch296or8,aka,73,attempt,1,telling,L1,Bilingual
ch296or8,aka,73,outcome,1,telling,L1,Bilingual
ch296or8,aka,73,ist,0,telling,L1,Bilingual
ch296or8,aka,73,ist,1,telling,L1,Bilingual
ch296or8,aka,73,goal,0,telling,L1,Bilingual
ch296or8,aka,73,attempt,1,telling,L1,Bilingual
ch296or8,aka,73,outcome,1,telling,L1,Bilingual
ch296or8,aka,73,ist,0,telling,L1,Bilingual
ch296or8,aka,73,ist,0,telling,L1,Bilingual
ch296or8,aka,73,goal,0,telling,L1,Bilingual
ch296or8,aka,73,attempt,1,telling,L1,Bilingual
ch296or8,aka,73,outcome,1,telling,L1,Bilingual
ch296or8,aka,73,ist,0,telling,L1,Bilingual
ch297or8,eng,76,ist,0,telling,L2,Bilingual
ch297or8,eng,76,goal,0,telling,L2,Bilingual
ch297or8,eng,76,attempt,1,telling,L2,Bilingual
ch297or8,eng,76,outcome,1,telling,L2,Bilingual
ch297or8,eng,76,ist,0,telling,L2,Bilingual
ch297or8,eng,76,ist,1,telling,L2,Bilingual
ch297or8,eng,76,goal,0,telling,L2,Bilingual
ch297or8,eng,76,attempt,1,telling,L2,Bilingual
ch297or8,eng,76,outcome,0,telling,L2,Bilingual
ch297or8,eng,76,ist,1,telling,L2,Bilingual
ch297or8,eng,76,ist,0,telling,L2,Bilingual
ch297or8,eng,76,goal,0,telling,L2,Bilingual
ch297or8,eng,76,attempt,1,telling,L2,Bilingual
ch297or8,eng,76,outcome,1,telling,L2,Bilingual
ch297or8,eng,76,ist,1,telling,L2,Bilingual
ch297or8,eng,76,ist,0,retelling,L2,Bilingual
ch297or8,eng,76,goal,0,retelling,L2,Bilingual
ch297or8,eng,76,attempt,1,retelling,L2,Bilingual
ch297or8,eng,76,outcome,0,retelling,L2,Bilingual
ch297or8,eng,76,ist,0,retelling,L2,Bilingual
ch297or8,eng,76,ist,1,retelling,L2,Bilingual
ch297or8,eng,76,goal,0,retelling,L2,Bilingual
ch297or8,eng,76,attempt,1,retelling,L2,Bilingual
ch297or8,eng,76,outcome,1,retelling,L2,Bilingual
ch297or8,eng,76,ist,1,retelling,L2,Bilingual
ch297or8,eng,76,ist,1,retelling,L2,Bilingual
ch297or8,eng,76,goal,0,retelling,L2,Bilingual
ch297or8,eng,76,attempt,1,retelling,L2,Bilingual
ch297or8,eng,76,outcome,1,retelling,L2,Bilingual
ch297or8,eng,76,ist,0,retelling,L2,Bilingual
ch297or8,aka,76,ist,0,retelling,L1,Bilingual
ch297or8,aka,76,goal,1,retelling,L1,Bilingual
ch297or8,aka,76,attempt,0,retelling,L1,Bilingual
ch297or8,aka,76,outcome,1,retelling,L1,Bilingual
ch297or8,aka,76,ist,0,retelling,L1,Bilingual
ch297or8,aka,76,ist,0,retelling,L1,Bilingual
ch297or8,aka,76,goal,0,retelling,L1,Bilingual
ch297or8,aka,76,attempt,1,retelling,L1,Bilingual
ch297or8,aka,76,outcome,1,retelling,L1,Bilingual
ch297or8,aka,76,ist,0,retelling,L1,Bilingual
ch297or8,aka,76,ist,0,retelling,L1,Bilingual
ch297or8,aka,76,goal,0,retelling,L1,Bilingual
ch297or8,aka,76,attempt,1,retelling,L1,Bilingual
ch297or8,aka,76,outcome,1,retelling,L1,Bilingual
ch297or8,aka,76,ist,1,retelling,L1,Bilingual
ch297or8,aka,76,ist,1,telling,L1,Bilingual
ch297or8,aka,76,goal,0,telling,L1,Bilingual
ch297or8,aka,76,attempt,0,telling,L1,Bilingual
ch297or8,aka,76,outcome,0,telling,L1,Bilingual
ch297or8,aka,76,ist,0,telling,L1,Bilingual
ch297or8,aka,76,ist,1,telling,L1,Bilingual
ch297or8,aka,76,goal,0,telling,L1,Bilingual
ch297or8,aka,76,attempt,1,telling,L1,Bilingual
ch297or8,aka,76,outcome,1,telling,L1,Bilingual
ch297or8,aka,76,ist,0,telling,L1,Bilingual
ch297or8,aka,76,ist,1,telling,L1,Bilingual
ch297or8,aka,76,goal,0,telling,L1,Bilingual
ch297or8,aka,76,attempt,1,telling,L1,Bilingual
ch297or8,aka,76,outcome,1,telling,L1,Bilingual
ch297or8,aka,76,ist,0,telling,L1,Bilingual
ch298or8,eng,70,ist,1,retelling,L2,Bilingual
ch298or8,eng,70,goal,1,retelling,L2,Bilingual
ch298or8,eng,70,attempt,0,retelling,L2,Bilingual
ch298or8,eng,70,outcome,1,retelling,L2,Bilingual
ch298or8,eng,70,ist,0,retelling,L2,Bilingual
ch298or8,eng,70,ist,0,retelling,L2,Bilingual
ch298or8,eng,70,goal,1,retelling,L2,Bilingual
ch298or8,eng,70,attempt,0,retelling,L2,Bilingual
ch298or8,eng,70,outcome,0,retelling,L2,Bilingual
ch298or8,eng,70,ist,0,retelling,L2,Bilingual
ch298or8,eng,70,ist,0,retelling,L2,Bilingual
ch298or8,eng,70,goal,0,retelling,L2,Bilingual
ch298or8,eng,70,attempt,0,retelling,L2,Bilingual
ch298or8,eng,70,outcome,1,retelling,L2,Bilingual
ch298or8,eng,70,ist,1,retelling,L2,Bilingual
ch298or8,aka,70,ist,1,telling,L1,Bilingual
ch298or8,aka,70,goal,0,telling,L1,Bilingual
ch298or8,aka,70,attempt,1,telling,L1,Bilingual
ch298or8,aka,70,outcome,1,telling,L1,Bilingual
ch298or8,aka,70,ist,0,telling,L1,Bilingual
ch298or8,aka,70,ist,0,telling,L1,Bilingual
ch298or8,aka,70,goal,0,telling,L1,Bilingual
ch298or8,aka,70,attempt,0,telling,L1,Bilingual
ch298or8,aka,70,outcome,1,telling,L1,Bilingual
ch298or8,aka,70,ist,0,telling,L1,Bilingual
ch298or8,aka,70,ist,1,telling,L1,Bilingual
ch298or8,aka,70,goal,0,telling,L1,Bilingual
ch298or8,aka,70,attempt,1,telling,L1,Bilingual
ch298or8,aka,70,outcome,1,telling,L1,Bilingual
ch298or8,aka,70,ist,0,telling,L1,Bilingual
ch298or8,aka,70,ist,1,retelling,L1,Bilingual
ch298or8,aka,70,goal,1,retelling,L1,Bilingual
ch298or8,aka,70,attempt,0,retelling,L1,Bilingual
ch298or8,aka,70,outcome,1,retelling,L1,Bilingual
ch298or8,aka,70,ist,0,retelling,L1,Bilingual
ch298or8,aka,70,ist,0,retelling,L1,Bilingual
ch298or8,aka,70,goal,0,retelling,L1,Bilingual
ch298or8,aka,70,attempt,0,retelling,L1,Bilingual
ch298or8,aka,70,outcome,1,retelling,L1,Bilingual
ch298or8,aka,70,ist,1,retelling,L1,Bilingual
ch298or8,aka,70,ist,0,retelling,L1,Bilingual
ch298or8,aka,70,goal,0,retelling,L1,Bilingual
ch298or8,aka,70,attempt,0,retelling,L1,Bilingual
ch298or8,aka,70,outcome,0,retelling,L1,Bilingual
ch298or8,aka,70,ist,1,retelling,L1,Bilingual
ch298or8,eng,70,ist,0,telling,L2,Bilingual
ch298or8,eng,70,goal,0,telling,L2,Bilingual
ch298or8,eng,70,attempt,0,telling,L2,Bilingual
ch298or8,eng,70,outcome,0,telling,L2,Bilingual
ch298or8,eng,70,ist,0,telling,L2,Bilingual
ch298or8,eng,70,ist,0,telling,L2,Bilingual
ch298or8,eng,70,goal,1,telling,L2,Bilingual
ch298or8,eng,70,attempt,0,telling,L2,Bilingual
ch298or8,eng,70,outcome,0,telling,L2,Bilingual
ch298or8,eng,70,ist,0,telling,L2,Bilingual
ch298or8,eng,70,ist,0,telling,L2,Bilingual
ch298or8,eng,70,goal,0,telling,L2,Bilingual
ch298or8,eng,70,attempt,0,telling,L2,Bilingual
ch298or8,eng,70,outcome,1,telling,L2,Bilingual
ch298or8,eng,70,ist,0,telling,L2,Bilingual
ch299or8,eng,75,ist,1,retelling,L2,Bilingual
ch299or8,eng,75,goal,0,retelling,L2,Bilingual
ch299or8,eng,75,attempt,1,retelling,L2,Bilingual
ch299or8,eng,75,outcome,1,retelling,L2,Bilingual
ch299or8,eng,75,ist,0,retelling,L2,Bilingual
ch299or8,eng,75,ist,0,retelling,L2,Bilingual
ch299or8,eng,75,goal,0,retelling,L2,Bilingual
ch299or8,eng,75,attempt,1,retelling,L2,Bilingual
ch299or8,eng,75,outcome,0,retelling,L2,Bilingual
ch299or8,eng,75,ist,1,retelling,L2,Bilingual
ch299or8,eng,75,ist,1,retelling,L2,Bilingual
ch299or8,eng,75,goal,0,retelling,L2,Bilingual
ch299or8,eng,75,attempt,0,retelling,L2,Bilingual
ch299or8,eng,75,outcome,1,retelling,L2,Bilingual
ch299or8,eng,75,ist,1,retelling,L2,Bilingual
ch299or8,aka,75,ist,1,retelling,L1,Bilingual
ch299or8,aka,75,goal,0,retelling,L1,Bilingual
ch299or8,aka,75,attempt,1,retelling,L1,Bilingual
ch299or8,aka,75,outcome,1,retelling,L1,Bilingual
ch299or8,aka,75,ist,0,retelling,L1,Bilingual
ch299or8,aka,75,ist,0,retelling,L1,Bilingual
ch299or8,aka,75,goal,0,retelling,L1,Bilingual
ch299or8,aka,75,attempt,1,retelling,L1,Bilingual
ch299or8,aka,75,outcome,1,retelling,L1,Bilingual
ch299or8,aka,75,ist,0,retelling,L1,Bilingual
ch299or8,aka,75,ist,0,retelling,L1,Bilingual
ch299or8,aka,75,goal,0,retelling,L1,Bilingual
ch299or8,aka,75,attempt,0,retelling,L1,Bilingual
ch299or8,aka,75,outcome,1,retelling,L1,Bilingual
ch299or8,aka,75,ist,1,retelling,L1,Bilingual
ch299or8,aka,75,ist,0,telling,L1,Bilingual
ch299or8,aka,75,goal,0,telling,L1,Bilingual
ch299or8,aka,75,attempt,1,telling,L1,Bilingual
ch299or8,aka,75,outcome,1,telling,L1,Bilingual
ch299or8,aka,75,ist,0,telling,L1,Bilingual
ch299or8,aka,75,ist,0,telling,L1,Bilingual
ch299or8,aka,75,goal,0,telling,L1,Bilingual
ch299or8,aka,75,attempt,0,telling,L1,Bilingual
ch299or8,aka,75,outcome,0,telling,L1,Bilingual
ch299or8,aka,75,ist,0,telling,L1,Bilingual
ch299or8,aka,75,ist,1,telling,L1,Bilingual
ch299or8,aka,75,goal,0,telling,L1,Bilingual
ch299or8,aka,75,attempt,1,telling,L1,Bilingual
ch299or8,aka,75,outcome,1,telling,L1,Bilingual
ch299or8,aka,75,ist,0,telling,L1,Bilingual
ch299or8,eng,75,ist,0,telling,L2,Bilingual
ch299or8,eng,75,goal,0,telling,L2,Bilingual
ch299or8,eng,75,attempt,1,telling,L2,Bilingual
ch299or8,eng,75,outcome,1,telling,L2,Bilingual
ch299or8,eng,75,ist,0,telling,L2,Bilingual
ch299or8,eng,75,ist,0,telling,L2,Bilingual
ch299or8,eng,75,goal,0,telling,L2,Bilingual
ch299or8,eng,75,attempt,0,telling,L2,Bilingual
ch299or8,eng,75,outcome,1,telling,L2,Bilingual
ch299or8,eng,75,ist,0,telling,L2,Bilingual
ch299or8,eng,75,ist,0,telling,L2,Bilingual
ch299or8,eng,75,goal,0,telling,L2,Bilingual
ch299or8,eng,75,attempt,1,telling,L2,Bilingual
ch299or8,eng,75,outcome,1,telling,L2,Bilingual
ch299or8,eng,75,ist,0,telling,L2,Bilingual
ch300or8,aka,70,ist,0,retelling,L1,Bilingual
ch300or8,aka,70,goal,1,retelling,L1,Bilingual
ch300or8,aka,70,attempt,1,retelling,L1,Bilingual
ch300or8,aka,70,outcome,1,retelling,L1,Bilingual
ch300or8,aka,70,ist,1,retelling,L1,Bilingual
ch300or8,aka,70,ist,1,retelling,L1,Bilingual
ch300or8,aka,70,goal,0,retelling,L1,Bilingual
ch300or8,aka,70,attempt,1,retelling,L1,Bilingual
ch300or8,aka,70,outcome,0,retelling,L1,Bilingual
ch300or8,aka,70,ist,1,retelling,L1,Bilingual
ch300or8,aka,70,ist,0,retelling,L1,Bilingual
ch300or8,aka,70,goal,1,retelling,L1,Bilingual
ch300or8,aka,70,attempt,1,retelling,L1,Bilingual
ch300or8,aka,70,outcome,1,retelling,L1,Bilingual
ch300or8,aka,70,ist,0,retelling,L1,Bilingual
ch300or8,eng,70,ist,0,retelling,L2,Bilingual
ch300or8,eng,70,goal,1,retelling,L2,Bilingual
ch300or8,eng,70,attempt,1,retelling,L2,Bilingual
ch300or8,eng,70,outcome,1,retelling,L2,Bilingual
ch300or8,eng,70,ist,0,retelling,L2,Bilingual
ch300or8,eng,70,ist,1,retelling,L2,Bilingual
ch300or8,eng,70,goal,0,retelling,L2,Bilingual
ch300or8,eng,70,attempt,1,retelling,L2,Bilingual
ch300or8,eng,70,outcome,1,retelling,L2,Bilingual
ch300or8,eng,70,ist,1,retelling,L2,Bilingual
ch300or8,eng,70,ist,0,retelling,L2,Bilingual
ch300or8,eng,70,goal,1,retelling,L2,Bilingual
ch300or8,eng,70,attempt,1,retelling,L2,Bilingual
ch300or8,eng,70,outcome,1,retelling,L2,Bilingual
ch300or8,eng,70,ist,0,retelling,L2,Bilingual
ch300or8,eng,70,ist,1,telling,L2,Bilingual
ch300or8,eng,70,goal,0,telling,L2,Bilingual
ch300or8,eng,70,attempt,1,telling,L2,Bilingual
ch300or8,eng,70,outcome,1,telling,L2,Bilingual
ch300or8,eng,70,ist,0,telling,L2,Bilingual
ch300or8,eng,70,ist,0,telling,L2,Bilingual
ch300or8,eng,70,goal,1,telling,L2,Bilingual
ch300or8,eng,70,attempt,0,telling,L2,Bilingual
ch300or8,eng,70,outcome,0,telling,L2,Bilingual
ch300or8,eng,70,ist,0,telling,L2,Bilingual
ch300or8,eng,70,ist,0,telling,L2,Bilingual
ch300or8,eng,70,goal,0,telling,L2,Bilingual
ch300or8,eng,70,attempt,1,telling,L2,Bilingual
ch300or8,eng,70,outcome,1,telling,L2,Bilingual
ch300or8,eng,70,ist,0,telling,L2,Bilingual
ch300or8,aka,70,ist,0,telling,L1,Bilingual
ch300or8,aka,70,goal,0,telling,L1,Bilingual
ch300or8,aka,70,attempt,0,telling,L1,Bilingual
ch300or8,aka,70,outcome,0,telling,L1,Bilingual
ch300or8,aka,70,ist,0,telling,L1,Bilingual
ch300or8,aka,70,ist,1,telling,L1,Bilingual
ch300or8,aka,70,goal,1,telling,L1,Bilingual
ch300or8,aka,70,attempt,1,telling,L1,Bilingual
ch300or8,aka,70,outcome,0,telling,L1,Bilingual
ch300or8,aka,70,ist,0,telling,L1,Bilingual
ch300or8,aka,70,ist,1,telling,L1,Bilingual
ch300or8,aka,70,goal,0,telling,L1,Bilingual
ch300or8,aka,70,attempt,0,telling,L1,Bilingual
ch300or8,aka,70,outcome,1,telling,L1,Bilingual
ch300or8,aka,70,ist,0,telling,L1,Bilingual
ch301or8,aka,96,ist,1,retelling,L1,Bilingual
ch301or8,aka,96,goal,0,retelling,L1,Bilingual
ch301or8,aka,96,attempt,1,retelling,L1,Bilingual
ch301or8,aka,96,outcome,1,retelling,L1,Bilingual
ch301or8,aka,96,ist,0,retelling,L1,Bilingual
ch301or8,aka,96,ist,1,retelling,L1,Bilingual
ch301or8,aka,96,goal,0,retelling,L1,Bilingual
ch301or8,aka,96,attempt,1,retelling,L1,Bilingual
ch301or8,aka,96,outcome,1,retelling,L1,Bilingual
ch301or8,aka,96,ist,1,retelling,L1,Bilingual
ch301or8,aka,96,ist,0,retelling,L1,Bilingual
ch301or8,aka,96,goal,1,retelling,L1,Bilingual
ch301or8,aka,96,attempt,1,retelling,L1,Bilingual
ch301or8,aka,96,outcome,1,retelling,L1,Bilingual
ch301or8,aka,96,ist,1,retelling,L1,Bilingual
ch301or8,eng,96,ist,1,retelling,L2,Bilingual
ch301or8,eng,96,goal,0,retelling,L2,Bilingual
ch301or8,eng,96,attempt,1,retelling,L2,Bilingual
ch301or8,eng,96,outcome,1,retelling,L2,Bilingual
ch301or8,eng,96,ist,0,retelling,L2,Bilingual
ch301or8,eng,96,ist,0,retelling,L2,Bilingual
ch301or8,eng,96,goal,0,retelling,L2,Bilingual
ch301or8,eng,96,attempt,1,retelling,L2,Bilingual
ch301or8,eng,96,outcome,1,retelling,L2,Bilingual
ch301or8,eng,96,ist,0,retelling,L2,Bilingual
ch301or8,eng,96,ist,1,retelling,L2,Bilingual
ch301or8,eng,96,goal,0,retelling,L2,Bilingual
ch301or8,eng,96,attempt,1,retelling,L2,Bilingual
ch301or8,eng,96,outcome,1,retelling,L2,Bilingual
ch301or8,eng,96,ist,0,retelling,L2,Bilingual
ch301or8,aka,96,ist,1,telling,L1,Bilingual
ch301or8,aka,96,goal,0,telling,L1,Bilingual
ch301or8,aka,96,attempt,0,telling,L1,Bilingual
ch301or8,aka,96,outcome,0,telling,L1,Bilingual
ch301or8,aka,96,ist,0,telling,L1,Bilingual
ch301or8,aka,96,ist,1,telling,L1,Bilingual
ch301or8,aka,96,goal,0,telling,L1,Bilingual
ch301or8,aka,96,attempt,1,telling,L1,Bilingual
ch301or8,aka,96,outcome,1,telling,L1,Bilingual
ch301or8,aka,96,ist,0,telling,L1,Bilingual
ch301or8,aka,96,ist,1,telling,L1,Bilingual
ch301or8,aka,96,goal,0,telling,L1,Bilingual
ch301or8,aka,96,attempt,1,telling,L1,Bilingual
ch301or8,aka,96,outcome,1,telling,L1,Bilingual
ch301or8,aka,96,ist,0,telling,L1,Bilingual
ch301or8,eng,96,ist,0,telling,L2,Bilingual
ch301or8,eng,96,goal,0,telling,L2,Bilingual
ch301or8,eng,96,attempt,0,telling,L2,Bilingual
ch301or8,eng,96,outcome,0,telling,L2,Bilingual
ch301or8,eng,96,ist,0,telling,L2,Bilingual
ch301or8,eng,96,ist,1,telling,L2,Bilingual
ch301or8,eng,96,goal,0,telling,L2,Bilingual
ch301or8,eng,96,attempt,1,telling,L2,Bilingual
ch301or8,eng,96,outcome,1,telling,L2,Bilingual
ch301or8,eng,96,ist,0,telling,L2,Bilingual
ch301or8,eng,96,ist,0,telling,L2,Bilingual
ch301or8,eng,96,goal,0,telling,L2,Bilingual
ch301or8,eng,96,attempt,1,telling,L2,Bilingual
ch301or8,eng,96,outcome,1,telling,L2,Bilingual
ch301or8,eng,96,ist,0,telling,L2,Bilingual
ch302or8,eng,90,ist,1,retelling,L2,Bilingual
ch302or8,eng,90,goal,1,retelling,L2,Bilingual
ch302or8,eng,90,attempt,1,retelling,L2,Bilingual
ch302or8,eng,90,outcome,1,retelling,L2,Bilingual
ch302or8,eng,90,ist,1,retelling,L2,Bilingual
ch302or8,eng,90,ist,1,retelling,L2,Bilingual
ch302or8,eng,90,goal,1,retelling,L2,Bilingual
ch302or8,eng,90,attempt,0,retelling,L2,Bilingual
ch302or8,eng,90,outcome,1,retelling,L2,Bilingual
ch302or8,eng,90,ist,1,retelling,L2,Bilingual
ch302or8,eng,90,ist,1,retelling,L2,Bilingual
ch302or8,eng,90,goal,0,retelling,L2,Bilingual
ch302or8,eng,90,attempt,1,retelling,L2,Bilingual
ch302or8,eng,90,outcome,1,retelling,L2,Bilingual
ch302or8,eng,90,ist,0,retelling,L2,Bilingual
ch302or8,aka,90,ist,1,telling,L1,Bilingual
ch302or8,aka,90,goal,1,telling,L1,Bilingual
ch302or8,aka,90,attempt,0,telling,L1,Bilingual
ch302or8,aka,90,outcome,1,telling,L1,Bilingual
ch302or8,aka,90,ist,0,telling,L1,Bilingual
ch302or8,aka,90,ist,0,telling,L1,Bilingual
ch302or8,aka,90,goal,0,telling,L1,Bilingual
ch302or8,aka,90,attempt,1,telling,L1,Bilingual
ch302or8,aka,90,outcome,1,telling,L1,Bilingual
ch302or8,aka,90,ist,0,telling,L1,Bilingual
ch302or8,aka,90,ist,1,telling,L1,Bilingual
ch302or8,aka,90,goal,1,telling,L1,Bilingual
ch302or8,aka,90,attempt,1,telling,L1,Bilingual
ch302or8,aka,90,outcome,1,telling,L1,Bilingual
ch302or8,aka,90,ist,1,telling,L1,Bilingual
ch302or8,aka,90,ist,0,retelling,L1,Bilingual
