child,testlanguage,age,item,response,mode,test_lang_status,ling,region
ch214or13,per,50,goal,0,telling,L1,Monolingual,Iran
ch214or13,per,50,attempt,1,telling,L1,Monolingual,Iran
ch214or13,per,50,outcome,1,telling,L1,Monolingual,Iran
ch214or13,per,50,ist,0,telling,L1,Monolingual,Iran
ch215or13,per,48,ist,1,telling,L1,Monolingual,Iran
ch215or13,per,48,goal,1,telling,L1,Monolingual,Iran
ch215or13,per,48,attempt,1,telling,L1,Monolingual,Iran
ch215or13,per,48,outcome,0,telling,L1,Monolingual,Iran
ch215or13,per,48,ist,0,telling,L1,Monolingual,Iran
ch215or13,per,48,ist,1,telling,L1,Monolingual,Iran
ch215or13,per,48,goal,0,telling,L1,Monolingual,Iran
ch215or13,per,48,attempt,0,telling,L1,Monolingual,Iran
ch215or13,per,48,outcome,1,telling,L1,Monolingual,Iran
ch215or13,per,48,ist,0,telling,L1,Monolingual,Iran
ch215or13,per,48,ist,0,telling,L1,Monolingual,Iran
ch215or13,per,48,goal,0,telling,L1,Monolingual,Iran
ch215or13,per,48,attempt,1,telling,L1,Monolingual,Iran
ch215or13,per,48,outcome,0,telling,L1,Monolingual,Iran
ch215or13,per,48,ist,0,telling,L1,Monolingual,Iran
ch216or13,per,46,ist,0,telling,L1,Monolingual,Iran
ch216or13,per,46,goal,0,telling,L1,Monolingual,Iran
ch216or13,per,46,attempt,1,telling,L1,Monolingual,Iran
ch216or13,per,46,outcome,0,telling,L1,Monolingual,Iran
ch216or13,per,46,ist,0,telling,L1,Monolingual,Iran
ch216or13,per,46,ist,0,telling,L1,Monolingual,Iran
ch216or13,per,46,goal,0,telling,L1,Monolingual,Iran
ch216or13,per,46,attempt,1,telling,L1,Monolingual,Iran
ch216or13,per,46,outcome,0,telling,L1,Monolingual,Iran
ch216or13,per,46,ist,0,telling,L1,Monolingual,Iran
ch216or13,per,46,ist,1,telling,L1,Monolingual,Iran
ch216or13,per,46,goal,0,telling,L1,Monolingual,Iran
ch216or13,per,46,attempt,1,telling,L1,Monolingual,Iran
ch216or13,per,46,outcome,1,telling,L1,Monolingual,Iran
ch216or13,per,46,ist,0,telling,L1,Monolingual,Iran
ch217or13,per,51,ist,1,telling,L1,Monolingual,Iran
ch217or13,per,51,goal,1,telling,L1,Monolingual,Iran
ch217or13,per,51,attempt,1,telling,L1,Monolingual,Iran
ch217or13,per,51,outcome,0,telling,L1,Monolingual,Iran
ch217or13,per,51,ist,0,telling,L1,Monolingual,Iran
ch217or13,per,51,ist,0,telling,L1,Monolingual,Iran
ch217or13,per,51,goal,1,telling,L1,Monolingual,Iran
ch217or13,per,51,attempt,1,telling,L1,Monolingual,Iran
ch217or13,per,51,outcome,1,telling,L1,Monolingual,Iran
ch217or13,per,51,ist,0,telling,L1,Monolingual,Iran
ch217or13,per,51,ist,0,telling,L1,Monolingual,Iran
ch217or13,per,51,goal,1,telling,L1,Monolingual,Iran
ch217or13,per,51,attempt,1,telling,L1,Monolingual,Iran
ch217or13,per,51,outcome,1,telling,L1,Monolingual,Iran
ch217or13,per,51,ist,1,telling,L1,Monolingual,Iran
ch218or13,per,46,ist,1,telling,L1,Monolingual,Iran
ch218or13,per,46,goal,0,telling,L1,Monolingual,Iran
ch218or13,per,46,attempt,0,telling,L1,Monolingual,Iran
ch218or13,per,46,outcome,0,telling,L1,Monolingual,Iran
ch218or13,per,46,ist,0,telling,L1,Monolingual,Iran
ch218or13,per,46,ist,0,telling,L1,Monolingual,Iran
ch218or13,per,46,goal,1,telling,L1,Monolingual,Iran
ch218or13,per,46,attempt,0,telling,L1,Monolingual,Iran
ch218or13,per,46,outcome,0,telling,L1,Monolingual,Iran
ch218or13,per,46,ist,0,telling,L1,Monolingual,Iran
ch218or13,per,46,ist,0,telling,L1,Monolingual,Iran
ch218or13,per,46,goal,0,telling,L1,Monolingual,Iran
ch218or13,per,46,attempt,1,telling,L1,Monolingual,Iran
ch218or13,per,46,outcome,1,telling,L1,Monolingual,Iran
ch218or13,per,46,ist,1,telling,L1,Monolingual,Iran
ch242or13,per,62,ist,1,telling,L1,Monolingual,Iran
ch242or13,per,62,goal,0,telling,L1,Monolingual,Iran
ch242or13,per,62,attempt,1,telling,L1,Monolingual,Iran
ch242or13,per,62,outcome,1,telling,L1,Monolingual,Iran
ch242or13,per,62,ist,0,telling,L1,Monolingual,Iran
ch242or13,per,62,ist,0,telling,L1,Monolingual,Iran
ch242or13,per,62,goal,1,telling,L1,Monolingual,Iran
ch242or13,per,62,attempt,0,telling,L1,Monolingual,Iran
ch242or13,per,62,outcome,1,telling,L1,Monolingual,Iran
ch242or13,per,62,ist,0,telling,L1,Monolingual,Iran
ch242or13,per,62,ist,0,telling,L1,Monolingual,Iran
ch242or13,per,62,goal,0,telling,L1,Monolingual,Iran
ch242or13,per,62,attempt,1,telling,L1,Monolingual,Iran
ch242or13,per,62,outcome,1,telling,L1,Monolingual,Iran
ch242or13,per,62,ist,0,telling,L1,Monolingual,Iran
ch243or13,per,61,ist,1,telling,L1,Monolingual,Iran
ch243or13,per,61,goal,0,telling,L1,Monolingual,Iran
ch243or13,per,61,attempt,0,telling,L1,Monolingual,Iran
ch243or13,per,61,outcome,0,telling,L1,Monolingual,Iran
ch243or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch243or13,per,61,ist,1,telling,L1,Monolingual,Iran
ch243or13,per,61,goal,0,telling,L1,Monolingual,Iran
ch243or13,per,61,attempt,1,telling,L1,Monolingual,Iran
ch243or13,per,61,outcome,1,telling,L1,Monolingual,Iran
ch243or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch243or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch243or13,per,61,goal,0,telling,L1,Monolingual,Iran
ch243or13,per,61,attempt,1,telling,L1,Monolingual,Iran
ch243or13,per,61,outcome,1,telling,L1,Monolingual,Iran
ch243or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch244or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch244or13,per,61,goal,0,telling,L1,Monolingual,Iran
ch244or13,per,61,attempt,1,telling,L1,Monolingual,Iran
ch244or13,per,61,outcome,0,telling,L1,Monolingual,Iran
ch244or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch244or13,per,61,ist,1,telling,L1,Monolingual,Iran
ch244or13,per,61,goal,0,telling,L1,Monolingual,Iran
ch244or13,per,61,attempt,1,telling,L1,Monolingual,Iran
ch244or13,per,61,outcome,1,telling,L1,Monolingual,Iran
ch244or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch244or13,per,61,ist,1,telling,L1,Monolingual,Iran
ch244or13,per,61,goal,0,telling,L1,Monolingual,Iran
ch244or13,per,61,attempt,1,telling,L1,Monolingual,Iran
ch244or13,per,61,outcome,1,telling,L1,Monolingual,Iran
ch244or13,per,61,ist,1,telling,L1,Monolingual,Iran
ch245or13,per,62,ist,0,telling,L1,Monolingual,Iran
ch245or13,per,62,goal,1,telling,L1,Monolingual,Iran
ch245or13,per,62,attempt,0,telling,L1,Monolingual,Iran
ch245or13,per,62,outcome,1,telling,L1,Monolingual,Iran
ch245or13,per,62,ist,0,telling,L1,Monolingual,Iran
ch245or13,per,62,ist,1,telling,L1,Monolingual,Iran
ch245or13,per,62,goal,0,telling,L1,Monolingual,Iran
ch245or13,per,62,attempt,1,telling,L1,Monolingual,Iran
ch245or13,per,62,outcome,1,telling,L1,Monolingual,Iran
ch245or13,per,62,ist,0,telling,L1,Monolingual,Iran
ch245or13,per,62,ist,1,telling,L1,Monolingual,Iran
ch245or13,per,62,goal,0,telling,L1,Monolingual,Iran
ch245or13,per,62,attempt,1,telling,L1,Monolingual,Iran
ch245or13,per,62,outcome,1,telling,L1,Monolingual,Iran
ch245or13,per,62,ist,0,telling,L1,Monolingual,Iran
ch246or13,per,60,ist,1,telling,L1,Monolingual,Iran
ch246or13,per,60,goal,0,telling,L1,Monolingual,Iran
ch246or13,per,60,attempt,1,telling,L1,Monolingual,Iran
ch246or13,per,60,outcome,1,telling,L1,Monolingual,Iran
ch246or13,per,60,ist,1,telling,L1,Monolingual,Iran
ch246or13,per,60,ist,0,telling,L1,Monolingual,Iran
ch246or13,per,60,goal,1,telling,L1,Monolingual,Iran
ch246or13,per,60,attempt,1,telling,L1,Monolingual,Iran
ch246or13,per,60,outcome,1,telling,L1,Monolingual,Iran
ch246or13,per,60,ist,0,telling,L1,Monolingual,Iran
ch246or13,per,60,ist,0,telling,L1,Monolingual,Iran
ch246or13,per,60,goal,0,telling,L1,Monolingual,Iran
ch246or13,per,60,attempt,1,telling,L1,Monolingual,Iran
ch246or13,per,60,outcome,1,telling,L1,Monolingual,Iran
ch246or13,per,60,ist,1,telling,L1,Monolingual,Iran
ch247or13,per,60,ist,1,telling,L1,Monolingual,Iran
ch247or13,per,60,goal,0,telling,L1,Monolingual,Iran
ch247or13,per,60,attempt,1,telling,L1,Monolingual,Iran
ch247or13,per,60,outcome,1,telling,L1,Monolingual,Iran
ch247or13,per,60,ist,0,telling,L1,Monolingual,Iran
ch247or13,per,60,ist,1,telling,L1,Monolingual,Iran
ch247or13,per,60,goal,1,telling,L1,Monolingual,Iran
ch247or13,per,60,attempt,1,telling,L1,Monolingual,Iran
ch247or13,per,60,outcome,0,telling,L1,Monolingual,Iran
ch247or13,per,60,ist,1,telling,L1,Monolingual,Iran
ch247or13,per,60,ist,1,telling,L1,Monolingual,Iran
ch247or13,per,60,goal,0,telling,L1,Monolingual,Iran
ch247or13,per,60,attempt,1,telling,L1,Monolingual,Iran
ch247or13,per,60,outcome,1,telling,L1,Monolingual,Iran
ch247or13,per,60,ist,1,telling,L1,Monolingual,Iran
ch248or13,per,60,ist,1,telling,L1,Monolingual,Iran
ch248or13,per,60,goal,0,telling,L1,Monolingual,Iran
ch248or13,per,60,attempt,1,telling,L1,Monolingual,Iran
ch248or13,per,60,outcome,0,telling,L1,Monolingual,Iran
ch248or13,per,60,ist,0,telling,L1,Monolingual,Iran
ch248or13,per,60,ist,0,telling,L1,Monolingual,Iran
ch248or13,per,60,goal,0,telling,L1,Monolingual,Iran
ch248or13,per,60,attempt,1,telling,L1,Monolingual,Iran
ch248or13,per,60,outcome,0,telling,L1,Monolingual,Iran
ch248or13,per,60,ist,0,telling,L1,Monolingual,Iran
ch248or13,per,60,ist,1,telling,L1,Monolingual,Iran
ch248or13,per,60,goal,0,telling,L1,Monolingual,Iran
ch248or13,per,60,attempt,1,telling,L1,Monolingual,Iran
ch248or13,per,60,outcome,1,telling,L1,Monolingual,Iran
ch248or13,per,60,ist,0,telling,L1,Monolingual,Iran
ch249or13,per,59,ist,1,telling,L1,Monolingual,Iran
ch249or13,per,59,goal,0,telling,L1,Monolingual,Iran
ch249or13,per,59,attempt,1,telling,L1,Monolingual,Iran
ch249or13,per,59,outcome,1,telling,L1,Monolingual,Iran
ch249or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch249or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch249or13,per,59,goal,1,telling,L1,Monolingual,Iran
ch249or13,per,59,attempt,0,telling,L1,Monolingual,Iran
ch249or13,per,59,outcome,0,telling,L1,Monolingual,Iran
ch249or13,per,59,ist,1,telling,L1,Monolingual,Iran
ch249or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch249or13,per,59,goal,1,telling,L1,Monolingual,Iran
ch249or13,per,59,attempt,1,telling,L1,Monolingual,Iran
ch249or13,per,59,outcome,0,telling,L1,Monolingual,Iran
ch249or13,per,59,ist,1,telling,L1,Monolingual,Iran
ch250or13,per,47,ist,0,telling,L1,Monolingual,Iran
ch250or13,per,47,goal,0,telling,L1,Monolingual,Iran
ch250or13,per,47,attempt,0,telling,L1,Monolingual,Iran
ch250or13,per,47,outcome,0,telling,L1,Monolingual,Iran
ch250or13,per,47,ist,0,telling,L1,Monolingual,Iran
ch250or13,per,47,ist,1,telling,L1,Monolingual,Iran
ch250or13,per,47,goal,1,telling,L1,Monolingual,Iran
ch250or13,per,47,attempt,1,telling,L1,Monolingual,Iran
ch250or13,per,47,outcome,1,telling,L1,Monolingual,Iran
ch250or13,per,47,ist,0,telling,L1,Monolingual,Iran
ch250or13,per,47,ist,1,telling,L1,Monolingual,Iran
ch250or13,per,47,goal,0,telling,L1,Monolingual,Iran
ch250or13,per,47,attempt,1,telling,L1,Monolingual,Iran
ch250or13,per,47,outcome,1,telling,L1,Monolingual,Iran
ch250or13,per,47,ist,1,telling,L1,Monolingual,Iran
ch251or13,per,58,ist,1,telling,L1,Monolingual,Iran
ch251or13,per,58,goal,0,telling,L1,Monolingual,Iran
ch251or13,per,58,attempt,1,telling,L1,Monolingual,Iran
ch251or13,per,58,outcome,1,telling,L1,Monolingual,Iran
ch251or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch251or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch251or13,per,58,goal,1,telling,L1,Monolingual,Iran
ch251or13,per,58,attempt,0,telling,L1,Monolingual,Iran
ch251or13,per,58,outcome,1,telling,L1,Monolingual,Iran
ch251or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch251or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch251or13,per,58,goal,0,telling,L1,Monolingual,Iran
ch251or13,per,58,attempt,1,telling,L1,Monolingual,Iran
ch251or13,per,58,outcome,1,telling,L1,Monolingual,Iran
ch251or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch252or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch252or13,per,61,goal,0,telling,L1,Monolingual,Iran
ch252or13,per,61,attempt,1,telling,L1,Monolingual,Iran
ch252or13,per,61,outcome,0,telling,L1,Monolingual,Iran
ch252or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch252or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch252or13,per,61,goal,1,telling,L1,Monolingual,Iran
ch252or13,per,61,attempt,1,telling,L1,Monolingual,Iran
ch252or13,per,61,outcome,0,telling,L1,Monolingual,Iran
ch252or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch252or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch252or13,per,61,goal,0,telling,L1,Monolingual,Iran
ch252or13,per,61,attempt,1,telling,L1,Monolingual,Iran
ch252or13,per,61,outcome,1,telling,L1,Monolingual,Iran
ch252or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch253or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch253or13,per,61,goal,0,telling,L1,Monolingual,Iran
ch253or13,per,61,attempt,1,telling,L1,Monolingual,Iran
ch253or13,per,61,outcome,1,telling,L1,Monolingual,Iran
ch253or13,per,61,ist,1,telling,L1,Monolingual,Iran
ch253or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch253or13,per,61,goal,1,telling,L1,Monolingual,Iran
ch253or13,per,61,attempt,1,telling,L1,Monolingual,Iran
ch253or13,per,61,outcome,0,telling,L1,Monolingual,Iran
ch253or13,per,61,ist,1,telling,L1,Monolingual,Iran
ch253or13,per,61,ist,0,telling,L1,Monolingual,Iran
ch253or13,per,61,goal,1,telling,L1,Monolingual,Iran
ch253or13,per,61,attempt,1,telling,L1,Monolingual,Iran
ch253or13,per,61,outcome,1,telling,L1,Monolingual,Iran
ch253or13,per,61,ist,1,telling,L1,Monolingual,Iran
ch254or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch254or13,per,59,goal,0,telling,L1,Monolingual,Iran
ch254or13,per,59,attempt,0,telling,L1,Monolingual,Iran
ch254or13,per,59,outcome,0,telling,L1,Monolingual,Iran
ch254or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch254or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch254or13,per,59,goal,1,telling,L1,Monolingual,Iran
ch254or13,per,59,attempt,0,telling,L1,Monolingual,Iran
ch254or13,per,59,outcome,1,telling,L1,Monolingual,Iran
ch254or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch254or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch254or13,per,59,goal,1,telling,L1,Monolingual,Iran
ch254or13,per,59,attempt,1,telling,L1,Monolingual,Iran
ch254or13,per,59,outcome,0,telling,L1,Monolingual,Iran
ch254or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch255or13,per,59,ist,1,telling,L1,Monolingual,Iran
ch255or13,per,59,goal,1,telling,L1,Monolingual,Iran
ch255or13,per,59,attempt,0,telling,L1,Monolingual,Iran
ch255or13,per,59,outcome,1,telling,L1,Monolingual,Iran
ch255or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch255or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch255or13,per,59,goal,1,telling,L1,Monolingual,Iran
ch255or13,per,59,attempt,1,telling,L1,Monolingual,Iran
ch255or13,per,59,outcome,1,telling,L1,Monolingual,Iran
ch255or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch255or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch255or13,per,59,goal,0,telling,L1,Monolingual,Iran
ch255or13,per,59,attempt,1,telling,L1,Monolingual,Iran
ch255or13,per,59,outcome,1,telling,L1,Monolingual,Iran
ch255or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch256or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch256or13,per,58,goal,0,telling,L1,Monolingual,Iran
ch256or13,per,58,attempt,0,telling,L1,Monolingual,Iran
ch256or13,per,58,outcome,0,telling,L1,Monolingual,Iran
ch256or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch256or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch256or13,per,58,goal,1,telling,L1,Monolingual,Iran
ch256or13,per,58,attempt,1,telling,L1,Monolingual,Iran
ch256or13,per,58,outcome,1,telling,L1,Monolingual,Iran
ch256or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch256or13,per,58,ist,1,telling,L1,Monolingual,Iran
ch256or13,per,58,goal,1,telling,L1,Monolingual,Iran
ch256or13,per,58,attempt,1,telling,L1,Monolingual,Iran
ch256or13,per,58,outcome,1,telling,L1,Monolingual,Iran
ch256or13,per,58,ist,1,telling,L1,Monolingual,Iran
ch257or13,per,58,ist,1,telling,L1,Monolingual,Iran
ch257or13,per,58,goal,1,telling,L1,Monolingual,Iran
ch257or13,per,58,attempt,1,telling,L1,Monolingual,Iran
ch257or13,per,58,outcome,0,telling,L1,Monolingual,Iran
ch257or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch257or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch257or13,per,58,goal,1,telling,L1,Monolingual,Iran
ch257or13,per,58,attempt,1,telling,L1,Monolingual,Iran
ch257or13,per,58,outcome,1,telling,L1,Monolingual,Iran
ch257or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch257or13,per,58,ist,1,telling,L1,Monolingual,Iran
ch257or13,per,58,goal,0,telling,L1,Monolingual,Iran
ch257or13,per,58,attempt,1,telling,L1,Monolingual,Iran
ch257or13,per,58,outcome,1,telling,L1,Monolingual,Iran
ch257or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch258or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch258or13,per,57,goal,0,telling,L1,Monolingual,Iran
ch258or13,per,57,attempt,0,telling,L1,Monolingual,Iran
ch258or13,per,57,outcome,0,telling,L1,Monolingual,Iran
ch258or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch258or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch258or13,per,57,goal,1,telling,L1,Monolingual,Iran
ch258or13,per,57,attempt,1,telling,L1,Monolingual,Iran
ch258or13,per,57,outcome,1,telling,L1,Monolingual,Iran
ch258or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch258or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch258or13,per,57,goal,0,telling,L1,Monolingual,Iran
ch258or13,per,57,attempt,1,telling,L1,Monolingual,Iran
ch258or13,per,57,outcome,1,telling,L1,Monolingual,Iran
ch258or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch259or13,per,57,ist,1,telling,L1,Monolingual,Iran
ch259or13,per,57,goal,0,telling,L1,Monolingual,Iran
ch259or13,per,57,attempt,0,telling,L1,Monolingual,Iran
ch259or13,per,57,outcome,0,telling,L1,Monolingual,Iran
ch259or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch259or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch259or13,per,57,goal,0,telling,L1,Monolingual,Iran
ch259or13,per,57,attempt,1,telling,L1,Monolingual,Iran
ch259or13,per,57,outcome,1,telling,L1,Monolingual,Iran
ch259or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch259or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch259or13,per,57,goal,0,telling,L1,Monolingual,Iran
ch259or13,per,57,attempt,1,telling,L1,Monolingual,Iran
ch259or13,per,57,outcome,1,telling,L1,Monolingual,Iran
ch259or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch260or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch260or13,per,57,goal,0,telling,L1,Monolingual,Iran
ch260or13,per,57,attempt,1,telling,L1,Monolingual,Iran
ch260or13,per,57,outcome,1,telling,L1,Monolingual,Iran
ch260or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch260or13,per,57,ist,1,telling,L1,Monolingual,Iran
ch260or13,per,57,goal,1,telling,L1,Monolingual,Iran
ch260or13,per,57,attempt,1,telling,L1,Monolingual,Iran
ch260or13,per,57,outcome,1,telling,L1,Monolingual,Iran
ch260or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch260or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch260or13,per,57,goal,0,telling,L1,Monolingual,Iran
ch260or13,per,57,attempt,1,telling,L1,Monolingual,Iran
ch260or13,per,57,outcome,1,telling,L1,Monolingual,Iran
ch260or13,per,57,ist,0,telling,L1,Monolingual,Iran
ch261or13,per,59,ist,1,telling,L1,Monolingual,Iran
ch261or13,per,59,goal,0,telling,L1,Monolingual,Iran
ch261or13,per,59,attempt,1,telling,L1,Monolingual,Iran
ch261or13,per,59,outcome,1,telling,L1,Monolingual,Iran
ch261or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch261or13,per,59,ist,1,telling,L1,Monolingual,Iran
ch261or13,per,59,goal,0,telling,L1,Monolingual,Iran
ch261or13,per,59,attempt,1,telling,L1,Monolingual,Iran
ch261or13,per,59,outcome,0,telling,L1,Monolingual,Iran
ch261or13,per,59,ist,1,telling,L1,Monolingual,Iran
ch261or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch261or13,per,59,goal,0,telling,L1,Monolingual,Iran
ch261or13,per,59,attempt,1,telling,L1,Monolingual,Iran
ch261or13,per,59,outcome,1,telling,L1,Monolingual,Iran
ch261or13,per,59,ist,0,telling,L1,Monolingual,Iran
ch262or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch262or13,per,58,goal,0,telling,L1,Monolingual,Iran
ch262or13,per,58,attempt,1,telling,L1,Monolingual,Iran
ch262or13,per,58,outcome,0,telling,L1,Monolingual,Iran
ch262or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch262or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch262or13,per,58,goal,1,telling,L1,Monolingual,Iran
ch262or13,per,58,attempt,1,telling,L1,Monolingual,Iran
ch262or13,per,58,outcome,1,telling,L1,Monolingual,Iran
ch262or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch262or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch262or13,per,58,goal,0,telling,L1,Monolingual,Iran
ch262or13,per,58,attempt,1,telling,L1,Monolingual,Iran
ch262or13,per,58,outcome,1,telling,L1,Monolingual,Iran
ch262or13,per,58,ist,0,telling,L1,Monolingual,Iran
ch160or14,heb,70,ist,0,telling,L1,Monolingual,Israel
ch160or14,heb,70,goal,0,telling,L1,Monolingual,Israel
ch160or14,heb,70,attempt,1,telling,L1,Monolingual,Israel
ch160or14,heb,70,outcome,1,telling,L1,Monolingual,Israel
ch160or14,heb,70,ist,0,telling,L1,Monolingual,Israel
ch160or14,heb,70,ist,0,telling,L1,Monolingual,Israel
ch160or14,heb,70,goal,0,telling,L1,Monolingual,Israel
ch160or14,heb,70,attempt,0,telling,L1,Monolingual,Israel
ch160or14,heb,70,outcome,1,telling,L1,Monolingual,Israel
ch160or14,heb,70,ist,0,telling,L1,Monolingual,Israel
ch160or14,heb,70,ist,0,telling,L1,Monolingual,Israel
ch160or14,heb,70,goal,0,telling,L1,Monolingual,Israel
ch160or14,heb,70,attempt,0,telling,L1,Monolingual,Israel
ch160or14,heb,70,outcome,0,telling,L1,Monolingual,Israel
ch160or14,heb,70,ist,0,telling,L1,Monolingual,Israel
ch161or14,heb,70,ist,0,telling,L1,Monolingual,Israel
ch161or14,heb,70,goal,1,telling,L1,Monolingual,Israel
ch161or14,heb,70,attempt,1,telling,L1,Monolingual,Israel
ch161or14,heb,70,outcome,1,telling,L1,Monolingual,Israel
ch161or14,heb,70,ist,0,telling,L1,Monolingual,Israel
ch161or14,heb,70,ist,0,telling,L1,Monolingual,Israel
ch161or14,heb,70,goal,0,telling,L1,Monolingual,Israel
ch161or14,heb,70,attempt,0,telling,L1,Monolingual,Israel
ch161or14,heb,70,outcome,1,telling,L1,Monolingual,Israel
ch161or14,heb,70,ist,0,telling,L1,Monolingual,Israel
ch161or14,heb,70,ist,0,telling,L1,Monolingual,Israel
ch161or14,heb,70,goal,0,telling,L1,Monolingual,Israel
ch161or14,heb,70,attempt,1,telling,L1,Monolingual,Israel
ch161or14,heb,70,outcome,1,telling,L1,Monolingual,Israel
ch161or14,heb,70,ist,1,telling,L1,Monolingual,Israel
ch162or14,heb,73,ist,1,telling,L1,Monolingual,Israel
ch162or14,heb,73,goal,1,telling,L1,Monolingual,Israel
ch162or14,heb,73,attempt,1,telling,L1,Monolingual,Israel
ch162or14,heb,73,outcome,1,telling,L1,Monolingual,Israel
ch162or14,heb,73,ist,0,telling,L1,Monolingual,Israel
ch162or14,heb,73,ist,0,telling,L1,Monolingual,Israel
ch162or14,heb,73,goal,0,telling,L1,Monolingual,Israel
ch162or14,heb,73,attempt,0,telling,L1,Monolingual,Israel
ch162or14,heb,73,outcome,1,telling,L1,Monolingual,Israel
ch162or14,heb,73,ist,0,telling,L1,Monolingual,Israel
ch162or14,heb,73,ist,0,telling,L1,Monolingual,Israel
ch162or14,heb,73,goal,1,telling,L1,Monolingual,Israel
ch162or14,heb,73,attempt,0,telling,L1,Monolingual,Israel
ch162or14,heb,73,outcome,1,telling,L1,Monolingual,Israel
ch162or14,heb,73,ist,0,telling,L1,Monolingual,Israel
ch164or14,heb,71,ist,0,telling,L1,Monolingual,Israel
ch164or14,heb,71,goal,0,telling,L1,Monolingual,Israel
ch164or14,heb,71,attempt,1,telling,L1,Monolingual,Israel
ch164or14,heb,71,outcome,1,telling,L1,Monolingual,Israel
ch164or14,heb,71,ist,1,telling,L1,Monolingual,Israel
ch164or14,heb,71,ist,0,telling,L1,Monolingual,Israel
ch164or14,heb,71,goal,0,telling,L1,Monolingual,Israel
ch164or14,heb,71,attempt,1,telling,L1,Monolingual,Israel
ch164or14,heb,71,outcome,1,telling,L1,Monolingual,Israel
ch164or14,heb,71,ist,0,telling,L1,Monolingual,Israel
ch164or14,heb,71,ist,0,telling,L1,Monolingual,Israel
ch164or14,heb,71,goal,0,telling,L1,Monolingual,Israel
ch164or14,heb,71,attempt,1,telling,L1,Monolingual,Israel
ch164or14,heb,71,outcome,1,telling,L1,Monolingual,Israel
ch164or14,heb,71,ist,0,telling,L1,Monolingual,Israel
ch168or14,heb,72,ist,0,telling,L1,Monolingual,Israel
ch168or14,heb,72,goal,1,telling,L1,Monolingual,Israel
ch168or14,heb,72,attempt,0,telling,L1,Monolingual,Israel
