child,testlanguage,age,narrative,complete,mode,test_lang_status,ling
ch9or15,eng,110,nar_3,1,telling,L2,Bilingual
ch9or15,hin,110,nar_1,0,telling,L1,Bilingual
ch9or15,hin,110,nar_2,1,telling,L1,Bilingual
ch9or15,hin,110,nar_3,0,telling,L1,Bilingual
ch10or15,eng,108,nar_1,0,telling,L2,Bilingual
ch10or15,eng,108,nar_2,1,telling,L2,Bilingual
ch10or15,eng,108,nar_3,0,telling,L2,Bilingual
ch10or15,hin,108,nar_1,1,telling,L1,Bilingual
ch10or15,hin,108,nar_2,1,telling,L1,Bilingual
ch10or15,hin,108,nar_3,0,telling,L1,Bilingual
ch11or15,hin,108,nar_1,1,telling,L1,Bilingual
ch11or15,hin,108,nar_2,1,telling,L1,Bilingual
ch11or15,hin,108,nar_3,1,telling,L1,Bilingual
ch11or15,eng,108,nar_1,0,telling,L2,Bilingual
ch11or15,eng,108,nar_2,0,telling,L2,Bilingual
ch11or15,eng,108,nar_3,0,telling,L2,Bilingual
ch12or15,eng,114,nar_1,0,telling,L2,Bilingual
ch12or15,eng,114,nar_2,1,telling,L2,Bilingual
ch12or15,eng,114,nar_3,1,telling,L2,Bilingual
ch12or15,hin,114,nar_1,1,telling,L1,Bilingual
ch12or15,hin,114,nar_2,1,telling,L1,Bilingual
ch12or15,hin,114,nar_3,1,telling,L1,Bilingual
ch13or15,eng,111,nar_1,0,telling,L2,Bilingual
ch13or15,eng,111,nar_2,0,telling,L2,Bilingual
ch13or15,eng,111,nar_3,0,telling,L2,Bilingual
ch13or15,hin,111,nar_1,0,telling,L1,Bilingual
ch13or15,hin,111,nar_2,0,telling,L1,Bilingual
ch13or15,hin,111,nar_3,0,telling,L1,Bilingual
ch14or15,eng,109,nar_1,0,telling,L2,Bilingual
ch14or15,eng,109,nar_2,1,telling,L2,Bilingual
ch14or15,eng,109,nar_3,1,telling,L2,Bilingual
ch14or15,hin,109,nar_1,0,telling,L1,Bilingual
ch14or15,hin,109,nar_2,0,telling,L1,Bilingual
ch14or15,hin,109,nar_3,0,telling,L1,Bilingual
ch15or15,hin,126,nar_1,1,telling,L1,Bilingual
ch15or15,hin,126,nar_2,1,telling,L1,Bilingual
ch15or15,hin,126,nar_3,0,telling,L1,Bilingual
ch15or15,eng,126,nar_1,1,telling,L2,Bilingual
ch15or15,eng,126,nar_2,0,telling,L2,Bilingual
ch15or15,eng,126,nar_3,0,telling,L2,Bilingual
ch1413or15,eng,108,nar_1,1,telling,L2,Bilingual
ch1413or15,eng,108,nar_2,1,telling,L2,Bilingual
ch1413or15,eng,108,nar_3,1,telling,L2,Bilingual
ch1413or15,eng,108,nar_1,1,telling,L2,Bilingual
ch1413or15,eng,108,nar_2,1,telling,L2,Bilingual
ch1413or15,eng,108,nar_3,1,telling,L2,Bilingual
ch1413or15,kan,108,nar_1,1,telling,L1,Bilingual
ch1413or15,kan,108,nar_2,1,telling,L1,Bilingual
ch1413or15,kan,108,nar_3,1,telling,L1,Bilingual
ch1413or15,kan,108,nar_1,0,telling,L1,Bilingual
ch1413or15,kan,108,nar_2,0,telling,L1,Bilingual
ch1413or15,kan,108,nar_3,0,telling,L1,Bilingual
ch1414or15,eng,121,nar_1,1,telling,L2,Bilingual
ch1414or15,eng,121,nar_2,0,telling,L2,Bilingual
ch1414or15,eng,121,nar_3,1,telling,L2,Bilingual
ch1414or15,eng,121,nar_1,0,telling,L2,Bilingual
ch1414or15,eng,121,nar_2,1,telling,L2,Bilingual
ch1414or15,eng,121,nar_3,0,telling,L2,Bilingual
ch1414or15,kan,121,nar_1,0,telling,L1,Bilingual
ch1414or15,kan,121,nar_2,1,telling,L1,Bilingual
ch1414or15,kan,121,nar_3,0,telling,L1,Bilingual
ch1414or15,kan,121,nar_1,0,telling,L1,Bilingual
ch1414or15,kan,121,nar_2,0,telling,L1,Bilingual
ch1414or15,kan,121,nar_3,0,telling,L1,Bilingual
ch1415or15,kan,118,nar_1,0,telling,L1,Bilingual
ch1415or15,kan,118,nar_2,1,telling,L1,Bilingual
ch1415or15,kan,118,nar_3,1,telling,L1,Bilingual
ch1415or15,kan,118,nar_1,0,telling,L1,Bilingual
ch1415or15,kan,118,nar_2,0,telling,L1,Bilingual
ch1415or15,kan,118,nar_3,1,telling,L1,Bilingual
ch1416or15,eng,110,nar_1,0,telling,L2,Bilingual
ch1416or15,eng,110,nar_2,0,telling,L2,Bilingual
ch1416or15,eng,110,nar_3,1,telling,L2,Bilingual
ch1416or15,eng,110,nar_1,0,telling,L2,Bilingual
ch1416or15,eng,110,nar_2,1,telling,L2,Bilingual
ch1416or15,eng,110,nar_3,1,telling,L2,Bilingual
ch1416or15,kan,110,nar_1,0,telling,L1,Bilingual
ch1416or15,kan,110,nar_2,1,telling,L1,Bilingual
ch1416or15,kan,110,nar_3,1,telling,L1,Bilingual
ch1416or15,kan,110,nar_1,1,telling,L1,Bilingual
ch1416or15,kan,110,nar_2,0,telling,L1,Bilingual
ch1416or15,kan,110,nar_3,1,telling,L1,Bilingual
ch1417or15,eng,108,nar_1,1,telling,L2,Bilingual
ch1417or15,eng,108,nar_2,1,telling,L2,Bilingual
ch1417or15,eng,108,nar_3,0,telling,L2,Bilingual
ch1417or15,eng,108,nar_1,0,telling,L2,Bilingual
ch1417or15,eng,108,nar_2,0,telling,L2,Bilingual
ch1417or15,eng,108,nar_3,0,telling,L2,Bilingual
ch1417or15,kan,108,nar_1,0,telling,L1,Bilingual
ch1417or15,kan,108,nar_2,0,telling,L1,Bilingual
ch1417or15,kan,108,nar_3,0,telling,L1,Bilingual
ch1417or15,kan,108,nar_1,0,telling,L1,Bilingual
ch1417or15,kan,108,nar_2,0,telling,L1,Bilingual
ch1417or15,kan,108,nar_3,0,telling,L1,Bilingual
ch1418or15,eng,114,nar_1,0,telling,L2,Bilingual
ch1418or15,eng,114,nar_2,1,telling,L2,Bilingual
ch1418or15,eng,114,nar_3,1,telling,L2,Bilingual
ch1418or15,eng,114,nar_1,0,telling,L2,Bilingual
ch1418or15,eng,114,nar_2,0,telling,L2,Bilingual
ch1418or15,eng,114,nar_3,0,telling,L2,Bilingual
ch1418or15,kan,114,nar_1,0,telling,L1,Bilingual
ch1418or15,kan,114,nar_2,0,telling,L1,Bilingual
ch1418or15,kan,114,nar_3,1,telling,L1,Bilingual
ch1418or15,kan,114,nar_1,0,telling,L1,Bilingual
ch1418or15,kan,114,nar_2,1,telling,L1,Bilingual
ch1418or15,kan,114,nar_3,1,telling,L1,Bilingual
ch1419or15,eng,112,nar_1,1,telling,L2,Bilingual
ch1419or15,eng,112,nar_2,0,telling,L2,Bilingual
ch1419or15,eng,112,nar_3,1,telling,L2,Bilingual
ch1419or15,eng,112,nar_1,0,telling,L2,Bilingual
ch1419or15,eng,112,nar_2,0,telling,L2,Bilingual
ch1419or15,eng,112,nar_3,1,telling,L2,Bilingual
ch1419or15,kan,112,nar_1,1,telling,L1,Bilingual
ch1419or15,kan,112,nar_2,1,telling,L1,Bilingual
ch1419or15,kan,112,nar_3,0,telling,L1,Bilingual
ch1419or15,kan,112,nar_1,1,telling,L1,Bilingual
ch1419or15,kan,112,nar_2,0,telling,L1,Bilingual
ch1419or15,kan,112,nar_3,1,telling,L1,Bilingual
ch1420or15,eng,116,nar_1,1,telling,L2,Bilingual
ch1420or15,eng,116,nar_2,0,telling,L2,Bilingual
ch1420or15,eng,116,nar_3,0,telling,L2,Bilingual
ch1420or15,eng,116,nar_1,0,telling,L2,Bilingual
ch1420or15,eng,116,nar_2,1,telling,L2,Bilingual
ch1420or15,eng,116,nar_3,1,telling,L2,Bilingual
ch1420or15,kan,116,nar_1,1,telling,L1,Bilingual
ch1420or15,kan,116,nar_2,0,telling,L1,Bilingual
ch1420or15,kan,116,nar_3,0,telling,L1,Bilingual
ch1420or15,kan,116,nar_1,0,telling,L1,Bilingual
ch1420or15,kan,116,nar_2,0,telling,L1,Bilingual
ch1420or15,kan,116,nar_3,0,telling,L1,Bilingual
ch1421or15,eng,116,nar_1,0,telling,L2,Bilingual
ch1421or15,eng,116,nar_2,0,telling,L2,Bilingual
ch1421or15,eng,116,nar_3,1,telling,L2,Bilingual
ch1421or15,eng,116,nar_1,0,telling,L2,Bilingual
ch1421or15,eng,116,nar_2,0,telling,L2,Bilingual
ch1421or15,eng,116,nar_3,1,telling,L2,Bilingual
ch1421or15,kan,116,nar_1,0,telling,L1,Bilingual
ch1421or15,kan,116,nar_2,0,telling,L1,Bilingual
ch1421or15,kan,116,nar_3,1,telling,L1,Bilingual
ch1421or15,kan,116,nar_1,0,telling,L1,Bilingual
ch1421or15,kan,116,nar_2,0,telling,L1,Bilingual
ch1421or15,kan,116,nar_3,1,telling,L1,Bilingual
ch1422or15,kan,111,nar_1,0,telling,L1,Bilingual
ch1422or15,kan,111,nar_2,1,telling,L1,Bilingual
ch1422or15,kan,111,nar_3,1,telling,L1,Bilingual
ch1422or15,kan,111,nar_1,0,telling,L1,Bilingual
ch1422or15,kan,111,nar_2,1,telling,L1,Bilingual
ch1422or15,kan,111,nar_3,0,telling,L1,Bilingual
ch1423or15,eng,111,nar_1,1,telling,L2,Bilingual
ch1423or15,eng,111,nar_2,1,telling,L2,Bilingual
ch1423or15,eng,111,nar_3,1,telling,L2,Bilingual
ch1423or15,eng,111,nar_1,1,telling,L2,Bilingual
ch1423or15,eng,111,nar_2,1,telling,L2,Bilingual
ch1423or15,eng,111,nar_3,1,telling,L2,Bilingual
ch1423or15,kan,111,nar_1,1,telling,L1,Bilingual
ch1423or15,kan,111,nar_2,1,telling,L1,Bilingual
ch1423or15,kan,111,nar_3,1,telling,L1,Bilingual
ch1423or15,kan,111,nar_1,0,telling,L1,Bilingual
ch1423or15,kan,111,nar_2,1,telling,L1,Bilingual
ch1423or15,kan,111,nar_3,0,telling,L1,Bilingual
ch1424or15,eng,118,nar_1,1,telling,L2,Bilingual
ch1424or15,eng,118,nar_2,0,telling,L2,Bilingual
ch1424or15,eng,118,nar_3,1,telling,L2,Bilingual
ch1424or15,eng,118,nar_1,0,telling,L2,Bilingual
ch1424or15,eng,118,nar_2,0,telling,L2,Bilingual
ch1424or15,eng,118,nar_3,0,telling,L2,Bilingual
ch1424or15,kan,118,nar_1,1,telling,L1,Bilingual
ch1424or15,kan,118,nar_2,1,telling,L1,Bilingual
ch1424or15,kan,118,nar_3,1,telling,L1,Bilingual
ch1424or15,kan,118,nar_1,0,telling,L1,Bilingual
ch1424or15,kan,118,nar_2,0,telling,L1,Bilingual
ch1424or15,kan,118,nar_3,0,telling,L1,Bilingual
ch1425or15,kan,110,nar_1,1,telling,L1,Bilingual
ch1425or15,kan,110,nar_2,1,telling,L1,Bilingual
ch1425or15,kan,110,nar_3,1,telling,L1,Bilingual
ch1425or15,kan,110,nar_1,0,telling,L1,Bilingual
ch1425or15,kan,110,nar_2,0,telling,L1,Bilingual
ch1425or15,kan,110,nar_3,0,telling,L1,Bilingual
ch1426or15,eng,112,nar_1,0,telling,L2,Bilingual
ch1426or15,eng,112,nar_2,0,telling,L2,Bilingual
ch1426or15,eng,112,nar_3,1,telling,L2,Bilingual
ch1426or15,eng,112,nar_1,1,telling,L2,Bilingual
ch1426or15,eng,112,nar_2,0,telling,L2,Bilingual
ch1426or15,eng,112,nar_3,1,telling,L2,Bilingual
ch1426or15,kan,112,nar_1,1,telling,L1,Bilingual
ch1426or15,kan,112,nar_2,0,telling,L1,Bilingual
ch1426or15,kan,112,nar_3,1,telling,L1,Bilingual
ch1426or15,kan,112,nar_1,1,telling,L1,Bilingual
ch1426or15,kan,112,nar_2,0,telling,L1,Bilingual
ch1426or15,kan,112,nar_3,1,telling,L1,Bilingual
ch1427or15,eng,107,nar_1,0,telling,L2,Bilingual
ch1427or15,eng,107,nar_2,0,telling,L2,Bilingual
ch1427or15,eng,107,nar_3,0,telling,L2,Bilingual
ch1427or15,eng,107,nar_1,0,telling,L2,Bilingual
ch1427or15,eng,107,nar_2,0,telling,L2,Bilingual
ch1427or15,eng,107,nar_3,0,telling,L2,Bilingual
ch1427or15,kan,107,nar_1,1,telling,L1,Bilingual
ch1427or15,kan,107,nar_2,1,telling,L1,Bilingual
ch1427or15,kan,107,nar_3,0,telling,L1,Bilingual
ch1427or15,kan,107,nar_1,0,telling,L1,Bilingual
ch1427or15,kan,107,nar_2,0,telling,L1,Bilingual
ch1427or15,kan,107,nar_3,0,telling,L1,Bilingual
ch1428or15,kan,113,nar_1,0,telling,L1,Bilingual
ch1428or15,kan,113,nar_2,0,telling,L1,Bilingual
ch1428or15,kan,113,nar_3,1,telling,L1,Bilingual
ch1428or15,kan,113,nar_1,1,telling,L1,Bilingual
ch1428or15,kan,113,nar_2,1,telling,L1,Bilingual
ch1428or15,kan,113,nar_3,1,telling,L1,Bilingual
ch1429or15,eng,109,nar_1,0,telling,L2,Bilingual
ch1429or15,eng,109,nar_2,0,telling,L2,Bilingual
ch1429or15,eng,109,nar_3,0,telling,L2,Bilingual
ch1429or15,eng,109,nar_1,0,telling,L2,Bilingual
ch1429or15,eng,109,nar_2,0,telling,L2,Bilingual
ch1429or15,eng,109,nar_3,0,telling,L2,Bilingual
ch1429or15,kan,109,nar_1,0,telling,L1,Bilingual
ch1429or15,kan,109,nar_2,0,telling,L1,Bilingual
ch1429or15,kan,109,nar_3,0,telling,L1,Bilingual
ch1429or15,kan,109,nar_1,0,telling,L1,Bilingual
ch1429or15,kan,109,nar_2,0,telling,L1,Bilingual
ch1429or15,kan,109,nar_3,0,telling,L1,Bilingual
ch1430or15,kan,113,nar_1,0,telling,L1,Bilingual
ch1430or15,kan,113,nar_2,1,telling,L1,Bilingual
ch1430or15,kan,113,nar_3,1,telling,L1,Bilingual
ch1430or15,kan,113,nar_1,0,telling,L1,Bilingual
ch1430or15,kan,113,nar_2,1,telling,L1,Bilingual
ch1430or15,kan,113,nar_3,1,telling,L1,Bilingual
ch887or16,gon,132,nar_1,0,retelling,L1,Bilingual
ch887or16,gon,132,nar_2,1,retelling,L1,Bilingual
ch887or16,gon,132,nar_3,0,retelling,L1,Bilingual
ch887or16,gon,132,nar_1,1,telling,L1,Bilingual
ch887or16,gon,132,nar_2,0,telling,L1,Bilingual
ch887or16,gon,132,nar_3,0,telling,L1,Bilingual
ch887or16,hin,132,nar_1,0,retelling,L2,Bilingual
ch887or16,hin,132,nar_2,0,retelling,L2,Bilingual
ch887or16,hin,132,nar_3,0,retelling,L2,Bilingual
ch887or16,hin,132,nar_1,0,telling,L2,Bilingual
ch887or16,hin,132,nar_2,0,telling,L2,Bilingual
ch887or16,hin,132,nar_3,0,telling,L2,Bilingual
ch889or16,gon,132,nar_1,0,retelling,L1,Bilingual
ch889or16,gon,132,nar_2,0,retelling,L1,Bilingual
ch889or16,gon,132,nar_3,1,retelling,L1,Bilingual
ch889or16,gon,132,nar_1,1,telling,L1,Bilingual
ch889or16,gon,132,nar_2,0,telling,L1,Bilingual
ch889or16,gon,132,nar_3,1,telling,L1,Bilingual
ch889or16,hin,132,nar_1,0,telling,L2,Bilingual
ch889or16,hin,132,nar_2,0,telling,L2,Bilingual
ch889or16,hin,132,nar_3,0,telling,L2,Bilingual
ch889or16,hin,132,nar_1,0,retelling,L2,Bilingual
ch889or16,hin,132,nar_2,0,retelling,L2,Bilingual
ch889or16,hin,132,nar_3,0,retelling,L2,Bilingual
ch890or16,gon,129,nar_1,1,retelling,L1,Bilingual
ch890or16,gon,129,nar_2,1,retelling,L1,Bilingual
ch890or16,gon,129,nar_3,0,retelling,L1,Bilingual
ch890or16,gon,129,nar_1,0,telling,L1,Bilingual
ch890or16,gon,129,nar_2,0,telling,L1,Bilingual
ch890or16,gon,129,nar_3,0,telling,L1,Bilingual
ch890or16,hin,129,nar_1,0,telling,L2,Bilingual
ch890or16,hin,129,nar_2,0,telling,L2,Bilingual
ch890or16,hin,129,nar_3,0,telling,L2,Bilingual
ch890or16,hin,129,nar_1,0,retelling,L2,Bilingual
ch890or16,hin,129,nar_2,0,retelling,L2,Bilingual
ch890or16,hin,129,nar_3,0,retelling,L2,Bilingual
ch891or16,gon,138,nar_1,1,telling,L1,Bilingual
ch891or16,gon,138,nar_2,1,telling,L1,Bilingual
ch891or16,gon,138,nar_3,1,telling,L1,Bilingual
ch891or16,gon,138,nar_1,1,retelling,L1,Bilingual
ch891or16,gon,138,nar_2,1,retelling,L1,Bilingual
ch891or16,gon,138,nar_3,0,retelling,L1,Bilingual
ch891or16,hin,138,nar_1,0,retelling,L2,Bilingual
ch891or16,hin,138,nar_2,1,retelling,L2,Bilingual
ch891or16,hin,138,nar_3,0,retelling,L2,Bilingual
ch891or16,hin,138,nar_1,0,telling,L2,Bilingual
ch891or16,hin,138,nar_2,0,telling,L2,Bilingual
ch891or16,hin,138,nar_3,0,telling,L2,Bilingual
ch892or16,gon,127,nar_1,0,telling,L1,Bilingual
ch892or16,gon,127,nar_2,0,telling,L1,Bilingual
ch892or16,gon,127,nar_3,0,telling,L1,Bilingual
ch892or16,gon,127,nar_1,1,retelling,L1,Bilingual
ch892or16,gon,127,nar_2,0,retelling,L1,Bilingual
ch892or16,gon,127,nar_3,0,retelling,L1,Bilingual
ch892or16,hin,127,nar_1,0,telling,L2,Bilingual
ch892or16,hin,127,nar_2,0,telling,L2,Bilingual
ch892or16,hin,127,nar_3,0,telling,L2,Bilingual
ch892or16,hin,127,nar_1,0,retelling,L2,Bilingual
ch892or16,hin,127,nar_2,0,retelling,L2,Bilingual
ch892or16,hin,127,nar_3,0,retelling,L2,Bilingual
ch893or16,gon,126,nar_1,1,retelling,L1,Bilingual
ch893or16,gon,126,nar_2,1,retelling,L1,Bilingual
ch893or16,gon,126,nar_3,1,retelling,L1,Bilingual
ch893or16,hin,126,nar_1,1,telling,L2,Bilingual
ch893or16,hin,126,nar_2,1,telling,L2,Bilingual
ch893or16,hin,126,nar_3,0,telling,L2,Bilingual
ch893or16,hin,126,nar_1,0,retelling,L2,Bilingual
ch893or16,hin,126,nar_2,0,retelling,L2,Bilingual
ch893or16,hin,126,nar_3,0,retelling,L2,Bilingual
ch893or16,gon,126,nar_1,0,telling,L1,Bilingual
ch893or16,gon,126,nar_2,0,telling,L1,Bilingual
ch893or16,gon,126,nar_3,0,telling,L1,Bilingual
ch894or16,gon,131,nar_1,1,telling,L1,Bilingual
ch894or16,gon,131,nar_2,1,telling,L1,Bilingual
ch894or16,gon,131,nar_3,1,telling,L1,Bilingual
ch894or16,gon,131,nar_1,0,retelling,L1,Bilingual
ch894or16,gon,131,nar_2,0,retelling,L1,Bilingual
ch894or16,gon,131,nar_3,0,retelling,L1,Bilingual
ch894or16,hin,131,nar_1,0,retelling,L2,Bilingual
ch894or16,hin,131,nar_2,0,retelling,L2,Bilingual
ch894or16,hin,131,nar_3,0,retelling,L2,Bilingual
ch894or16,hin,131,nar_1,0,telling,L2,Bilingual
ch894or16,hin,131,nar_2,0,telling,L2,Bilingual
ch894or16,hin,131,nar_3,0,telling,L2,Bilingual
ch895or16,gon,138,nar_1,0,telling,L1,Bilingual
ch895or16,gon,138,nar_2,1,telling,L1,Bilingual
ch895or16,gon,138,nar_3,0,telling,L1,Bilingual
ch895or16,hin,138,nar_1,0,retelling,L2,Bilingual
ch895or16,hin,138,nar_2,0,retelling,L2,Bilingual
ch895or16,hin,138,nar_3,0,retelling,L2,Bilingual
ch895or16,gon,138,nar_1,0,retelling,L1,Bilingual
ch895or16,gon,138,nar_2,0,retelling,L1,Bilingual
ch895or16,gon,138,nar_3,0,retelling,L1,Bilingual
ch895or16,hin,138,nar_1,0,telling,L2,Bilingual
ch895or16,hin,138,nar_2,0,telling,L2,Bilingual
ch895or16,hin,138,nar_3,0,telling,L2,Bilingual
ch896or16,gon,136,nar_1,1,retelling,L1,Bilingual
ch896or16,gon,136,nar_2,1,retelling,L1,Bilingual
ch896or16,gon,136,nar_3,1,retelling,L1,Bilingual
ch896or16,hin,136,nar_1,1,retelling,L2,Bilingual
ch896or16,hin,136,nar_2,1,retelling,L2,Bilingual
ch896or16,hin,136,nar_3,1,retelling,L2,Bilingual
ch896or16,gon,136,nar_1,1,telling,L1,Bilingual
ch896or16,gon,136,nar_2,0,telling,L1,Bilingual
ch896or16,gon,136,nar_3,1,telling,L1,Bilingual
ch896or16,hin,136,nar_1,0,telling,L2,Bilingual
ch896or16,hin,136,nar_2,0,telling,L2,Bilingual
ch896or16,hin,136,nar_3,0,telling,L2,Bilingual
ch897or16,gon,127,nar_1,1,telling,L1,Bilingual
ch897or16,gon,127,nar_2,0,telling,L1,Bilingual
ch897or16,gon,127,nar_3,1,telling,L1,Bilingual
ch897or16,gon,127,nar_1,0,retelling,L1,Bilingual
ch897or16,gon,127,nar_2,0,retelling,L1,Bilingual
ch897or16,gon,127,nar_3,1,retelling,L1,Bilingual
ch897or16,hin,127,nar_1,0,telling,L2,Bilingual
ch897or16,hin,127,nar_2,0,telling,L2,Bilingual
ch897or16,hin,127,nar_3,1,telling,L2,Bilingual
ch897or16,hin,127,nar_1,0,retelling,L2,Bilingual
ch897or16,hin,127,nar_2,0,retelling,L2,Bilingual
ch897or16,hin,127,nar_3,1,retelling,L2,Bilingual
ch898or16,hin,126,nar_1,0,retelling,L2,Bilingual
ch898or16,hin,126,nar_2,1,retelling,L2,Bilingual
ch898or16,hin,126,nar_3,0,retelling,L2,Bilingual
ch898or16,gon,126,nar_1,0,telling,L1,Bilingual
ch898or16,gon,126,nar_2,0,telling,L1,Bilingual
ch898or16,gon,126,nar_3,0,telling,L1,Bilingual
ch898or16,gon,126,nar_1,0,retelling,L1,Bilingual
ch898or16,gon,126,nar_2,0,retelling,L1,Bilingual
ch898or16,gon,126,nar_3,0,retelling,L1,Bilingual
ch898or16,hin,126,nar_1,0,telling,L2,Bilingual
ch898or16,hin,126,nar_2,0,telling,L2,Bilingual
ch898or16,hin,126,nar_3,0,telling,L2,Bilingual
ch899or16,gon,125,nar_1,1,retelling,L1,Bilingual
ch899or16,gon,125,nar_2,1,retelling,L1,Bilingual
ch899or16,gon,125,nar_3,0,retelling,L1,Bilingual
ch899or16,hin,125,nar_1,1,retelling,L2,Bilingual
ch899or16,hin,125,nar_2,1,retelling,L2,Bilingual
ch899or16,hin,125,nar_3,0,retelling,L2,Bilingual
ch899or16,hin,125,nar_1,0,telling,L2,Bilingual
ch899or16,hin,125,nar_2,0,telling,L2,Bilingual
ch899or16,hin,125,nar_3,1,telling,L2,Bilingual
ch899or16,gon,125,nar_1,0,telling,L1,Bilingual
ch899or16,gon,125,nar_2,0,telling,L1,Bilingual
ch899or16,gon,125,nar_3,0,telling,L1,Bilingual
ch900or16,gon,127,nar_1,0,retelling,L1,Bilingual
ch900or16,gon,127,nar_2,0,retelling,L1,Bilingual
ch900or16,gon,127,nar_3,0,retelling,L1,Bilingual
ch900or16,gon,127,nar_1,0,telling,L1,Bilingual
ch900or16,gon,127,nar_2,0,telling,L1,Bilingual
ch900or16,gon,127,nar_3,0,telling,L1,Bilingual
ch900or16,hin,127,nar_1,0,telling,L2,Bilingual
ch900or16,hin,127,nar_2,0,telling,L2,Bilingual
ch900or16,hin,127,nar_3,0,telling,L2,Bilingual
ch900or16,hin,127,nar_1,0,retelling,L2,Bilingual
ch900or16,hin,127,nar_2,0,retelling,L2,Bilingual
ch900or16,hin,127,nar_3,0,retelling,L2,Bilingual
ch901or16,gon,124,nar_1,0,retelling,L1,Bilingual
ch901or16,gon,124,nar_2,1,retelling,L1,Bilingual
ch901or16,gon,124,nar_3,1,retelling,L1,Bilingual
ch901or16,gon,124,nar_1,1,telling,L1,Bilingual
ch901or16,gon,124,nar_2,1,telling,L1,Bilingual
ch901or16,gon,124,nar_3,0,telling,L1,Bilingual
ch901or16,hin,124,nar_1,0,telling,L2,Bilingual
ch901or16,hin,124,nar_2,0,telling,L2,Bilingual
ch901or16,hin,124,nar_3,0,telling,L2,Bilingual
ch901or16,hin,124,nar_1,0,retelling,L2,Bilingual
ch901or16,hin,124,nar_2,0,retelling,L2,Bilingual
ch901or16,hin,124,nar_3,0,retelling,L2,Bilingual
ch902or16,gon,137,nar_1,1,retelling,L1,Bilingual
ch902or16,gon,137,nar_2,0,retelling,L1,Bilingual
ch902or16,gon,137,nar_3,0,retelling,L1,Bilingual
ch902or16,gon,137,nar_1,0,telling,L1,Bilingual
ch902or16,gon,137,nar_2,0,telling,L1,Bilingual
ch902or16,gon,137,nar_3,0,telling,L1,Bilingual
ch902or16,hin,137,nar_1,0,telling,L2,Bilingual
ch902or16,hin,137,nar_2,0,telling,L2,Bilingual
ch902or16,hin,137,nar_3,0,telling,L2,Bilingual
ch902or16,hin,137,nar_1,0,retelling,L2,Bilingual
ch902or16,hin,137,nar_2,0,retelling,L2,Bilingual
ch902or16,hin,137,nar_3,0,retelling,L2,Bilingual
ch903or16,gon,124,nar_1,1,retelling,L1,Bilingual
ch903or16,gon,124,nar_2,1,retelling,L1,Bilingual
ch903or16,gon,124,nar_3,0,retelling,L1,Bilingual
ch903or16,hin,124,nar_1,1,telling,L2,Bilingual
ch903or16,hin,124,nar_2,1,telling,L2,Bilingual
ch903or16,hin,124,nar_3,1,telling,L2,Bilingual
ch903or16,gon,124,nar_1,1,telling,L1,Bilingual
ch903or16,gon,124,nar_2,0,telling,L1,Bilingual
ch903or16,gon,124,nar_3,0,telling,L1,Bilingual
ch903or16,hin,124,nar_1,0,retelling,L2,Bilingual
ch903or16,hin,124,nar_2,0,retelling,L2,Bilingual
ch903or16,hin,124,nar_3,0,retelling,L2,Bilingual
ch914or16,gon,162,nar_1,1,retelling,L1,Bilingual
ch914or16,gon,162,nar_2,1,retelling,L1,Bilingual
ch914or16,gon,162,nar_3,1,retelling,L1,Bilingual
ch914or16,gon,162,nar_1,1,telling,L1,Bilingual
ch914or16,gon,162,nar_2,1,telling,L1,Bilingual
ch914or16,gon,162,nar_3,0,telling,L1,Bilingual
ch914or16,hin,162,nar_1,0,retelling,L2,Bilingual
ch914or16,hin,162,nar_2,1,retelling,L2,Bilingual
ch914or16,hin,162,nar_3,0,retelling,L2,Bilingual
ch914or16,hin,162,nar_1,0,telling,L2,Bilingual
ch914or16,hin,162,nar_2,0,telling,L2,Bilingual
ch914or16,hin,162,nar_3,0,telling,L2,Bilingual
ch915or16,gon,153,nar_1,0,telling,L1,Bilingual
ch915or16,gon,153,nar_2,0,telling,L1,Bilingual
ch915or16,gon,153,nar_3,1,telling,L1,Bilingual
ch915or16,hin,153,nar_1,1,retelling,L2,Bilingual
ch915or16,hin,153,nar_2,0,retelling,L2,Bilingual
ch915or16,hin,153,nar_3,1,retelling,L2,Bilingual
ch915or16,gon,153,nar_1,1,retelling,L1,Bilingual
ch915or16,gon,153,nar_2,0,retelling,L1,Bilingual
ch915or16,gon,153,nar_3,0,retelling,L1,Bilingual
ch915or16,hin,153,nar_1,0,telling,L2,Bilingual
ch915or16,hin,153,nar_2,1,telling,L2,Bilingual
ch915or16,hin,153,nar_3,0,telling,L2,Bilingual
ch917or16,gon,149,nar_1,1,retelling,L1,Bilingual
ch917or16,gon,149,nar_2,1,retelling,L1,Bilingual
ch917or16,gon,149,nar_3,1,retelling,L1,Bilingual
ch917or16,gon,149,nar_1,1,telling,L1,Bilingual
ch917or16,gon,149,nar_2,0,telling,L1,Bilingual
ch917or16,gon,149,nar_3,0,telling,L1,Bilingual
ch917or16,hin,149,nar_1,0,retelling,L2,Bilingual
ch917or16,hin,149,nar_2,1,retelling,L2,Bilingual
ch917or16,hin,149,nar_3,1,retelling,L2,Bilingual
ch917or16,hin,149,nar_1,0,telling,L2,Bilingual
ch917or16,hin,149,nar_2,0,telling,L2,Bilingual
ch917or16,hin,149,nar_3,1,telling,L2,Bilingual
ch918or16,hin,146,nar_1,0,retelling,L2,Bilingual
