child,testlanguage,age,narrative,complete,mode,test_lang_status,ling
ch1043or24,dan,92,nar_3,0,telling,L1,Monolingual
ch1044or24,dan,88,nar_1,1,telling,L1,Monolingual
ch1044or24,dan,88,nar_2,0,telling,L1,Monolingual
ch1044or24,dan,88,nar_3,0,telling,L1,Monolingual
ch1045or24,dan,94,nar_1,0,telling,L1,Monolingual
ch1045or24,dan,94,nar_2,1,telling,L1,Monolingual
ch1045or24,dan,94,nar_3,0,telling,L1,Monolingual
ch1046or24,dan,85,nar_1,0,telling,L1,Monolingual
ch1046or24,dan,85,nar_2,0,telling,L1,Monolingual
ch1046or24,dan,85,nar_3,1,telling,L1,Monolingual
ch1048or24,dan,102,nar_1,0,telling,L1,Monolingual
ch1048or24,dan,102,nar_2,0,telling,L1,Monolingual
ch1048or24,dan,102,nar_3,0,telling,L1,Monolingual
ch1049or24,dan,97,nar_1,1,telling,L1,Monolingual
ch1049or24,dan,97,nar_2,1,telling,L1,Monolingual
ch1049or24,dan,97,nar_3,1,telling,L1,Monolingual
ch1050or24,dan,99,nar_1,0,telling,L1,Monolingual
ch1050or24,dan,99,nar_2,0,telling,L1,Monolingual
ch1050or24,dan,99,nar_3,0,telling,L1,Monolingual
ch1051or24,dan,106,nar_1,1,telling,L1,Monolingual
ch1051or24,dan,106,nar_2,0,telling,L1,Monolingual
ch1051or24,dan,106,nar_3,0,telling,L1,Monolingual
ch1052or24,dan,80,nar_1,0,telling,L1,Monolingual
ch1052or24,dan,80,nar_2,0,telling,L1,Monolingual
ch1052or24,dan,80,nar_3,1,telling,L1,Monolingual
ch1053or24,dan,85,nar_1,1,telling,L1,Monolingual
ch1053or24,dan,85,nar_2,0,telling,L1,Monolingual
ch1053or24,dan,85,nar_3,0,telling,L1,Monolingual
ch1054or24,dan,85,nar_1,1,telling,L1,Monolingual
ch1054or24,dan,85,nar_2,0,telling,L1,Monolingual
ch1054or24,dan,85,nar_3,0,telling,L1,Monolingual
ch1055or24,dan,84,nar_1,1,telling,L1,Monolingual
ch1055or24,dan,84,nar_2,1,telling,L1,Monolingual
ch1055or24,dan,84,nar_3,0,telling,L1,Monolingual
ch1056or24,dan,90,nar_1,0,telling,L1,Monolingual
ch1056or24,dan,90,nar_2,0,telling,L1,Monolingual
ch1056or24,dan,90,nar_3,0,telling,L1,Monolingual
ch1057or24,dan,94,nar_1,0,telling,L1,Monolingual
ch1057or24,dan,94,nar_2,0,telling,L1,Monolingual
ch1057or24,dan,94,nar_3,0,telling,L1,Monolingual
ch1059or24,dan,87,nar_1,0,telling,L1,Monolingual
ch1059or24,dan,87,nar_2,1,telling,L1,Monolingual
ch1059or24,dan,87,nar_3,0,telling,L1,Monolingual
ch1060or24,dan,83,nar_1,1,telling,L1,Monolingual
ch1060or24,dan,83,nar_2,0,telling,L1,Monolingual
ch1060or24,dan,83,nar_3,0,telling,L1,Monolingual
ch1061or24,dan,90,nar_1,0,telling,L1,Monolingual
ch1061or24,dan,90,nar_2,0,telling,L1,Monolingual
ch1061or24,dan,90,nar_3,1,telling,L1,Monolingual
ch1062or24,dan,75,nar_1,0,telling,L1,Monolingual
ch1062or24,dan,75,nar_2,0,telling,L1,Monolingual
ch1062or24,dan,75,nar_3,1,telling,L1,Monolingual
ch1063or24,dan,79,nar_1,0,telling,L1,Monolingual
ch1063or24,dan,79,nar_2,0,telling,L1,Monolingual
ch1063or24,dan,79,nar_3,0,telling,L1,Monolingual
ch1064or24,dan,75,nar_1,1,telling,L1,Monolingual
ch1064or24,dan,75,nar_2,0,telling,L1,Monolingual
ch1064or24,dan,75,nar_3,0,telling,L1,Monolingual
ch1065or24,dan,80,nar_1,1,telling,L1,Monolingual
ch1065or24,dan,80,nar_2,0,telling,L1,Monolingual
ch1065or24,dan,80,nar_3,0,telling,L1,Monolingual
ch1066or24,dan,79,nar_1,0,telling,L1,Monolingual
ch1066or24,dan,79,nar_2,0,telling,L1,Monolingual
ch1066or24,dan,79,nar_3,0,telling,L1,Monolingual
ch1067or24,dan,75,nar_1,0,telling,L1,Monolingual
ch1067or24,dan,75,nar_2,0,telling,L1,Monolingual
ch1067or24,dan,75,nar_3,0,telling,L1,Monolingual
ch1068or24,dan,73,nar_1,0,telling,L1,Monolingual
ch1068or24,dan,73,nar_2,0,telling,L1,Monolingual
ch1068or24,dan,73,nar_3,0,telling,L1,Monolingual
ch1070or24,dan,82,nar_1,1,telling,L1,Monolingual
ch1070or24,dan,82,nar_2,0,telling,L1,Monolingual
ch1070or24,dan,82,nar_3,1,telling,L1,Monolingual
ch1071or24,dan,79,nar_1,0,telling,L1,Monolingual
ch1071or24,dan,79,nar_2,1,telling,L1,Monolingual
ch1071or24,dan,79,nar_3,0,telling,L1,Monolingual
ch1072or24,dan,83,nar_1,1,telling,L1,Monolingual
ch1072or24,dan,83,nar_2,1,telling,L1,Monolingual
ch1072or24,dan,83,nar_3,0,telling,L1,Monolingual
ch1073or24,dan,78,nar_1,1,telling,L1,Monolingual
ch1073or24,dan,78,nar_2,1,telling,L1,Monolingual
ch1073or24,dan,78,nar_3,0,telling,L1,Monolingual
ch1074or24,dan,79,nar_1,1,telling,L1,Monolingual
ch1074or24,dan,79,nar_2,0,telling,L1,Monolingual
ch1074or24,dan,79,nar_3,0,telling,L1,Monolingual
ch1075or24,dan,78,nar_1,0,telling,L1,Monolingual
ch1075or24,dan,78,nar_2,0,telling,L1,Monolingual
ch1075or24,dan,78,nar_3,0,telling,L1,Monolingual
ch1076or24,dan,75,nar_1,0,telling,L1,Monolingual
ch1076or24,dan,75,nar_2,0,telling,L1,Monolingual
ch1076or24,dan,75,nar_3,0,telling,L1,Monolingual
ch1077or24,dan,77,nar_1,0,telling,L1,Monolingual
ch1077or24,dan,77,nar_2,0,telling,L1,Monolingual
ch1077or24,dan,77,nar_3,1,telling,L1,Monolingual
ch1078or24,dan,94,nar_1,1,telling,L1,Monolingual
ch1078or24,dan,94,nar_2,1,telling,L1,Monolingual
ch1078or24,dan,94,nar_3,1,telling,L1,Monolingual
ch1079or24,dan,92,nar_1,1,telling,L1,Monolingual
ch1079or24,dan,92,nar_2,0,telling,L1,Monolingual
ch1079or24,dan,92,nar_3,0,telling,L1,Monolingual
ch1081or24,dan,93,nar_1,1,telling,L1,Monolingual
ch1081or24,dan,93,nar_2,0,telling,L1,Monolingual
ch1081or24,dan,93,nar_3,1,telling,L1,Monolingual
ch1082or24,dan,93,nar_1,1,telling,L1,Monolingual
ch1082or24,dan,93,nar_2,0,telling,L1,Monolingual
ch1082or24,dan,93,nar_3,1,telling,L1,Monolingual
ch1083or24,dan,89,nar_1,1,telling,L1,Monolingual
ch1083or24,dan,89,nar_2,1,telling,L1,Monolingual
ch1083or24,dan,89,nar_3,0,telling,L1,Monolingual
ch1084or24,dan,95,nar_1,0,telling,L1,Monolingual
ch1084or24,dan,95,nar_2,0,telling,L1,Monolingual
ch1084or24,dan,95,nar_3,1,telling,L1,Monolingual
ch1085or24,dan,88,nar_1,0,telling,L1,Monolingual
ch1085or24,dan,88,nar_2,0,telling,L1,Monolingual
ch1085or24,dan,88,nar_3,0,telling,L1,Monolingual
ch1086or24,dan,89,nar_1,0,telling,L1,Monolingual
ch1086or24,dan,89,nar_2,0,telling,L1,Monolingual
ch1086or24,dan,89,nar_3,0,telling,L1,Monolingual
ch1087or24,dan,89,nar_1,1,telling,L1,Monolingual
ch1087or24,dan,89,nar_2,1,telling,L1,Monolingual
ch1087or24,dan,89,nar_3,0,telling,L1,Monolingual
ch1088or24,dan,96,nar_1,0,telling,L1,Monolingual
ch1088or24,dan,96,nar_2,0,telling,L1,Monolingual
ch1088or24,dan,96,nar_3,0,telling,L1,Monolingual
ch1089or24,dan,107,nar_1,1,telling,L1,Monolingual
ch1089or24,dan,107,nar_2,0,telling,L1,Monolingual
ch1089or24,dan,107,nar_3,1,telling,L1,Monolingual
ch1090or24,dan,98,nar_1,1,telling,L1,Monolingual
ch1090or24,dan,98,nar_2,0,telling,L1,Monolingual
ch1090or24,dan,98,nar_3,1,telling,L1,Monolingual
ch1092or24,dan,106,nar_1,1,telling,L1,Monolingual
ch1092or24,dan,106,nar_2,0,telling,L1,Monolingual
ch1092or24,dan,106,nar_3,0,telling,L1,Monolingual
ch1093or24,dan,107,nar_1,0,telling,L1,Monolingual
ch1093or24,dan,107,nar_2,0,telling,L1,Monolingual
ch1093or24,dan,107,nar_3,0,telling,L1,Monolingual
ch1094or24,dan,88,nar_1,1,telling,L1,Monolingual
ch1094or24,dan,88,nar_2,0,telling,L1,Monolingual
ch1094or24,dan,88,nar_3,0,telling,L1,Monolingual
ch1025or24,dan,75,nar_1,1,retelling,L1,Monolingual
ch1025or24,dan,75,nar_2,1,retelling,L1,Monolingual
ch1025or24,dan,75,nar_3,1,retelling,L1,Monolingual
ch1036or24,dan,77,nar_1,1,retelling,L1,Monolingual
ch1036or24,dan,77,nar_2,1,retelling,L1,Monolingual
ch1036or24,dan,77,nar_3,1,retelling,L1,Monolingual
ch1047or24,dan,73,nar_1,0,retelling,L1,Monolingual
ch1047or24,dan,73,nar_2,0,retelling,L1,Monolingual
ch1047or24,dan,73,nar_3,0,retelling,L1,Monolingual
ch1058or24,dan,74,nar_1,1,retelling,L1,Monolingual
ch1058or24,dan,74,nar_2,0,retelling,L1,Monolingual
ch1058or24,dan,74,nar_3,1,retelling,L1,Monolingual
ch1069or24,dan,76,nar_1,0,retelling,L1,Monolingual
ch1069or24,dan,76,nar_2,0,retelling,L1,Monolingual
ch1069or24,dan,76,nar_3,0,retelling,L1,Monolingual
ch1080or24,dan,79,nar_1,0,retelling,L1,Monolingual
ch1080or24,dan,79,nar_2,0,retelling,L1,Monolingual
ch1080or24,dan,79,nar_3,0,retelling,L1,Monolingual
ch1091or24,dan,80,nar_1,0,retelling,L1,Monolingual
ch1091or24,dan,80,nar_2,1,retelling,L1,Monolingual
ch1091or24,dan,80,nar_3,0,retelling,L1,Monolingual
ch1095or24,dan,76,nar_1,0,retelling,L1,Monolingual
ch1095or24,dan,76,nar_2,0,retelling,L1,Monolingual
ch1095or24,dan,76,nar_3,0,retelling,L1,Monolingual
ch1096or24,dan,74,nar_1,1,retelling,L1,Monolingual
ch1096or24,dan,74,nar_2,0,retelling,L1,Monolingual
ch1096or24,dan,74,nar_3,0,retelling,L1,Monolingual
ch1026or24,dan,74,nar_1,1,retelling,L1,Monolingual
ch1026or24,dan,74,nar_2,1,retelling,L1,Monolingual
ch1026or24,dan,74,nar_3,0,retelling,L1,Monolingual
ch1027or24,dan,76,nar_1,0,retelling,L1,Monolingual
ch1027or24,dan,76,nar_2,0,retelling,L1,Monolingual
ch1027or24,dan,76,nar_3,1,retelling,L1,Monolingual
ch1028or24,dan,79,nar_1,0,retelling,L1,Monolingual
ch1028or24,dan,79,nar_2,0,retelling,L1,Monolingual
ch1028or24,dan,79,nar_3,1,retelling,L1,Monolingual
ch1029or24,dan,78,nar_1,1,retelling,L1,Monolingual
ch1029or24,dan,78,nar_2,0,retelling,L1,Monolingual
ch1029or24,dan,78,nar_3,0,retelling,L1,Monolingual
ch1030or24,dan,76,nar_1,0,retelling,L1,Monolingual
ch1030or24,dan,76,nar_2,1,retelling,L1,Monolingual
ch1030or24,dan,76,nar_3,1,retelling,L1,Monolingual
ch1031or24,dan,76,nar_1,0,retelling,L1,Monolingual
ch1031or24,dan,76,nar_2,0,retelling,L1,Monolingual
ch1031or24,dan,76,nar_3,0,retelling,L1,Monolingual
ch1032or24,dan,75,nar_1,1,retelling,L1,Monolingual
ch1032or24,dan,75,nar_2,0,retelling,L1,Monolingual
ch1032or24,dan,75,nar_3,0,retelling,L1,Monolingual
ch1033or24,dan,76,nar_1,0,retelling,L1,Monolingual
ch1033or24,dan,76,nar_2,1,retelling,L1,Monolingual
ch1033or24,dan,76,nar_3,0,retelling,L1,Monolingual
ch1034or24,dan,81,nar_1,0,retelling,L1,Monolingual
ch1034or24,dan,81,nar_2,0,retelling,L1,Monolingual
ch1034or24,dan,81,nar_3,1,retelling,L1,Monolingual
ch1035or24,dan,88,nar_1,0,retelling,L1,Monolingual
ch1035or24,dan,88,nar_2,0,retelling,L1,Monolingual
ch1035or24,dan,88,nar_3,0,retelling,L1,Monolingual
ch1037or24,dan,93,nar_1,0,retelling,L1,Monolingual
ch1037or24,dan,93,nar_2,0,retelling,L1,Monolingual
ch1037or24,dan,93,nar_3,0,retelling,L1,Monolingual
ch1038or24,dan,90,nar_1,1,retelling,L1,Monolingual
ch1038or24,dan,90,nar_2,0,retelling,L1,Monolingual
ch1038or24,dan,90,nar_3,0,retelling,L1,Monolingual
ch1039or24,dan,94,nar_1,0,retelling,L1,Monolingual
ch1039or24,dan,94,nar_2,0,retelling,L1,Monolingual
ch1039or24,dan,94,nar_3,1,retelling,L1,Monolingual
ch1040or24,dan,88,nar_1,1,retelling,L1,Monolingual
ch1040or24,dan,88,nar_2,0,retelling,L1,Monolingual
ch1040or24,dan,88,nar_3,0,retelling,L1,Monolingual
ch1041or24,dan,94,nar_1,1,retelling,L1,Monolingual
ch1041or24,dan,94,nar_2,0,retelling,L1,Monolingual
ch1041or24,dan,94,nar_3,1,retelling,L1,Monolingual
ch1042or24,dan,83,nar_1,0,retelling,L1,Monolingual
ch1042or24,dan,83,nar_2,0,retelling,L1,Monolingual
ch1042or24,dan,83,nar_3,0,retelling,L1,Monolingual
ch1043or24,dan,92,nar_1,0,retelling,L1,Monolingual
ch1043or24,dan,92,nar_2,0,retelling,L1,Monolingual
ch1043or24,dan,92,nar_3,1,retelling,L1,Monolingual
ch1044or24,dan,88,nar_1,1,retelling,L1,Monolingual
ch1044or24,dan,88,nar_2,0,retelling,L1,Monolingual
ch1044or24,dan,88,nar_3,0,retelling,L1,Monolingual
ch1045or24,dan,94,nar_1,1,retelling,L1,Monolingual
ch1045or24,dan,94,nar_2,1,retelling,L1,Monolingual
ch1045or24,dan,94,nar_3,0,retelling,L1,Monolingual
ch1046or24,dan,85,nar_1,0,retelling,L1,Monolingual
ch1046or24,dan,85,nar_2,0,retelling,L1,Monolingual
ch1046or24,dan,85,nar_3,1,retelling,L1,Monolingual
ch1048or24,dan,102,nar_1,0,retelling,L1,Monolingual
ch1048or24,dan,102,nar_2,0,retelling,L1,Monolingual
ch1048or24,dan,102,nar_3,1,retelling,L1,Monolingual
ch1049or24,dan,97,nar_1,1,retelling,L1,Monolingual
ch1049or24,dan,97,nar_2,1,retelling,L1,Monolingual
ch1049or24,dan,97,nar_3,1,retelling,L1,Monolingual
ch1050or24,dan,99,nar_1,0,retelling,L1,Monolingual
ch1050or24,dan,99,nar_2,1,retelling,L1,Monolingual
ch1050or24,dan,99,nar_3,0,retelling,L1,Monolingual
ch1051or24,dan,106,nar_1,1,retelling,L1,Monolingual
ch1051or24,dan,106,nar_2,0,retelling,L1,Monolingual
ch1051or24,dan,106,nar_3,0,retelling,L1,Monolingual
ch1052or24,dan,80,nar_1,0,retelling,L1,Monolingual
ch1052or24,dan,80,nar_2,0,retelling,L1,Monolingual
ch1052or24,dan,80,nar_3,0,retelling,L1,Monolingual
ch1053or24,dan,85,nar_1,1,retelling,L1,Monolingual
ch1053or24,dan,85,nar_2,0,retelling,L1,Monolingual
ch1053or24,dan,85,nar_3,0,retelling,L1,Monolingual
ch1054or24,dan,85,nar_1,1,retelling,L1,Monolingual
ch1054or24,dan,85,nar_2,0,retelling,L1,Monolingual
ch1054or24,dan,85,nar_3,0,retelling,L1,Monolingual
ch1055or24,dan,84,nar_1,1,retelling,L1,Monolingual
ch1055or24,dan,84,nar_2,1,retelling,L1,Monolingual
ch1055or24,dan,84,nar_3,0,retelling,L1,Monolingual
ch1056or24,dan,90,nar_1,0,retelling,L1,Monolingual
ch1056or24,dan,90,nar_2,1,retelling,L1,Monolingual
ch1056or24,dan,90,nar_3,0,retelling,L1,Monolingual
ch1057or24,dan,94,nar_1,0,retelling,L1,Monolingual
ch1057or24,dan,94,nar_2,0,retelling,L1,Monolingual
ch1057or24,dan,94,nar_3,0,retelling,L1,Monolingual
ch1059or24,dan,87,nar_1,1,retelling,L1,Monolingual
ch1059or24,dan,87,nar_2,1,retelling,L1,Monolingual
ch1059or24,dan,87,nar_3,0,retelling,L1,Monolingual
ch1060or24,dan,83,nar_1,1,retelling,L1,Monolingual
ch1060or24,dan,83,nar_2,0,retelling,L1,Monolingual
ch1060or24,dan,83,nar_3,0,retelling,L1,Monolingual
ch1061or24,dan,90,nar_1,1,retelling,L1,Monolingual
ch1061or24,dan,90,nar_2,0,retelling,L1,Monolingual
ch1061or24,dan,90,nar_3,0,retelling,L1,Monolingual
ch1062or24,dan,75,nar_1,0,retelling,L1,Monolingual
ch1062or24,dan,75,nar_2,0,retelling,L1,Monolingual
ch1062or24,dan,75,nar_3,1,retelling,L1,Monolingual
ch1063or24,dan,79,nar_1,0,retelling,L1,Monolingual
ch1063or24,dan,79,nar_2,0,retelling,L1,Monolingual
ch1063or24,dan,79,nar_3,0,retelling,L1,Monolingual
ch1064or24,dan,75,nar_1,1,retelling,L1,Monolingual
ch1064or24,dan,75,nar_2,0,retelling,L1,Monolingual
ch1064or24,dan,75,nar_3,0,retelling,L1,Monolingual
ch1065or24,dan,80,nar_1,0,retelling,L1,Monolingual
ch1065or24,dan,80,nar_2,0,retelling,L1,Monolingual
ch1065or24,dan,80,nar_3,0,retelling,L1,Monolingual
ch1066or24,dan,79,nar_1,0,retelling,L1,Monolingual
ch1066or24,dan,79,nar_2,0,retelling,L1,Monolingual
ch1066or24,dan,79,nar_3,0,retelling,L1,Monolingual
ch1067or24,dan,75,nar_1,1,retelling,L1,Monolingual
ch1067or24,dan,75,nar_2,1,retelling,L1,Monolingual
ch1067or24,dan,75,nar_3,0,retelling,L1,Monolingual
ch1068or24,dan,73,nar_1,0,retelling,L1,Monolingual
ch1068or24,dan,73,nar_2,0,retelling,L1,Monolingual
ch1068or24,dan,73,nar_3,0,retelling,L1,Monolingual
ch1070or24,dan,82,nar_1,0,retelling,L1,Monolingual
ch1070or24,dan,82,nar_2,0,retelling,L1,Monolingual
ch1070or24,dan,82,nar_3,0,retelling,L1,Monolingual
ch1071or24,dan,79,nar_1,0,retelling,L1,Monolingual
ch1071or24,dan,79,nar_2,1,retelling,L1,Monolingual
ch1071or24,dan,79,nar_3,0,retelling,L1,Monolingual
ch1072or24,dan,83,nar_1,1,retelling,L1,Monolingual
ch1072or24,dan,83,nar_2,0,retelling,L1,Monolingual
ch1072or24,dan,83,nar_3,1,retelling,L1,Monolingual
ch1073or24,dan,78,nar_1,1,retelling,L1,Monolingual
ch1073or24,dan,78,nar_2,1,retelling,L1,Monolingual
ch1073or24,dan,78,nar_3,0,retelling,L1,Monolingual
ch1074or24,dan,79,nar_1,1,retelling,L1,Monolingual
ch1074or24,dan,79,nar_2,0,retelling,L1,Monolingual
ch1074or24,dan,79,nar_3,0,retelling,L1,Monolingual
ch1075or24,dan,78,nar_1,0,retelling,L1,Monolingual
ch1075or24,dan,78,nar_2,0,retelling,L1,Monolingual
ch1075or24,dan,78,nar_3,0,retelling,L1,Monolingual
ch1076or24,dan,75,nar_1,1,retelling,L1,Monolingual
ch1076or24,dan,75,nar_2,1,retelling,L1,Monolingual
ch1076or24,dan,75,nar_3,0,retelling,L1,Monolingual
ch1077or24,dan,77,nar_1,0,retelling,L1,Monolingual
ch1077or24,dan,77,nar_2,0,retelling,L1,Monolingual
ch1077or24,dan,77,nar_3,1,retelling,L1,Monolingual
ch1078or24,dan,94,nar_1,0,retelling,L1,Monolingual
ch1078or24,dan,94,nar_2,1,retelling,L1,Monolingual
ch1078or24,dan,94,nar_3,1,retelling,L1,Monolingual
ch1079or24,dan,92,nar_1,1,retelling,L1,Monolingual
ch1079or24,dan,92,nar_2,0,retelling,L1,Monolingual
ch1079or24,dan,92,nar_3,0,retelling,L1,Monolingual
ch1081or24,dan,93,nar_1,1,retelling,L1,Monolingual
ch1081or24,dan,93,nar_2,0,retelling,L1,Monolingual
ch1081or24,dan,93,nar_3,0,retelling,L1,Monolingual
ch1082or24,dan,93,nar_1,1,retelling,L1,Monolingual
ch1082or24,dan,93,nar_2,0,retelling,L1,Monolingual
ch1082or24,dan,93,nar_3,1,retelling,L1,Monolingual
ch1083or24,dan,89,nar_1,1,retelling,L1,Monolingual
ch1083or24,dan,89,nar_2,1,retelling,L1,Monolingual
ch1083or24,dan,89,nar_3,0,retelling,L1,Monolingual
ch1084or24,dan,95,nar_1,0,retelling,L1,Monolingual
ch1084or24,dan,95,nar_2,0,retelling,L1,Monolingual
ch1084or24,dan,95,nar_3,1,retelling,L1,Monolingual
ch1085or24,dan,88,nar_1,1,retelling,L1,Monolingual
ch1085or24,dan,88,nar_2,0,retelling,L1,Monolingual
ch1085or24,dan,88,nar_3,0,retelling,L1,Monolingual
ch1086or24,dan,89,nar_1,0,retelling,L1,Monolingual
ch1086or24,dan,89,nar_2,0,retelling,L1,Monolingual
ch1086or24,dan,89,nar_3,0,retelling,L1,Monolingual
ch1087or24,dan,89,nar_1,1,retelling,L1,Monolingual
ch1087or24,dan,89,nar_2,0,retelling,L1,Monolingual
ch1087or24,dan,89,nar_3,1,retelling,L1,Monolingual
ch1088or24,dan,96,nar_1,0,retelling,L1,Monolingual
ch1088or24,dan,96,nar_2,0,retelling,L1,Monolingual
ch1088or24,dan,96,nar_3,0,retelling,L1,Monolingual
ch1089or24,dan,107,nar_1,1,retelling,L1,Monolingual
ch1089or24,dan,107,nar_2,0,retelling,L1,Monolingual
ch1089or24,dan,107,nar_3,0,retelling,L1,Monolingual
ch1090or24,dan,98,nar_1,1,retelling,L1,Monolingual
ch1090or24,dan,98,nar_2,0,retelling,L1,Monolingual
ch1090or24,dan,98,nar_3,1,retelling,L1,Monolingual
ch1092or24,dan,106,nar_1,1,retelling,L1,Monolingual
ch1092or24,dan,106,nar_2,1,retelling,L1,Monolingual
ch1092or24,dan,106,nar_3,0,retelling,L1,Monolingual
ch1093or24,dan,107,nar_1,0,retelling,L1,Monolingual
ch1093or24,dan,107,nar_2,0,retelling,L1,Monolingual
ch1093or24,dan,107,nar_3,0,retelling,L1,Monolingual
ch1094or24,dan,88,nar_1,1,retelling,L1,Monolingual
ch1094or24,dan,88,nar_2,1,retelling,L1,Monolingual
ch1094or24,dan,88,nar_3,1,retelling,L1,Monolingual
ch853or31,rus,72,nar_1,1,telling,L1,Monolingual
ch853or31,rus,72,nar_2,1,telling,L1,Monolingual
ch853or31,rus,72,nar_3,0,telling,L1,Monolingual
ch853or31,rus,72,nar_1,0,telling,L1,Monolingual
ch853or31,rus,72,nar_2,0,telling,L1,Monolingual
ch853or31,rus,72,nar_3,1,telling,L1,Monolingual
ch853or31,rus,72,nar_1,1,telling,L1,Monolingual
ch853or31,rus,72,nar_2,0,telling,L1,Monolingual
ch853or31,rus,72,nar_3,1,telling,L1,Monolingual
ch864or31,rus,69,nar_1,0,telling,L1,Monolingual
ch864or31,rus,69,nar_2,0,telling,L1,Monolingual
ch864or31,rus,69,nar_3,0,telling,L1,Monolingual
ch864or31,rus,69,nar_1,0,telling,L1,Monolingual
ch864or31,rus,69,nar_2,0,telling,L1,Monolingual
ch864or31,rus,69,nar_3,0,telling,L1,Monolingual
ch864or31,rus,69,nar_1,1,telling,L1,Monolingual
ch864or31,rus,69,nar_2,0,telling,L1,Monolingual
ch864or31,rus,69,nar_3,0,telling,L1,Monolingual
ch874or31,rus,67,nar_1,0,telling,L1,Monolingual
ch874or31,rus,67,nar_2,1,telling,L1,Monolingual
ch874or31,rus,67,nar_3,1,telling,L1,Monolingual
ch874or31,rus,67,nar_1,0,telling,L1,Monolingual
ch874or31,rus,67,nar_2,1,telling,L1,Monolingual
ch874or31,rus,67,nar_3,0,telling,L1,Monolingual
ch874or31,rus,67,nar_1,0,telling,L1,Monolingual
ch874or31,rus,67,nar_2,0,telling,L1,Monolingual
ch874or31,rus,67,nar_3,0,telling,L1,Monolingual
ch881or31,rus,65,nar_1,0,telling,L1,Monolingual
ch881or31,rus,65,nar_2,1,telling,L1,Monolingual
ch881or31,rus,65,nar_3,0,telling,L1,Monolingual
ch881or31,rus,65,nar_1,0,telling,L1,Monolingual
ch881or31,rus,65,nar_2,0,telling,L1,Monolingual
ch881or31,rus,65,nar_3,0,telling,L1,Monolingual
ch881or31,rus,65,nar_1,1,telling,L1,Monolingual
ch881or31,rus,65,nar_2,0,telling,L1,Monolingual
ch881or31,rus,65,nar_3,0,telling,L1,Monolingual
ch882or31,rus,71,nar_1,0,telling,L1,Monolingual
ch882or31,rus,71,nar_2,0,telling,L1,Monolingual
ch882or31,rus,71,nar_3,1,telling,L1,Monolingual
ch882or31,rus,71,nar_1,1,telling,L1,Monolingual
ch882or31,rus,71,nar_2,0,telling,L1,Monolingual
ch882or31,rus,71,nar_3,0,telling,L1,Monolingual
ch882or31,rus,71,nar_1,0,telling,L1,Monolingual
ch882or31,rus,71,nar_2,0,telling,L1,Monolingual
ch882or31,rus,71,nar_3,1,telling,L1,Monolingual
ch883or31,rus,80,nar_1,0,telling,L1,Monolingual
ch883or31,rus,80,nar_2,0,telling,L1,Monolingual
ch883or31,rus,80,nar_3,1,telling,L1,Monolingual
ch883or31,rus,80,nar_1,0,telling,L1,Monolingual
ch883or31,rus,80,nar_2,1,telling,L1,Monolingual
ch883or31,rus,80,nar_3,0,telling,L1,Monolingual
ch883or31,rus,80,nar_1,0,telling,L1,Monolingual
ch883or31,rus,80,nar_2,0,telling,L1,Monolingual
ch883or31,rus,80,nar_3,0,telling,L1,Monolingual
ch884or31,rus,75,nar_1,0,telling,L1,Monolingual
ch884or31,rus,75,nar_2,0,telling,L1,Monolingual
ch884or31,rus,75,nar_3,1,telling,L1,Monolingual
ch884or31,rus,75,nar_1,0,telling,L1,Monolingual
ch884or31,rus,75,nar_2,0,telling,L1,Monolingual
ch884or31,rus,75,nar_3,0,telling,L1,Monolingual
ch884or31,rus,75,nar_1,0,telling,L1,Monolingual
ch884or31,rus,75,nar_2,0,telling,L1,Monolingual
ch884or31,rus,75,nar_3,0,telling,L1,Monolingual
ch885or31,rus,73,nar_1,1,telling,L1,Monolingual
ch885or31,rus,73,nar_2,1,telling,L1,Monolingual
ch885or31,rus,73,nar_3,1,telling,L1,Monolingual
ch885or31,rus,73,nar_1,0,telling,L1,Monolingual
ch885or31,rus,73,nar_2,0,telling,L1,Monolingual
ch885or31,rus,73,nar_3,1,telling,L1,Monolingual
ch885or31,rus,73,nar_1,1,telling,L1,Monolingual
ch885or31,rus,73,nar_2,0,telling,L1,Monolingual
ch885or31,rus,73,nar_3,1,telling,L1,Monolingual
ch886or31,rus,78,nar_1,0,telling,L1,Monolingual
ch886or31,rus,78,nar_2,0,telling,L1,Monolingual
ch886or31,rus,78,nar_3,1,telling,L1,Monolingual
ch886or31,rus,78,nar_1,0,telling,L1,Monolingual
ch886or31,rus,78,nar_2,1,telling,L1,Monolingual
ch886or31,rus,78,nar_3,0,telling,L1,Monolingual
ch886or31,rus,78,nar_1,1,telling,L1,Monolingual
ch886or31,rus,78,nar_2,1,telling,L1,Monolingual
ch886or31,rus,78,nar_3,0,telling,L1,Monolingual
ch854or31,rus,75,nar_1,0,telling,L1,Monolingual
ch854or31,rus,75,nar_2,0,telling,L1,Monolingual
ch854or31,rus,75,nar_3,0,telling,L1,Monolingual
ch854or31,rus,75,nar_1,0,telling,L1,Monolingual
ch854or31,rus,75,nar_2,0,telling,L1,Monolingual
ch854or31,rus,75,nar_3,0,telling,L1,Monolingual
ch854or31,rus,75,nar_1,0,telling,L1,Monolingual
ch854or31,rus,75,nar_2,0,telling,L1,Monolingual
ch854or31,rus,75,nar_3,0,telling,L1,Monolingual
ch855or31,rus,73,nar_1,0,telling,L1,Monolingual
