child,testlanguage,age,narrative,complete,mode,test_lang_status,ling
ch2657or14,yue,80,nar_1,0,telling,L2,Bilingual
ch2657or14,yue,80,nar_2,0,telling,L2,Bilingual
ch2657or14,yue,80,nar_3,0,telling,L2,Bilingual
ch2657or14,yue,80,nar_1,0,telling,L2,Bilingual
ch2657or14,yue,80,nar_2,0,telling,L2,Bilingual
ch2657or14,yue,80,nar_3,0,telling,L2,Bilingual
ch2658or14,urd,85,nar_1,1,retelling,L1,Bilingual
ch2658or14,urd,85,nar_2,1,retelling,L1,Bilingual
ch2658or14,urd,85,nar_3,0,retelling,L1,Bilingual
ch2658or14,urd,85,nar_1,1,retelling,L1,Bilingual
ch2658or14,urd,85,nar_2,1,retelling,L1,Bilingual
ch2658or14,urd,85,nar_3,0,retelling,L1,Bilingual
ch2658or14,urd,85,nar_1,0,telling,L1,Bilingual
ch2658or14,urd,85,nar_2,0,telling,L1,Bilingual
ch2658or14,urd,85,nar_3,0,telling,L1,Bilingual
ch2658or14,urd,85,nar_1,0,telling,L1,Bilingual
ch2658or14,urd,85,nar_2,1,telling,L1,Bilingual
ch2658or14,urd,85,nar_3,0,telling,L1,Bilingual
ch2658or14,yue,85,nar_1,0,retelling,L2,Bilingual
ch2658or14,yue,85,nar_2,0,retelling,L2,Bilingual
ch2658or14,yue,85,nar_3,0,retelling,L2,Bilingual
ch2658or14,yue,85,nar_1,0,retelling,L2,Bilingual
ch2658or14,yue,85,nar_2,0,retelling,L2,Bilingual
ch2658or14,yue,85,nar_3,0,retelling,L2,Bilingual
ch2658or14,yue,85,nar_1,0,telling,L2,Bilingual
ch2658or14,yue,85,nar_2,0,telling,L2,Bilingual
ch2658or14,yue,85,nar_3,0,telling,L2,Bilingual
ch2658or14,yue,85,nar_1,0,telling,L2,Bilingual
ch2658or14,yue,85,nar_2,0,telling,L2,Bilingual
ch2658or14,yue,85,nar_3,0,telling,L2,Bilingual
ch2659or14,urd,92,nar_1,0,retelling,L1,Bilingual
ch2659or14,urd,92,nar_2,0,retelling,L1,Bilingual
ch2659or14,urd,92,nar_3,0,retelling,L1,Bilingual
ch2659or14,urd,92,nar_1,0,telling,L1,Bilingual
ch2659or14,urd,92,nar_2,1,telling,L1,Bilingual
ch2659or14,urd,92,nar_3,0,telling,L1,Bilingual
ch2659or14,urd,92,nar_1,0,retelling,L1,Bilingual
ch2659or14,urd,92,nar_2,0,retelling,L1,Bilingual
ch2659or14,urd,92,nar_3,1,retelling,L1,Bilingual
ch2659or14,urd,92,nar_1,0,telling,L1,Bilingual
ch2659or14,urd,92,nar_2,0,telling,L1,Bilingual
ch2659or14,urd,92,nar_3,0,telling,L1,Bilingual
ch2659or14,yue,92,nar_1,1,retelling,L2,Bilingual
ch2659or14,yue,92,nar_2,0,retelling,L2,Bilingual
ch2659or14,yue,92,nar_3,1,retelling,L2,Bilingual
ch2659or14,yue,92,nar_1,0,retelling,L2,Bilingual
ch2659or14,yue,92,nar_2,0,retelling,L2,Bilingual
ch2659or14,yue,92,nar_3,0,retelling,L2,Bilingual
ch2659or14,yue,92,nar_1,0,telling,L2,Bilingual
ch2659or14,yue,92,nar_2,0,telling,L2,Bilingual
ch2659or14,yue,92,nar_3,0,telling,L2,Bilingual
ch2659or14,yue,92,nar_1,0,telling,L2,Bilingual
ch2659or14,yue,92,nar_2,0,telling,L2,Bilingual
ch2659or14,yue,92,nar_3,0,telling,L2,Bilingual
ch2660or14,urd,90,nar_1,1,retelling,L1,Bilingual
ch2660or14,urd,90,nar_2,0,retelling,L1,Bilingual
ch2660or14,urd,90,nar_3,1,retelling,L1,Bilingual
ch2660or14,urd,90,nar_1,0,retelling,L1,Bilingual
ch2660or14,urd,90,nar_2,0,retelling,L1,Bilingual
ch2660or14,urd,90,nar_3,1,retelling,L1,Bilingual
ch2660or14,urd,90,nar_1,0,telling,L1,Bilingual
ch2660or14,urd,90,nar_2,0,telling,L1,Bilingual
ch2660or14,urd,90,nar_3,0,telling,L1,Bilingual
ch2660or14,urd,90,nar_1,0,telling,L1,Bilingual
ch2660or14,urd,90,nar_2,0,telling,L1,Bilingual
ch2660or14,urd,90,nar_3,0,telling,L1,Bilingual
ch2660or14,yue,90,nar_1,1,telling,L2,Bilingual
ch2660or14,yue,90,nar_2,0,telling,L2,Bilingual
ch2660or14,yue,90,nar_3,0,telling,L2,Bilingual
ch2660or14,yue,90,nar_1,0,retelling,L2,Bilingual
ch2660or14,yue,90,nar_2,0,retelling,L2,Bilingual
ch2660or14,yue,90,nar_3,0,retelling,L2,Bilingual
ch2660or14,yue,90,nar_1,0,telling,L2,Bilingual
ch2660or14,yue,90,nar_2,0,telling,L2,Bilingual
ch2660or14,yue,90,nar_3,0,telling,L2,Bilingual
ch2660or14,yue,90,nar_1,0,retelling,L2,Bilingual
ch2660or14,yue,90,nar_2,0,retelling,L2,Bilingual
ch2660or14,yue,90,nar_3,0,retelling,L2,Bilingual
ch2661or14,urd,91,nar_1,1,retelling,L1,Bilingual
ch2661or14,urd,91,nar_2,0,retelling,L1,Bilingual
ch2661or14,urd,91,nar_3,0,retelling,L1,Bilingual
ch2661or14,urd,91,nar_1,0,retelling,L1,Bilingual
ch2661or14,urd,91,nar_2,0,retelling,L1,Bilingual
ch2661or14,urd,91,nar_3,0,retelling,L1,Bilingual
ch2661or14,urd,91,nar_1,0,telling,L1,Bilingual
ch2661or14,urd,91,nar_2,0,telling,L1,Bilingual
ch2661or14,urd,91,nar_3,0,telling,L1,Bilingual
ch2661or14,urd,91,nar_1,NA,telling,L1,Bilingual
ch2661or14,urd,91,nar_2,NA,telling,L1,Bilingual
ch2661or14,urd,91,nar_3,NA,telling,L1,Bilingual
ch2661or14,yue,91,nar_1,0,retelling,L2,Bilingual
ch2661or14,yue,91,nar_2,0,retelling,L2,Bilingual
ch2661or14,yue,91,nar_3,0,retelling,L2,Bilingual
ch2661or14,yue,91,nar_1,0,retelling,L2,Bilingual
ch2661or14,yue,91,nar_2,0,retelling,L2,Bilingual
ch2661or14,yue,91,nar_3,0,retelling,L2,Bilingual
ch2661or14,yue,91,nar_1,0,telling,L2,Bilingual
ch2661or14,yue,91,nar_2,0,telling,L2,Bilingual
ch2661or14,yue,91,nar_3,0,telling,L2,Bilingual
ch2661or14,yue,91,nar_1,0,telling,L2,Bilingual
ch2661or14,yue,91,nar_2,0,telling,L2,Bilingual
ch2661or14,yue,91,nar_3,0,telling,L2,Bilingual
ch2662or14,urd,86,nar_1,1,retelling,L1,Bilingual
ch2662or14,urd,86,nar_2,0,retelling,L1,Bilingual
ch2662or14,urd,86,nar_3,0,retelling,L1,Bilingual
ch2662or14,urd,86,nar_1,0,retelling,L1,Bilingual
ch2662or14,urd,86,nar_2,1,retelling,L1,Bilingual
ch2662or14,urd,86,nar_3,1,retelling,L1,Bilingual
ch2662or14,urd,86,nar_1,0,telling,L1,Bilingual
ch2662or14,urd,86,nar_2,0,telling,L1,Bilingual
ch2662or14,urd,86,nar_3,1,telling,L1,Bilingual
ch2662or14,urd,86,nar_1,1,telling,L1,Bilingual
ch2662or14,urd,86,nar_2,0,telling,L1,Bilingual
ch2662or14,urd,86,nar_3,0,telling,L1,Bilingual
ch2662or14,yue,86,nar_1,1,retelling,L2,Bilingual
ch2662or14,yue,86,nar_2,0,retelling,L2,Bilingual
ch2662or14,yue,86,nar_3,1,retelling,L2,Bilingual
ch2662or14,yue,86,nar_1,0,telling,L2,Bilingual
ch2662or14,yue,86,nar_2,0,telling,L2,Bilingual
ch2662or14,yue,86,nar_3,0,telling,L2,Bilingual
ch2662or14,yue,86,nar_1,0,telling,L2,Bilingual
ch2662or14,yue,86,nar_2,1,telling,L2,Bilingual
ch2662or14,yue,86,nar_3,0,telling,L2,Bilingual
ch2662or14,yue,86,nar_1,0,retelling,L2,Bilingual
ch2662or14,yue,86,nar_2,0,retelling,L2,Bilingual
ch2662or14,yue,86,nar_3,1,retelling,L2,Bilingual
ch2663or14,urd,88,nar_1,0,retelling,L1,Bilingual
ch2663or14,urd,88,nar_2,0,retelling,L1,Bilingual
ch2663or14,urd,88,nar_3,0,retelling,L1,Bilingual
ch2663or14,urd,88,nar_1,0,telling,L1,Bilingual
ch2663or14,urd,88,nar_2,0,telling,L1,Bilingual
ch2663or14,urd,88,nar_3,0,telling,L1,Bilingual
ch2663or14,urd,88,nar_1,0,retelling,L1,Bilingual
ch2663or14,urd,88,nar_2,0,retelling,L1,Bilingual
ch2663or14,urd,88,nar_3,0,retelling,L1,Bilingual
ch2663or14,urd,88,nar_1,0,telling,L1,Bilingual
ch2663or14,urd,88,nar_2,0,telling,L1,Bilingual
ch2663or14,urd,88,nar_3,0,telling,L1,Bilingual
ch2663or14,yue,88,nar_1,0,retelling,L2,Bilingual
ch2663or14,yue,88,nar_2,0,retelling,L2,Bilingual
ch2663or14,yue,88,nar_3,0,retelling,L2,Bilingual
ch2663or14,yue,88,nar_1,0,retelling,L2,Bilingual
ch2663or14,yue,88,nar_2,0,retelling,L2,Bilingual
ch2663or14,yue,88,nar_3,0,retelling,L2,Bilingual
ch2663or14,yue,88,nar_1,0,telling,L2,Bilingual
ch2663or14,yue,88,nar_2,0,telling,L2,Bilingual
ch2663or14,yue,88,nar_3,0,telling,L2,Bilingual
ch2663or14,yue,88,nar_1,0,telling,L2,Bilingual
ch2663or14,yue,88,nar_2,0,telling,L2,Bilingual
ch2663or14,yue,88,nar_3,0,telling,L2,Bilingual
ch2664or14,urd,96,nar_1,0,retelling,L1,Bilingual
ch2664or14,urd,96,nar_2,0,retelling,L1,Bilingual
ch2664or14,urd,96,nar_3,0,retelling,L1,Bilingual
ch2664or14,urd,96,nar_1,0,retelling,L1,Bilingual
ch2664or14,urd,96,nar_2,0,retelling,L1,Bilingual
ch2664or14,urd,96,nar_3,0,retelling,L1,Bilingual
ch2664or14,urd,96,nar_1,0,telling,L1,Bilingual
ch2664or14,urd,96,nar_2,0,telling,L1,Bilingual
ch2664or14,urd,96,nar_3,0,telling,L1,Bilingual
ch2664or14,urd,96,nar_1,0,telling,L1,Bilingual
ch2664or14,urd,96,nar_2,0,telling,L1,Bilingual
ch2664or14,urd,96,nar_3,0,telling,L1,Bilingual
ch2664or14,yue,96,nar_1,0,retelling,L2,Bilingual
ch2664or14,yue,96,nar_2,0,retelling,L2,Bilingual
ch2664or14,yue,96,nar_3,0,retelling,L2,Bilingual
ch2664or14,yue,96,nar_1,0,retelling,L2,Bilingual
ch2664or14,yue,96,nar_2,1,retelling,L2,Bilingual
ch2664or14,yue,96,nar_3,0,retelling,L2,Bilingual
ch2664or14,yue,96,nar_1,0,telling,L2,Bilingual
ch2664or14,yue,96,nar_2,0,telling,L2,Bilingual
ch2664or14,yue,96,nar_3,0,telling,L2,Bilingual
ch2664or14,yue,96,nar_1,0,telling,L2,Bilingual
ch2664or14,yue,96,nar_2,0,telling,L2,Bilingual
ch2664or14,yue,96,nar_3,0,telling,L2,Bilingual
ch2665or14,urd,118,nar_1,1,retelling,L1,Bilingual
ch2665or14,urd,118,nar_2,0,retelling,L1,Bilingual
ch2665or14,urd,118,nar_3,1,retelling,L1,Bilingual
ch2665or14,urd,118,nar_1,1,telling,L1,Bilingual
ch2665or14,urd,118,nar_2,0,telling,L1,Bilingual
ch2665or14,urd,118,nar_3,0,telling,L1,Bilingual
ch2665or14,urd,118,nar_1,1,retelling,L1,Bilingual
ch2665or14,urd,118,nar_2,1,retelling,L1,Bilingual
ch2665or14,urd,118,nar_3,0,retelling,L1,Bilingual
ch2665or14,urd,118,nar_1,0,telling,L1,Bilingual
ch2665or14,urd,118,nar_2,1,telling,L1,Bilingual
ch2665or14,urd,118,nar_3,0,telling,L1,Bilingual
ch2665or14,yue,118,nar_1,0,telling,L2,Bilingual
ch2665or14,yue,118,nar_2,0,telling,L2,Bilingual
ch2665or14,yue,118,nar_3,1,telling,L2,Bilingual
ch2665or14,yue,118,nar_1,0,retelling,L2,Bilingual
ch2665or14,yue,118,nar_2,0,retelling,L2,Bilingual
ch2665or14,yue,118,nar_3,0,retelling,L2,Bilingual
ch2665or14,yue,118,nar_1,0,retelling,L2,Bilingual
ch2665or14,yue,118,nar_2,0,retelling,L2,Bilingual
ch2665or14,yue,118,nar_3,0,retelling,L2,Bilingual
ch2665or14,yue,118,nar_1,0,telling,L2,Bilingual
ch2665or14,yue,118,nar_2,0,telling,L2,Bilingual
ch2665or14,yue,118,nar_3,0,telling,L2,Bilingual
ch2666or14,urd,113,nar_1,0,retelling,L1,Bilingual
ch2666or14,urd,113,nar_2,1,retelling,L1,Bilingual
ch2666or14,urd,113,nar_3,0,retelling,L1,Bilingual
ch2666or14,urd,113,nar_1,0,telling,L1,Bilingual
ch2666or14,urd,113,nar_2,1,telling,L1,Bilingual
ch2666or14,urd,113,nar_3,0,telling,L1,Bilingual
ch2666or14,urd,113,nar_1,0,retelling,L1,Bilingual
ch2666or14,urd,113,nar_2,1,retelling,L1,Bilingual
ch2666or14,urd,113,nar_3,0,retelling,L1,Bilingual
ch2666or14,urd,113,nar_1,0,telling,L1,Bilingual
ch2666or14,urd,113,nar_2,1,telling,L1,Bilingual
ch2666or14,urd,113,nar_3,0,telling,L1,Bilingual
ch2666or14,yue,113,nar_1,0,retelling,L2,Bilingual
ch2666or14,yue,113,nar_2,1,retelling,L2,Bilingual
ch2666or14,yue,113,nar_3,1,retelling,L2,Bilingual
ch2666or14,yue,113,nar_1,0,telling,L2,Bilingual
ch2666or14,yue,113,nar_2,1,telling,L2,Bilingual
ch2666or14,yue,113,nar_3,1,telling,L2,Bilingual
ch2666or14,yue,113,nar_1,0,telling,L2,Bilingual
ch2666or14,yue,113,nar_2,0,telling,L2,Bilingual
ch2666or14,yue,113,nar_3,1,telling,L2,Bilingual
ch2666or14,yue,113,nar_1,0,retelling,L2,Bilingual
ch2666or14,yue,113,nar_2,0,retelling,L2,Bilingual
ch2666or14,yue,113,nar_3,0,retelling,L2,Bilingual
ch2667or14,urd,119,nar_1,1,retelling,L1,Bilingual
ch2667or14,urd,119,nar_2,1,retelling,L1,Bilingual
ch2667or14,urd,119,nar_3,1,retelling,L1,Bilingual
ch2667or14,urd,119,nar_1,1,retelling,L1,Bilingual
ch2667or14,urd,119,nar_2,1,retelling,L1,Bilingual
ch2667or14,urd,119,nar_3,1,retelling,L1,Bilingual
ch2667or14,urd,119,nar_1,0,telling,L1,Bilingual
ch2667or14,urd,119,nar_2,1,telling,L1,Bilingual
ch2667or14,urd,119,nar_3,0,telling,L1,Bilingual
ch2667or14,urd,119,nar_1,0,telling,L1,Bilingual
ch2667or14,urd,119,nar_2,1,telling,L1,Bilingual
ch2667or14,urd,119,nar_3,0,telling,L1,Bilingual
ch2667or14,yue,119,nar_1,1,retelling,L2,Bilingual
ch2667or14,yue,119,nar_2,1,retelling,L2,Bilingual
ch2667or14,yue,119,nar_3,0,retelling,L2,Bilingual
ch2667or14,yue,119,nar_1,0,telling,L2,Bilingual
ch2667or14,yue,119,nar_2,1,telling,L2,Bilingual
ch2667or14,yue,119,nar_3,0,telling,L2,Bilingual
ch2667or14,yue,119,nar_1,0,retelling,L2,Bilingual
ch2667or14,yue,119,nar_2,0,retelling,L2,Bilingual
ch2667or14,yue,119,nar_3,0,retelling,L2,Bilingual
ch2667or14,yue,119,nar_1,0,telling,L2,Bilingual
ch2667or14,yue,119,nar_2,0,telling,L2,Bilingual
ch2667or14,yue,119,nar_3,0,telling,L2,Bilingual
ch2668or14,urd,128,nar_1,0,telling,L1,Bilingual
ch2668or14,urd,128,nar_2,0,telling,L1,Bilingual
ch2668or14,urd,128,nar_3,0,telling,L1,Bilingual
ch2668or14,urd,128,nar_1,0,retelling,L1,Bilingual
ch2668or14,urd,128,nar_2,0,retelling,L1,Bilingual
ch2668or14,urd,128,nar_3,0,retelling,L1,Bilingual
ch2668or14,urd,128,nar_1,0,retelling,L1,Bilingual
ch2668or14,urd,128,nar_2,0,retelling,L1,Bilingual
ch2668or14,urd,128,nar_3,0,retelling,L1,Bilingual
ch2668or14,urd,128,nar_1,0,telling,L1,Bilingual
ch2668or14,urd,128,nar_2,0,telling,L1,Bilingual
ch2668or14,urd,128,nar_3,0,telling,L1,Bilingual
ch2668or14,yue,128,nar_1,0,retelling,L2,Bilingual
ch2668or14,yue,128,nar_2,1,retelling,L2,Bilingual
ch2668or14,yue,128,nar_3,1,retelling,L2,Bilingual
ch2668or14,yue,128,nar_1,0,telling,L2,Bilingual
ch2668or14,yue,128,nar_2,1,telling,L2,Bilingual
ch2668or14,yue,128,nar_3,0,telling,L2,Bilingual
ch2668or14,yue,128,nar_1,1,retelling,L2,Bilingual
ch2668or14,yue,128,nar_2,0,retelling,L2,Bilingual
ch2668or14,yue,128,nar_3,0,retelling,L2,Bilingual
ch2668or14,yue,128,nar_1,0,telling,L2,Bilingual
ch2668or14,yue,128,nar_2,1,telling,L2,Bilingual
ch2668or14,yue,128,nar_3,0,telling,L2,Bilingual
ch2669or14,urd,119,nar_1,1,retelling,L1,Bilingual
ch2669or14,urd,119,nar_2,0,retelling,L1,Bilingual
ch2669or14,urd,119,nar_3,1,retelling,L1,Bilingual
ch2669or14,urd,119,nar_1,1,telling,L1,Bilingual
ch2669or14,urd,119,nar_2,0,telling,L1,Bilingual
ch2669or14,urd,119,nar_3,0,telling,L1,Bilingual
ch2669or14,urd,119,nar_1,0,retelling,L1,Bilingual
ch2669or14,urd,119,nar_2,1,retelling,L1,Bilingual
ch2669or14,urd,119,nar_3,0,retelling,L1,Bilingual
ch2669or14,urd,119,nar_1,0,telling,L1,Bilingual
ch2669or14,urd,119,nar_2,0,telling,L1,Bilingual
ch2669or14,urd,119,nar_3,0,telling,L1,Bilingual
ch2669or14,yue,119,nar_1,1,retelling,L2,Bilingual
ch2669or14,yue,119,nar_2,1,retelling,L2,Bilingual
ch2669or14,yue,119,nar_3,1,retelling,L2,Bilingual
ch2669or14,yue,119,nar_1,1,retelling,L2,Bilingual
ch2669or14,yue,119,nar_2,1,retelling,L2,Bilingual
ch2669or14,yue,119,nar_3,1,retelling,L2,Bilingual
ch2669or14,yue,119,nar_1,1,telling,L2,Bilingual
ch2669or14,yue,119,nar_2,1,telling,L2,Bilingual
ch2669or14,yue,119,nar_3,0,telling,L2,Bilingual
ch2669or14,yue,119,nar_1,0,telling,L2,Bilingual
ch2669or14,yue,119,nar_2,0,telling,L2,Bilingual
ch2669or14,yue,119,nar_3,1,telling,L2,Bilingual
ch2670or14,urd,139,nar_1,1,retelling,L1,Bilingual
ch2670or14,urd,139,nar_2,0,retelling,L1,Bilingual
ch2670or14,urd,139,nar_3,0,retelling,L1,Bilingual
ch2670or14,urd,139,nar_1,1,retelling,L1,Bilingual
ch2670or14,urd,139,nar_2,0,retelling,L1,Bilingual
ch2670or14,urd,139,nar_3,1,retelling,L1,Bilingual
ch2670or14,urd,139,nar_1,0,telling,L1,Bilingual
ch2670or14,urd,139,nar_2,1,telling,L1,Bilingual
ch2670or14,urd,139,nar_3,1,telling,L1,Bilingual
ch2670or14,urd,139,nar_1,1,telling,L1,Bilingual
ch2670or14,urd,139,nar_2,0,telling,L1,Bilingual
ch2670or14,urd,139,nar_3,0,telling,L1,Bilingual
ch2670or14,yue,139,nar_1,1,retelling,L2,Bilingual
ch2670or14,yue,139,nar_2,0,retelling,L2,Bilingual
ch2670or14,yue,139,nar_3,0,retelling,L2,Bilingual
ch2670or14,yue,139,nar_1,0,telling,L2,Bilingual
ch2670or14,yue,139,nar_2,1,telling,L2,Bilingual
ch2670or14,yue,139,nar_3,0,telling,L2,Bilingual
ch2670or14,yue,139,nar_1,0,retelling,L2,Bilingual
ch2670or14,yue,139,nar_2,0,retelling,L2,Bilingual
ch2670or14,yue,139,nar_3,0,retelling,L2,Bilingual
ch2670or14,yue,139,nar_1,0,telling,L2,Bilingual
ch2670or14,yue,139,nar_2,0,telling,L2,Bilingual
ch2670or14,yue,139,nar_3,0,telling,L2,Bilingual
ch2671or14,urd,136,nar_1,1,retelling,L1,Bilingual
ch2671or14,urd,136,nar_2,1,retelling,L1,Bilingual
ch2671or14,urd,136,nar_3,0,retelling,L1,Bilingual
ch2671or14,urd,136,nar_1,1,telling,L1,Bilingual
ch2671or14,urd,136,nar_2,1,telling,L1,Bilingual
ch2671or14,urd,136,nar_3,0,telling,L1,Bilingual
ch2671or14,urd,136,nar_1,0,retelling,L1,Bilingual
ch2671or14,urd,136,nar_2,0,retelling,L1,Bilingual
ch2671or14,urd,136,nar_3,0,retelling,L1,Bilingual
ch2671or14,urd,136,nar_1,0,telling,L1,Bilingual
ch2671or14,urd,136,nar_2,0,telling,L1,Bilingual
ch2671or14,urd,136,nar_3,0,telling,L1,Bilingual
ch2671or14,yue,136,nar_1,0,retelling,L2,Bilingual
ch2671or14,yue,136,nar_2,0,retelling,L2,Bilingual
ch2671or14,yue,136,nar_3,0,retelling,L2,Bilingual
ch2671or14,yue,136,nar_1,0,telling,L2,Bilingual
ch2671or14,yue,136,nar_2,0,telling,L2,Bilingual
ch2671or14,yue,136,nar_3,0,telling,L2,Bilingual
ch2671or14,yue,136,nar_1,0,retelling,L2,Bilingual
ch2671or14,yue,136,nar_2,0,retelling,L2,Bilingual
ch2671or14,yue,136,nar_3,0,retelling,L2,Bilingual
ch2671or14,yue,136,nar_1,0,telling,L2,Bilingual
ch2671or14,yue,136,nar_2,0,telling,L2,Bilingual
ch2671or14,yue,136,nar_3,0,telling,L2,Bilingual
ch2672or14,urd,99,nar_1,1,retelling,L1,Bilingual
ch2672or14,urd,99,nar_2,0,retelling,L1,Bilingual
ch2672or14,urd,99,nar_3,1,retelling,L1,Bilingual
ch2672or14,urd,99,nar_1,1,telling,L1,Bilingual
ch2672or14,urd,99,nar_2,0,telling,L1,Bilingual
ch2672or14,urd,99,nar_3,0,telling,L1,Bilingual
ch2672or14,urd,99,nar_1,0,retelling,L1,Bilingual
ch2672or14,urd,99,nar_2,0,retelling,L1,Bilingual
ch2672or14,urd,99,nar_3,0,retelling,L1,Bilingual
ch2672or14,urd,99,nar_1,0,telling,L1,Bilingual
ch2672or14,urd,99,nar_2,0,telling,L1,Bilingual
ch2672or14,urd,99,nar_3,0,telling,L1,Bilingual
ch2672or14,yue,99,nar_1,0,retelling,L2,Bilingual
ch2672or14,yue,99,nar_2,1,retelling,L2,Bilingual
ch2672or14,yue,99,nar_3,1,retelling,L2,Bilingual
ch2672or14,yue,99,nar_1,1,retelling,L2,Bilingual
ch2672or14,yue,99,nar_2,0,retelling,L2,Bilingual
ch2672or14,yue,99,nar_3,0,retelling,L2,Bilingual
ch2672or14,yue,99,nar_1,0,telling,L2,Bilingual
ch2672or14,yue,99,nar_2,1,telling,L2,Bilingual
ch2672or14,yue,99,nar_3,1,telling,L2,Bilingual
ch2672or14,yue,99,nar_1,0,telling,L2,Bilingual
ch2672or14,yue,99,nar_2,0,telling,L2,Bilingual
ch2672or14,yue,99,nar_3,0,telling,L2,Bilingual
ch2673or14,urd,129,nar_1,0,retelling,L1,Bilingual
ch2673or14,urd,129,nar_2,0,retelling,L1,Bilingual
ch2673or14,urd,129,nar_3,0,retelling,L1,Bilingual
ch2673or14,urd,129,nar_1,0,telling,L1,Bilingual
ch2673or14,urd,129,nar_2,0,telling,L1,Bilingual
ch2673or14,urd,129,nar_3,0,telling,L1,Bilingual
ch2673or14,urd,129,nar_1,0,telling,L1,Bilingual
ch2673or14,urd,129,nar_2,1,telling,L1,Bilingual
ch2673or14,urd,129,nar_3,0,telling,L1,Bilingual
ch2673or14,urd,129,nar_1,0,retelling,L1,Bilingual
ch2673or14,urd,129,nar_2,0,retelling,L1,Bilingual
ch2673or14,urd,129,nar_3,0,retelling,L1,Bilingual
ch2673or14,yue,129,nar_1,0,retelling,L2,Bilingual
ch2673or14,yue,129,nar_2,0,retelling,L2,Bilingual
ch2673or14,yue,129,nar_3,0,retelling,L2,Bilingual
ch2673or14,yue,129,nar_1,0,telling,L2,Bilingual
ch2673or14,yue,129,nar_2,0,telling,L2,Bilingual
ch2673or14,yue,129,nar_3,0,telling,L2,Bilingual
ch2673or14,yue,129,nar_1,0,retelling,L2,Bilingual
ch2673or14,yue,129,nar_2,0,retelling,L2,Bilingual
ch2673or14,yue,129,nar_3,0,retelling,L2,Bilingual
ch2673or14,yue,129,nar_1,0,telling,L2,Bilingual
ch2673or14,yue,129,nar_2,0,telling,L2,Bilingual
ch2673or14,yue,129,nar_3,0,telling,L2,Bilingual
ch2674or14,urd,92,nar_1,0,retelling,L1,Bilingual
ch2674or14,urd,92,nar_2,1,retelling,L1,Bilingual
ch2674or14,urd,92,nar_3,0,retelling,L1,Bilingual
ch2674or14,urd,92,nar_1,0,telling,L1,Bilingual
ch2674or14,urd,92,nar_2,1,telling,L1,Bilingual
ch2674or14,urd,92,nar_3,0,telling,L1,Bilingual
ch2674or14,urd,92,nar_1,1,retelling,L1,Bilingual
ch2674or14,urd,92,nar_2,0,retelling,L1,Bilingual
ch2674or14,urd,92,nar_3,1,retelling,L1,Bilingual
ch2674or14,urd,92,nar_1,0,telling,L1,Bilingual
ch2674or14,urd,92,nar_2,0,telling,L1,Bilingual
ch2674or14,urd,92,nar_3,0,telling,L1,Bilingual
ch2674or14,yue,92,nar_1,1,retelling,L2,Bilingual
ch2674or14,yue,92,nar_2,0,retelling,L2,Bilingual
ch2674or14,yue,92,nar_3,1,retelling,L2,Bilingual
ch2674or14,yue,92,nar_1,1,retelling,L2,Bilingual
ch2674or14,yue,92,nar_2,0,retelling,L2,Bilingual
ch2674or14,yue,92,nar_3,0,retelling,L2,Bilingual
ch2674or14,yue,92,nar_1,0,telling,L2,Bilingual
ch2674or14,yue,92,nar_2,0,telling,L2,Bilingual
ch2674or14,yue,92,nar_3,0,telling,L2,Bilingual
ch2674or14,yue,92,nar_1,1,telling,L2,Bilingual
ch2674or14,yue,92,nar_2,0,telling,L2,Bilingual
ch2674or14,yue,92,nar_3,0,telling,L2,Bilingual
ch2675or14,urd,107,nar_1,0,retelling,L1,Bilingual
ch2675or14,urd,107,nar_2,0,retelling,L1,Bilingual
ch2675or14,urd,107,nar_3,0,retelling,L1,Bilingual
ch2675or14,urd,107,nar_1,0,retelling,L1,Bilingual
ch2675or14,urd,107,nar_2,0,retelling,L1,Bilingual
ch2675or14,urd,107,nar_3,0,retelling,L1,Bilingual
ch2675or14,urd,107,nar_1,0,telling,L1,Bilingual
ch2675or14,urd,107,nar_2,0,telling,L1,Bilingual
ch2675or14,urd,107,nar_3,0,telling,L1,Bilingual
ch2675or14,urd,107,nar_1,0,telling,L1,Bilingual
ch2675or14,urd,107,nar_2,0,telling,L1,Bilingual
ch2675or14,urd,107,nar_3,0,telling,L1,Bilingual
ch2675or14,yue,107,nar_1,0,retelling,L2,Bilingual
ch2675or14,yue,107,nar_2,0,retelling,L2,Bilingual
ch2675or14,yue,107,nar_3,0,retelling,L2,Bilingual
ch2675or14,yue,107,nar_1,0,telling,L2,Bilingual
ch2675or14,yue,107,nar_2,0,telling,L2,Bilingual
ch2675or14,yue,107,nar_3,1,telling,L2,Bilingual
ch2675or14,yue,107,nar_1,0,retelling,L2,Bilingual
ch2675or14,yue,107,nar_2,0,retelling,L2,Bilingual
ch2675or14,yue,107,nar_3,0,retelling,L2,Bilingual
ch2675or14,yue,107,nar_1,0,telling,L2,Bilingual
ch2675or14,yue,107,nar_2,0,telling,L2,Bilingual
ch2675or14,yue,107,nar_3,0,telling,L2,Bilingual
ch2676or14,urd,134,nar_1,1,retelling,L1,Bilingual
ch2676or14,urd,134,nar_2,0,retelling,L1,Bilingual
ch2676or14,urd,134,nar_3,0,retelling,L1,Bilingual
ch2676or14,urd,134,nar_1,1,telling,L1,Bilingual
ch2676or14,urd,134,nar_2,0,telling,L1,Bilingual
