child,testlanguage,age,narrative,complete,mode,test_lang_status,ling
ch1997or4,hrv,78,nar_1,0,telling,L1,Monolingual
ch1997or4,hrv,78,nar_2,1,telling,L1,Monolingual
ch1997or4,hrv,78,nar_3,0,telling,L1,Monolingual
ch1998or4,hrv,78,nar_1,0,telling,L1,Monolingual
ch1998or4,hrv,78,nar_2,0,telling,L1,Monolingual
ch1998or4,hrv,78,nar_3,1,telling,L1,Monolingual
ch1999or4,hrv,73,nar_1,0,telling,L1,Monolingual
ch1999or4,hrv,73,nar_2,0,telling,L1,Monolingual
ch1999or4,hrv,73,nar_3,0,telling,L1,Monolingual
ch2000or4,hrv,80,nar_1,0,telling,L1,Monolingual
ch2000or4,hrv,80,nar_2,0,telling,L1,Monolingual
ch2000or4,hrv,80,nar_3,0,telling,L1,Monolingual
ch2001or4,hrv,80,nar_1,0,telling,L1,Monolingual
ch2001or4,hrv,80,nar_2,0,telling,L1,Monolingual
ch2001or4,hrv,80,nar_3,0,telling,L1,Monolingual
ch2002or4,hrv,77,nar_1,0,telling,L1,Monolingual
ch2002or4,hrv,77,nar_2,0,telling,L1,Monolingual
ch2002or4,hrv,77,nar_3,0,telling,L1,Monolingual
ch2003or4,hrv,74,nar_1,0,telling,L1,Monolingual
ch2003or4,hrv,74,nar_2,1,telling,L1,Monolingual
ch2003or4,hrv,74,nar_3,0,telling,L1,Monolingual
ch2004or4,hrv,68,nar_1,0,telling,L1,Monolingual
ch2004or4,hrv,68,nar_2,0,telling,L1,Monolingual
ch2004or4,hrv,68,nar_3,0,telling,L1,Monolingual
ch2005or4,hrv,79,nar_1,0,telling,L1,Monolingual
ch2005or4,hrv,79,nar_2,0,telling,L1,Monolingual
ch2005or4,hrv,79,nar_3,0,telling,L1,Monolingual
ch2006or4,hrv,83,nar_1,0,telling,L1,Monolingual
ch2006or4,hrv,83,nar_2,0,telling,L1,Monolingual
ch2006or4,hrv,83,nar_3,0,telling,L1,Monolingual
ch2007or4,hrv,83,nar_1,0,telling,L1,Monolingual
ch2007or4,hrv,83,nar_2,0,telling,L1,Monolingual
ch2007or4,hrv,83,nar_3,0,telling,L1,Monolingual
ch2008or4,hrv,78,nar_1,0,telling,L1,Monolingual
ch2008or4,hrv,78,nar_2,1,telling,L1,Monolingual
ch2008or4,hrv,78,nar_3,0,telling,L1,Monolingual
ch2009or4,hrv,78,nar_1,1,telling,L1,Monolingual
ch2009or4,hrv,78,nar_2,1,telling,L1,Monolingual
ch2009or4,hrv,78,nar_3,0,telling,L1,Monolingual
ch2010or4,hrv,83,nar_1,0,telling,L1,Monolingual
ch2010or4,hrv,83,nar_2,0,telling,L1,Monolingual
ch2010or4,hrv,83,nar_3,0,telling,L1,Monolingual
ch2011or4,hrv,79,nar_1,0,telling,L1,Monolingual
ch2011or4,hrv,79,nar_2,0,telling,L1,Monolingual
ch2011or4,hrv,79,nar_3,0,telling,L1,Monolingual
ch2012or4,hrv,80,nar_1,0,telling,L1,Monolingual
ch2012or4,hrv,80,nar_2,0,telling,L1,Monolingual
ch2012or4,hrv,80,nar_3,0,telling,L1,Monolingual
ch2013or4,hrv,80,nar_1,0,telling,L1,Monolingual
ch2013or4,hrv,80,nar_2,0,telling,L1,Monolingual
ch2013or4,hrv,80,nar_3,0,telling,L1,Monolingual
ch2014or4,hrv,78,nar_1,0,telling,L1,Monolingual
ch2014or4,hrv,78,nar_2,0,telling,L1,Monolingual
ch2014or4,hrv,78,nar_3,0,telling,L1,Monolingual
ch2015or4,hrv,77,nar_1,0,telling,L1,Monolingual
ch2015or4,hrv,77,nar_2,0,telling,L1,Monolingual
ch2015or4,hrv,77,nar_3,0,telling,L1,Monolingual
ch2016or4,hrv,72,nar_1,0,telling,L1,Monolingual
ch2016or4,hrv,72,nar_2,1,telling,L1,Monolingual
ch2016or4,hrv,72,nar_3,0,telling,L1,Monolingual
ch2017or4,hrv,76,nar_1,1,telling,L1,Monolingual
ch2017or4,hrv,76,nar_2,0,telling,L1,Monolingual
ch2017or4,hrv,76,nar_3,0,telling,L1,Monolingual
ch2018or4,hrv,81,nar_1,0,telling,L1,Monolingual
ch2018or4,hrv,81,nar_2,0,telling,L1,Monolingual
ch2018or4,hrv,81,nar_3,0,telling,L1,Monolingual
ch2019or4,hrv,64,nar_1,0,telling,L1,Monolingual
ch2019or4,hrv,64,nar_2,0,telling,L1,Monolingual
ch2019or4,hrv,64,nar_3,0,telling,L1,Monolingual
ch2020or4,hrv,73,nar_1,0,telling,L1,Monolingual
ch2020or4,hrv,73,nar_2,0,telling,L1,Monolingual
ch2020or4,hrv,73,nar_3,0,telling,L1,Monolingual
ch2021or4,hrv,77,nar_1,0,telling,L1,Monolingual
ch2021or4,hrv,77,nar_2,0,telling,L1,Monolingual
ch2021or4,hrv,77,nar_3,0,telling,L1,Monolingual
ch2022or4,hrv,64,nar_1,0,telling,L1,Monolingual
ch2022or4,hrv,64,nar_2,0,telling,L1,Monolingual
ch2022or4,hrv,64,nar_3,0,telling,L1,Monolingual
ch2023or4,hrv,66,nar_1,0,telling,L1,Monolingual
ch2023or4,hrv,66,nar_2,0,telling,L1,Monolingual
ch2023or4,hrv,66,nar_3,0,telling,L1,Monolingual
ch2024or4,hrv,61,nar_1,0,telling,L1,Monolingual
ch2024or4,hrv,61,nar_2,1,telling,L1,Monolingual
ch2024or4,hrv,61,nar_3,0,telling,L1,Monolingual
ch2025or4,hrv,64,nar_1,0,telling,L1,Monolingual
ch2025or4,hrv,64,nar_2,0,telling,L1,Monolingual
ch2025or4,hrv,64,nar_3,0,telling,L1,Monolingual
ch2026or4,hrv,66,nar_1,0,telling,L1,Monolingual
ch2026or4,hrv,66,nar_2,0,telling,L1,Monolingual
ch2026or4,hrv,66,nar_3,0,telling,L1,Monolingual
ch2027or4,hrv,68,nar_1,0,telling,L1,Monolingual
ch2027or4,hrv,68,nar_2,0,telling,L1,Monolingual
ch2027or4,hrv,68,nar_3,0,telling,L1,Monolingual
ch2192or4,hrv,101,nar_1,0,telling,L1,Monolingual
ch2192or4,hrv,101,nar_2,0,telling,L1,Monolingual
ch2192or4,hrv,101,nar_3,0,telling,L1,Monolingual
ch2193or4,hrv,98,nar_1,0,telling,L1,Monolingual
ch2193or4,hrv,98,nar_2,0,telling,L1,Monolingual
ch2193or4,hrv,98,nar_3,0,telling,L1,Monolingual
ch2194or4,hrv,97,nar_1,0,telling,L1,Monolingual
ch2194or4,hrv,97,nar_2,0,telling,L1,Monolingual
ch2194or4,hrv,97,nar_3,0,telling,L1,Monolingual
ch2195or4,hrv,102,nar_1,0,telling,L1,Monolingual
ch2195or4,hrv,102,nar_2,1,telling,L1,Monolingual
ch2195or4,hrv,102,nar_3,0,telling,L1,Monolingual
ch2196or4,hrv,100,nar_1,0,telling,L1,Monolingual
ch2196or4,hrv,100,nar_2,0,telling,L1,Monolingual
ch2196or4,hrv,100,nar_3,0,telling,L1,Monolingual
ch2197or4,hrv,104,nar_1,0,telling,L1,Monolingual
ch2197or4,hrv,104,nar_2,0,telling,L1,Monolingual
ch2197or4,hrv,104,nar_3,0,telling,L1,Monolingual
ch2198or4,hrv,105,nar_1,0,telling,L1,Monolingual
ch2198or4,hrv,105,nar_2,0,telling,L1,Monolingual
ch2198or4,hrv,105,nar_3,0,telling,L1,Monolingual
ch2199or4,hrv,99,nar_1,0,telling,L1,Monolingual
ch2199or4,hrv,99,nar_2,0,telling,L1,Monolingual
ch2199or4,hrv,99,nar_3,0,telling,L1,Monolingual
ch2200or4,hrv,95,nar_1,1,telling,L1,Monolingual
ch2200or4,hrv,95,nar_2,1,telling,L1,Monolingual
ch2200or4,hrv,95,nar_3,0,telling,L1,Monolingual
ch2201or4,hrv,94,nar_1,0,telling,L1,Monolingual
ch2201or4,hrv,94,nar_2,1,telling,L1,Monolingual
ch2201or4,hrv,94,nar_3,0,telling,L1,Monolingual
ch2202or4,hrv,108,nar_1,1,telling,L1,Monolingual
ch2202or4,hrv,108,nar_2,0,telling,L1,Monolingual
ch2202or4,hrv,108,nar_3,0,telling,L1,Monolingual
ch2203or4,hrv,105,nar_1,1,telling,L1,Monolingual
ch2203or4,hrv,105,nar_2,1,telling,L1,Monolingual
ch2203or4,hrv,105,nar_3,0,telling,L1,Monolingual
ch2204or4,hrv,101,nar_1,0,telling,L1,Monolingual
ch2204or4,hrv,101,nar_2,0,telling,L1,Monolingual
ch2204or4,hrv,101,nar_3,0,telling,L1,Monolingual
ch2205or4,hrv,101,nar_1,0,telling,L1,Monolingual
ch2205or4,hrv,101,nar_2,1,telling,L1,Monolingual
ch2205or4,hrv,101,nar_3,0,telling,L1,Monolingual
ch2206or4,hrv,101,nar_1,0,telling,L1,Monolingual
ch2206or4,hrv,101,nar_2,0,telling,L1,Monolingual
ch2206or4,hrv,101,nar_3,0,telling,L1,Monolingual
ch2207or4,hrv,100,nar_1,0,telling,L1,Monolingual
ch2207or4,hrv,100,nar_2,0,telling,L1,Monolingual
ch2207or4,hrv,100,nar_3,0,telling,L1,Monolingual
ch2208or4,hrv,107,nar_1,0,telling,L1,Monolingual
ch2208or4,hrv,107,nar_2,0,telling,L1,Monolingual
ch2208or4,hrv,107,nar_3,0,telling,L1,Monolingual
ch2209or4,hrv,96,nar_1,0,telling,L1,Monolingual
ch2209or4,hrv,96,nar_2,1,telling,L1,Monolingual
ch2209or4,hrv,96,nar_3,1,telling,L1,Monolingual
ch2210or4,hrv,100,nar_1,0,telling,L1,Monolingual
ch2210or4,hrv,100,nar_2,0,telling,L1,Monolingual
ch2210or4,hrv,100,nar_3,0,telling,L1,Monolingual
ch2211or4,hrv,101,nar_1,1,telling,L1,Monolingual
ch2211or4,hrv,101,nar_2,0,telling,L1,Monolingual
ch2211or4,hrv,101,nar_3,0,telling,L1,Monolingual
ch2212or4,hrv,96,nar_1,0,telling,L1,Monolingual
ch2212or4,hrv,96,nar_2,0,telling,L1,Monolingual
ch2212or4,hrv,96,nar_3,0,telling,L1,Monolingual
ch2213or4,hrv,96,nar_1,0,telling,L1,Monolingual
ch2213or4,hrv,96,nar_2,0,telling,L1,Monolingual
ch2213or4,hrv,96,nar_3,0,telling,L1,Monolingual
ch2214or4,hrv,96,nar_1,0,telling,L1,Monolingual
ch2214or4,hrv,96,nar_2,0,telling,L1,Monolingual
ch2214or4,hrv,96,nar_3,0,telling,L1,Monolingual
ch2215or4,hrv,96,nar_1,0,telling,L1,Monolingual
ch2215or4,hrv,96,nar_2,0,telling,L1,Monolingual
ch2215or4,hrv,96,nar_3,0,telling,L1,Monolingual
ch2216or4,hrv,98,nar_1,0,telling,L1,Monolingual
ch2216or4,hrv,98,nar_2,0,telling,L1,Monolingual
ch2216or4,hrv,98,nar_3,0,telling,L1,Monolingual
ch2217or4,hrv,99,nar_1,0,telling,L1,Monolingual
ch2217or4,hrv,99,nar_2,1,telling,L1,Monolingual
ch2217or4,hrv,99,nar_3,0,telling,L1,Monolingual
ch2218or4,hrv,98,nar_1,0,telling,L1,Monolingual
ch2218or4,hrv,98,nar_2,0,telling,L1,Monolingual
ch2218or4,hrv,98,nar_3,1,telling,L1,Monolingual
ch2219or4,hrv,96,nar_1,0,telling,L1,Monolingual
ch2219or4,hrv,96,nar_2,0,telling,L1,Monolingual
ch2219or4,hrv,96,nar_3,0,telling,L1,Monolingual
ch2220or4,hrv,103,nar_1,1,telling,L1,Monolingual
ch2220or4,hrv,103,nar_2,0,telling,L1,Monolingual
ch2220or4,hrv,103,nar_3,0,telling,L1,Monolingual
ch2221or4,hrv,101,nar_1,0,telling,L1,Monolingual
ch2221or4,hrv,101,nar_2,1,telling,L1,Monolingual
ch2221or4,hrv,101,nar_3,0,telling,L1,Monolingual
ch2222or4,hrv,107,nar_1,0,telling,L1,Monolingual
ch2222or4,hrv,107,nar_2,0,telling,L1,Monolingual
ch2222or4,hrv,107,nar_3,1,telling,L1,Monolingual
ch2223or4,hrv,105,nar_1,0,telling,L1,Monolingual
ch2223or4,hrv,105,nar_2,0,telling,L1,Monolingual
ch2223or4,hrv,105,nar_3,0,telling,L1,Monolingual
ch2224or4,hrv,104,nar_1,0,telling,L1,Monolingual
ch2224or4,hrv,104,nar_2,0,telling,L1,Monolingual
ch2224or4,hrv,104,nar_3,0,telling,L1,Monolingual
ch2225or4,hrv,99,nar_1,1,telling,L1,Monolingual
ch2225or4,hrv,99,nar_2,1,telling,L1,Monolingual
ch2225or4,hrv,99,nar_3,0,telling,L1,Monolingual
ch2226or4,hrv,98,nar_1,0,telling,L1,Monolingual
ch2226or4,hrv,98,nar_2,1,telling,L1,Monolingual
ch2226or4,hrv,98,nar_3,1,telling,L1,Monolingual
ch2227or4,hrv,98,nar_1,0,telling,L1,Monolingual
ch2227or4,hrv,98,nar_2,1,telling,L1,Monolingual
ch2227or4,hrv,98,nar_3,1,telling,L1,Monolingual
ch2228or4,hrv,99,nar_1,0,telling,L1,Monolingual
ch2228or4,hrv,99,nar_2,1,telling,L1,Monolingual
ch2228or4,hrv,99,nar_3,1,telling,L1,Monolingual
ch2229or4,hrv,105,nar_1,0,telling,L1,Monolingual
ch2229or4,hrv,105,nar_2,0,telling,L1,Monolingual
ch2229or4,hrv,105,nar_3,1,telling,L1,Monolingual
ch2230or4,hrv,96,nar_1,0,telling,L1,Monolingual
ch2230or4,hrv,96,nar_2,0,telling,L1,Monolingual
ch2230or4,hrv,96,nar_3,0,telling,L1,Monolingual
ch2231or4,hrv,99,nar_1,0,telling,L1,Monolingual
ch2231or4,hrv,99,nar_2,0,telling,L1,Monolingual
ch2231or4,hrv,99,nar_3,0,telling,L1,Monolingual
ch2232or4,hrv,104,nar_1,0,telling,L1,Monolingual
ch2232or4,hrv,104,nar_2,0,telling,L1,Monolingual
ch2232or4,hrv,104,nar_3,0,telling,L1,Monolingual
ch2233or4,hrv,98,nar_1,0,telling,L1,Monolingual
ch2233or4,hrv,98,nar_2,0,telling,L1,Monolingual
ch2233or4,hrv,98,nar_3,0,telling,L1,Monolingual
ch2234or4,hrv,97,nar_1,0,telling,L1,Monolingual
ch2234or4,hrv,97,nar_2,0,telling,L1,Monolingual
ch2234or4,hrv,97,nar_3,0,telling,L1,Monolingual
ch2235or4,hrv,108,nar_1,1,telling,L1,Monolingual
ch2235or4,hrv,108,nar_2,0,telling,L1,Monolingual
ch2235or4,hrv,108,nar_3,0,telling,L1,Monolingual
ch2236or4,hrv,104,nar_1,0,telling,L1,Monolingual
ch2236or4,hrv,104,nar_2,0,telling,L1,Monolingual
ch2236or4,hrv,104,nar_3,1,telling,L1,Monolingual
ch2237or4,hrv,106,nar_1,0,telling,L1,Monolingual
ch2237or4,hrv,106,nar_2,0,telling,L1,Monolingual
ch2237or4,hrv,106,nar_3,0,telling,L1,Monolingual
ch2238or4,hrv,106,nar_1,0,telling,L1,Monolingual
ch2238or4,hrv,106,nar_2,1,telling,L1,Monolingual
ch2238or4,hrv,106,nar_3,1,telling,L1,Monolingual
ch2239or4,hrv,98,nar_1,1,telling,L1,Monolingual
ch2239or4,hrv,98,nar_2,0,telling,L1,Monolingual
ch2239or4,hrv,98,nar_3,0,telling,L1,Monolingual
ch2240or4,hrv,98,nar_1,0,telling,L1,Monolingual
ch2240or4,hrv,98,nar_2,0,telling,L1,Monolingual
ch2240or4,hrv,98,nar_3,0,telling,L1,Monolingual
ch2241or4,hrv,103,nar_1,0,telling,L1,Monolingual
ch2241or4,hrv,103,nar_2,0,telling,L1,Monolingual
ch2241or4,hrv,103,nar_3,0,telling,L1,Monolingual
ch972or5,rus,51,nar_1,0,retelling,L1,Bilingual
ch972or5,rus,51,nar_2,0,retelling,L1,Bilingual
ch972or5,rus,51,nar_3,0,retelling,L1,Bilingual
ch972or5,rus,51,nar_1,0,telling,L1,Bilingual
ch972or5,rus,51,nar_2,0,telling,L1,Bilingual
ch972or5,rus,51,nar_3,0,telling,L1,Bilingual
ch973or5,rus,48,nar_1,0,retelling,L1,Bilingual
ch973or5,rus,48,nar_2,0,retelling,L1,Bilingual
ch973or5,rus,48,nar_3,0,retelling,L1,Bilingual
ch973or5,rus,48,nar_1,0,telling,L1,Bilingual
ch973or5,rus,48,nar_2,0,telling,L1,Bilingual
ch973or5,rus,48,nar_3,0,telling,L1,Bilingual
ch974or5,rus,49,nar_1,0,telling,L1,Bilingual
ch974or5,rus,49,nar_2,0,telling,L1,Bilingual
ch974or5,rus,49,nar_3,0,telling,L1,Bilingual
ch974or5,rus,49,nar_1,0,retelling,L1,Bilingual
ch974or5,rus,49,nar_2,0,retelling,L1,Bilingual
ch974or5,rus,49,nar_3,0,retelling,L1,Bilingual
ch975or5,rus,50,nar_1,0,telling,L1,Bilingual
ch975or5,rus,50,nar_2,1,telling,L1,Bilingual
ch975or5,rus,50,nar_3,0,telling,L1,Bilingual
ch975or5,rus,50,nar_1,1,retelling,L1,Bilingual
ch975or5,rus,50,nar_2,0,retelling,L1,Bilingual
ch975or5,rus,50,nar_3,0,retelling,L1,Bilingual
ch976or5,rus,55,nar_1,0,retelling,L1,Bilingual
ch976or5,rus,55,nar_2,0,retelling,L1,Bilingual
ch976or5,rus,55,nar_3,0,retelling,L1,Bilingual
ch976or5,rus,55,nar_1,0,telling,L1,Bilingual
ch976or5,rus,55,nar_2,0,telling,L1,Bilingual
ch976or5,rus,55,nar_3,0,telling,L1,Bilingual
ch977or5,rus,57,nar_1,0,telling,L1,Bilingual
ch977or5,rus,57,nar_2,0,telling,L1,Bilingual
ch977or5,rus,57,nar_3,0,telling,L1,Bilingual
ch977or5,rus,57,nar_1,0,retelling,L1,Bilingual
ch977or5,rus,57,nar_2,0,retelling,L1,Bilingual
ch977or5,rus,57,nar_3,0,retelling,L1,Bilingual
ch978or5,rus,56,nar_1,0,telling,L1,Bilingual
ch978or5,rus,56,nar_2,0,telling,L1,Bilingual
ch978or5,rus,56,nar_3,0,telling,L1,Bilingual
ch978or5,rus,56,nar_1,0,retelling,L1,Bilingual
ch978or5,rus,56,nar_2,0,retelling,L1,Bilingual
ch978or5,rus,56,nar_3,0,retelling,L1,Bilingual
ch979or5,rus,51,nar_1,0,telling,L1,Bilingual
ch979or5,rus,51,nar_2,0,telling,L1,Bilingual
ch979or5,rus,51,nar_3,0,telling,L1,Bilingual
ch979or5,rus,51,nar_1,0,retelling,L1,Bilingual
