child,L1,L2,testlanguage,age,story,item,response,mode,test_lang_status,ling
ch2376or2,Persian,English,eng,100,cat,ist,1,retelling,L2,Bilingual
ch2376or2,Persian,English,eng,100,cat,goal,0,retelling,L2,Bilingual
ch2376or2,Persian,English,eng,100,cat,attempt,1,retelling,L2,Bilingual
ch2376or2,Persian,English,eng,100,cat,outcome,1,retelling,L2,Bilingual
ch2376or2,Persian,English,eng,100,cat,ist,1,retelling,L2,Bilingual
ch2376or2,Persian,English,eng,100,cat,ist,0,retelling,L2,Bilingual
ch2376or2,Persian,English,eng,100,cat,goal,0,retelling,L2,Bilingual
ch2376or2,Persian,English,eng,100,cat,attempt,1,retelling,L2,Bilingual
ch2376or2,Persian,English,eng,100,cat,outcome,1,retelling,L2,Bilingual
ch2376or2,Persian,English,eng,100,cat,ist,1,retelling,L2,Bilingual
ch2376or2,Persian,English,eng,100,cat,ist,1,retelling,L2,Bilingual
ch2376or2,Persian,English,eng,100,cat,goal,1,retelling,L2,Bilingual
ch2376or2,Persian,English,eng,100,cat,attempt,1,retelling,L2,Bilingual
ch2376or2,Persian,English,eng,100,cat,outcome,1,retelling,L2,Bilingual
ch2376or2,Persian,English,eng,100,cat,ist,1,retelling,L2,Bilingual
ch2376or2,Persian,English,per,100,dog,ist,1,retelling,L1,Bilingual
ch2376or2,Persian,English,per,100,dog,goal,1,retelling,L1,Bilingual
ch2376or2,Persian,English,per,100,dog,attempt,1,retelling,L1,Bilingual
ch2376or2,Persian,English,per,100,dog,outcome,1,retelling,L1,Bilingual
ch2376or2,Persian,English,per,100,dog,ist,1,retelling,L1,Bilingual
ch2376or2,Persian,English,per,100,dog,ist,1,retelling,L1,Bilingual
ch2376or2,Persian,English,per,100,dog,goal,0,retelling,L1,Bilingual
ch2376or2,Persian,English,per,100,dog,attempt,1,retelling,L1,Bilingual
ch2376or2,Persian,English,per,100,dog,outcome,1,retelling,L1,Bilingual
ch2376or2,Persian,English,per,100,dog,ist,0,retelling,L1,Bilingual
ch2376or2,Persian,English,per,100,dog,ist,1,retelling,L1,Bilingual
ch2376or2,Persian,English,per,100,dog,goal,1,retelling,L1,Bilingual
ch2376or2,Persian,English,per,100,dog,attempt,1,retelling,L1,Bilingual
ch2376or2,Persian,English,per,100,dog,outcome,1,retelling,L1,Bilingual
ch2376or2,Persian,English,per,100,dog,ist,0,retelling,L1,Bilingual
ch2377or2,Persian,English,eng,104,dog,ist,1,retelling,L2,Bilingual
ch2377or2,Persian,English,eng,104,dog,goal,0,retelling,L2,Bilingual
ch2377or2,Persian,English,eng,104,dog,attempt,1,retelling,L2,Bilingual
ch2377or2,Persian,English,eng,104,dog,outcome,1,retelling,L2,Bilingual
ch2377or2,Persian,English,eng,104,dog,ist,1,retelling,L2,Bilingual
ch2377or2,Persian,English,eng,104,dog,ist,1,retelling,L2,Bilingual
ch2377or2,Persian,English,eng,104,dog,goal,1,retelling,L2,Bilingual
ch2377or2,Persian,English,eng,104,dog,attempt,1,retelling,L2,Bilingual
ch2377or2,Persian,English,eng,104,dog,outcome,0,retelling,L2,Bilingual
ch2377or2,Persian,English,eng,104,dog,ist,1,retelling,L2,Bilingual
ch2377or2,Persian,English,eng,104,dog,ist,1,retelling,L2,Bilingual
ch2377or2,Persian,English,eng,104,dog,goal,1,retelling,L2,Bilingual
ch2377or2,Persian,English,eng,104,dog,attempt,1,retelling,L2,Bilingual
ch2377or2,Persian,English,eng,104,dog,outcome,0,retelling,L2,Bilingual
ch2377or2,Persian,English,eng,104,dog,ist,1,retelling,L2,Bilingual
ch2377or2,Persian,English,per,104,cat,ist,1,retelling,L1,Bilingual
ch2377or2,Persian,English,per,104,cat,goal,1,retelling,L1,Bilingual
ch2377or2,Persian,English,per,104,cat,attempt,1,retelling,L1,Bilingual
ch2377or2,Persian,English,per,104,cat,outcome,1,retelling,L1,Bilingual
ch2377or2,Persian,English,per,104,cat,ist,0,retelling,L1,Bilingual
ch2377or2,Persian,English,per,104,cat,ist,1,retelling,L1,Bilingual
ch2377or2,Persian,English,per,104,cat,goal,0,retelling,L1,Bilingual
ch2377or2,Persian,English,per,104,cat,attempt,0,retelling,L1,Bilingual
ch2377or2,Persian,English,per,104,cat,outcome,1,retelling,L1,Bilingual
ch2377or2,Persian,English,per,104,cat,ist,1,retelling,L1,Bilingual
ch2377or2,Persian,English,per,104,cat,ist,1,retelling,L1,Bilingual
ch2377or2,Persian,English,per,104,cat,goal,0,retelling,L1,Bilingual
ch2377or2,Persian,English,per,104,cat,attempt,0,retelling,L1,Bilingual
ch2377or2,Persian,English,per,104,cat,outcome,1,retelling,L1,Bilingual
ch2377or2,Persian,English,per,104,cat,ist,1,retelling,L1,Bilingual
ch2378or2,Persian,English,per,106,cat,ist,1,retelling,L1,Bilingual
ch2378or2,Persian,English,per,106,cat,goal,1,retelling,L1,Bilingual
ch2378or2,Persian,English,per,106,cat,attempt,1,retelling,L1,Bilingual
ch2378or2,Persian,English,per,106,cat,outcome,1,retelling,L1,Bilingual
ch2378or2,Persian,English,per,106,cat,ist,1,retelling,L1,Bilingual
ch2378or2,Persian,English,per,106,cat,ist,1,retelling,L1,Bilingual
ch2378or2,Persian,English,per,106,cat,goal,1,retelling,L1,Bilingual
ch2378or2,Persian,English,per,106,cat,attempt,1,retelling,L1,Bilingual
ch2378or2,Persian,English,per,106,cat,outcome,1,retelling,L1,Bilingual
ch2378or2,Persian,English,per,106,cat,ist,1,retelling,L1,Bilingual
ch2378or2,Persian,English,per,106,cat,ist,1,retelling,L1,Bilingual
ch2378or2,Persian,English,per,106,cat,goal,1,retelling,L1,Bilingual
ch2378or2,Persian,English,per,106,cat,attempt,0,retelling,L1,Bilingual
ch2378or2,Persian,English,per,106,cat,outcome,1,retelling,L1,Bilingual
ch2378or2,Persian,English,per,106,cat,ist,1,retelling,L1,Bilingual
ch2378or2,Persian,English,eng,106,dog,ist,1,retelling,L2,Bilingual
ch2378or2,Persian,English,eng,106,dog,goal,1,retelling,L2,Bilingual
ch2378or2,Persian,English,eng,106,dog,attempt,0,retelling,L2,Bilingual
ch2378or2,Persian,English,eng,106,dog,outcome,1,retelling,L2,Bilingual
ch2378or2,Persian,English,eng,106,dog,ist,0,retelling,L2,Bilingual
ch2378or2,Persian,English,eng,106,dog,ist,1,retelling,L2,Bilingual
ch2378or2,Persian,English,eng,106,dog,goal,1,retelling,L2,Bilingual
ch2378or2,Persian,English,eng,106,dog,attempt,1,retelling,L2,Bilingual
ch2378or2,Persian,English,eng,106,dog,outcome,1,retelling,L2,Bilingual
ch2378or2,Persian,English,eng,106,dog,ist,0,retelling,L2,Bilingual
ch2378or2,Persian,English,eng,106,dog,ist,1,retelling,L2,Bilingual
ch2378or2,Persian,English,eng,106,dog,goal,1,retelling,L2,Bilingual
ch2378or2,Persian,English,eng,106,dog,attempt,0,retelling,L2,Bilingual
ch2378or2,Persian,English,eng,106,dog,outcome,1,retelling,L2,Bilingual
ch2378or2,Persian,English,eng,106,dog,ist,1,retelling,L2,Bilingual
ch2379or2,Persian,English,per,112,cat,ist,1,retelling,L1,Bilingual
ch2379or2,Persian,English,per,112,cat,goal,1,retelling,L1,Bilingual
ch2379or2,Persian,English,per,112,cat,attempt,1,retelling,L1,Bilingual
ch2379or2,Persian,English,per,112,cat,outcome,1,retelling,L1,Bilingual
ch2379or2,Persian,English,per,112,cat,ist,0,retelling,L1,Bilingual
ch2379or2,Persian,English,per,112,cat,ist,1,retelling,L1,Bilingual
ch2379or2,Persian,English,per,112,cat,goal,0,retelling,L1,Bilingual
ch2379or2,Persian,English,per,112,cat,attempt,1,retelling,L1,Bilingual
ch2379or2,Persian,English,per,112,cat,outcome,1,retelling,L1,Bilingual
ch2379or2,Persian,English,per,112,cat,ist,1,retelling,L1,Bilingual
ch2379or2,Persian,English,per,112,cat,ist,1,retelling,L1,Bilingual
ch2379or2,Persian,English,per,112,cat,goal,0,retelling,L1,Bilingual
ch2379or2,Persian,English,per,112,cat,attempt,1,retelling,L1,Bilingual
ch2379or2,Persian,English,per,112,cat,outcome,1,retelling,L1,Bilingual
ch2379or2,Persian,English,per,112,cat,ist,1,retelling,L1,Bilingual
ch2379or2,Persian,English,eng,112,dog,ist,1,retelling,L2,Bilingual
ch2379or2,Persian,English,eng,112,dog,goal,1,retelling,L2,Bilingual
ch2379or2,Persian,English,eng,112,dog,attempt,0,retelling,L2,Bilingual
ch2379or2,Persian,English,eng,112,dog,outcome,0,retelling,L2,Bilingual
ch2379or2,Persian,English,eng,112,dog,ist,0,retelling,L2,Bilingual
ch2379or2,Persian,English,eng,112,dog,ist,1,retelling,L2,Bilingual
ch2379or2,Persian,English,eng,112,dog,goal,0,retelling,L2,Bilingual
ch2379or2,Persian,English,eng,112,dog,attempt,0,retelling,L2,Bilingual
ch2379or2,Persian,English,eng,112,dog,outcome,1,retelling,L2,Bilingual
ch2379or2,Persian,English,eng,112,dog,ist,1,retelling,L2,Bilingual
ch2379or2,Persian,English,eng,112,dog,ist,0,retelling,L2,Bilingual
ch2379or2,Persian,English,eng,112,dog,goal,1,retelling,L2,Bilingual
ch2379or2,Persian,English,eng,112,dog,attempt,0,retelling,L2,Bilingual
ch2379or2,Persian,English,eng,112,dog,outcome,1,retelling,L2,Bilingual
ch2379or2,Persian,English,eng,112,dog,ist,1,retelling,L2,Bilingual
ch2380or2,Persian,English,eng,97,dog,ist,1,retelling,L2,Bilingual
ch2380or2,Persian,English,eng,97,dog,goal,1,retelling,L2,Bilingual
ch2380or2,Persian,English,eng,97,dog,attempt,1,retelling,L2,Bilingual
ch2380or2,Persian,English,eng,97,dog,outcome,1,retelling,L2,Bilingual
ch2380or2,Persian,English,eng,97,dog,ist,0,retelling,L2,Bilingual
ch2380or2,Persian,English,eng,97,dog,ist,1,retelling,L2,Bilingual
ch2380or2,Persian,English,eng,97,dog,goal,1,retelling,L2,Bilingual
ch2380or2,Persian,English,eng,97,dog,attempt,1,retelling,L2,Bilingual
ch2380or2,Persian,English,eng,97,dog,outcome,1,retelling,L2,Bilingual
ch2380or2,Persian,English,eng,97,dog,ist,0,retelling,L2,Bilingual
ch2380or2,Persian,English,eng,97,dog,ist,0,retelling,L2,Bilingual
ch2380or2,Persian,English,eng,97,dog,goal,1,retelling,L2,Bilingual
ch2380or2,Persian,English,eng,97,dog,attempt,1,retelling,L2,Bilingual
ch2380or2,Persian,English,eng,97,dog,outcome,1,retelling,L2,Bilingual
ch2380or2,Persian,English,eng,97,dog,ist,0,retelling,L2,Bilingual
ch2380or2,Persian,English,per,97,cat,ist,1,retelling,L1,Bilingual
ch2380or2,Persian,English,per,97,cat,goal,1,retelling,L1,Bilingual
ch2380or2,Persian,English,per,97,cat,attempt,0,retelling,L1,Bilingual
ch2380or2,Persian,English,per,97,cat,outcome,1,retelling,L1,Bilingual
ch2380or2,Persian,English,per,97,cat,ist,0,retelling,L1,Bilingual
ch2380or2,Persian,English,per,97,cat,ist,1,retelling,L1,Bilingual
ch2380or2,Persian,English,per,97,cat,goal,1,retelling,L1,Bilingual
ch2380or2,Persian,English,per,97,cat,attempt,1,retelling,L1,Bilingual
ch2380or2,Persian,English,per,97,cat,outcome,0,retelling,L1,Bilingual
ch2380or2,Persian,English,per,97,cat,ist,0,retelling,L1,Bilingual
ch2380or2,Persian,English,per,97,cat,ist,1,retelling,L1,Bilingual
ch2380or2,Persian,English,per,97,cat,goal,0,retelling,L1,Bilingual
ch2380or2,Persian,English,per,97,cat,attempt,1,retelling,L1,Bilingual
ch2380or2,Persian,English,per,97,cat,outcome,1,retelling,L1,Bilingual
ch2380or2,Persian,English,per,97,cat,ist,0,retelling,L1,Bilingual
ch2381or2,Persian,English,per,108,dog,ist,1,retelling,L1,Bilingual
ch2381or2,Persian,English,per,108,dog,goal,1,retelling,L1,Bilingual
ch2381or2,Persian,English,per,108,dog,attempt,1,retelling,L1,Bilingual
ch2381or2,Persian,English,per,108,dog,outcome,1,retelling,L1,Bilingual
ch2381or2,Persian,English,per,108,dog,ist,1,retelling,L1,Bilingual
ch2381or2,Persian,English,per,108,dog,ist,1,retelling,L1,Bilingual
ch2381or2,Persian,English,per,108,dog,goal,0,retelling,L1,Bilingual
ch2381or2,Persian,English,per,108,dog,attempt,1,retelling,L1,Bilingual
ch2381or2,Persian,English,per,108,dog,outcome,1,retelling,L1,Bilingual
ch2381or2,Persian,English,per,108,dog,ist,1,retelling,L1,Bilingual
ch2381or2,Persian,English,per,108,dog,ist,1,retelling,L1,Bilingual
ch2381or2,Persian,English,per,108,dog,goal,1,retelling,L1,Bilingual
ch2381or2,Persian,English,per,108,dog,attempt,0,retelling,L1,Bilingual
ch2381or2,Persian,English,per,108,dog,outcome,1,retelling,L1,Bilingual
ch2381or2,Persian,English,per,108,dog,ist,1,retelling,L1,Bilingual
ch2381or2,Persian,English,eng,108,cat,ist,1,retelling,L2,Bilingual
ch2381or2,Persian,English,eng,108,cat,goal,1,retelling,L2,Bilingual
ch2381or2,Persian,English,eng,108,cat,attempt,1,retelling,L2,Bilingual
ch2381or2,Persian,English,eng,108,cat,outcome,1,retelling,L2,Bilingual
ch2381or2,Persian,English,eng,108,cat,ist,1,retelling,L2,Bilingual
ch2381or2,Persian,English,eng,108,cat,ist,1,retelling,L2,Bilingual
ch2381or2,Persian,English,eng,108,cat,goal,0,retelling,L2,Bilingual
ch2381or2,Persian,English,eng,108,cat,attempt,0,retelling,L2,Bilingual
ch2381or2,Persian,English,eng,108,cat,outcome,1,retelling,L2,Bilingual
ch2381or2,Persian,English,eng,108,cat,ist,1,retelling,L2,Bilingual
ch2381or2,Persian,English,eng,108,cat,ist,1,retelling,L2,Bilingual
ch2381or2,Persian,English,eng,108,cat,goal,1,retelling,L2,Bilingual
ch2381or2,Persian,English,eng,108,cat,attempt,0,retelling,L2,Bilingual
ch2381or2,Persian,English,eng,108,cat,outcome,1,retelling,L2,Bilingual
ch2381or2,Persian,English,eng,108,cat,ist,1,retelling,L2,Bilingual
ch2382or2,Persian,English,per,108,cat,ist,1,retelling,L1,Bilingual
ch2382or2,Persian,English,per,108,cat,goal,1,retelling,L1,Bilingual
ch2382or2,Persian,English,per,108,cat,attempt,0,retelling,L1,Bilingual
ch2382or2,Persian,English,per,108,cat,outcome,1,retelling,L1,Bilingual
ch2382or2,Persian,English,per,108,cat,ist,0,retelling,L1,Bilingual
ch2382or2,Persian,English,per,108,cat,ist,1,retelling,L1,Bilingual
ch2382or2,Persian,English,per,108,cat,goal,1,retelling,L1,Bilingual
ch2382or2,Persian,English,per,108,cat,attempt,1,retelling,L1,Bilingual
ch2382or2,Persian,English,per,108,cat,outcome,1,retelling,L1,Bilingual
ch2382or2,Persian,English,per,108,cat,ist,1,retelling,L1,Bilingual
ch2382or2,Persian,English,per,108,cat,ist,1,retelling,L1,Bilingual
ch2382or2,Persian,English,per,108,cat,goal,0,retelling,L1,Bilingual
ch2382or2,Persian,English,per,108,cat,attempt,1,retelling,L1,Bilingual
ch2382or2,Persian,English,per,108,cat,outcome,1,retelling,L1,Bilingual
ch2382or2,Persian,English,per,108,cat,ist,1,retelling,L1,Bilingual
ch2382or2,Persian,English,eng,108,dog,ist,1,retelling,L2,Bilingual
ch2382or2,Persian,English,eng,108,dog,goal,0,retelling,L2,Bilingual
ch2382or2,Persian,English,eng,108,dog,attempt,1,retelling,L2,Bilingual
ch2382or2,Persian,English,eng,108,dog,outcome,1,retelling,L2,Bilingual
ch2382or2,Persian,English,eng,108,dog,ist,0,retelling,L2,Bilingual
ch2382or2,Persian,English,eng,108,dog,ist,1,retelling,L2,Bilingual
ch2382or2,Persian,English,eng,108,dog,goal,1,retelling,L2,Bilingual
ch2382or2,Persian,English,eng,108,dog,attempt,1,retelling,L2,Bilingual
ch2382or2,Persian,English,eng,108,dog,outcome,1,retelling,L2,Bilingual
ch2382or2,Persian,English,eng,108,dog,ist,0,retelling,L2,Bilingual
ch2382or2,Persian,English,eng,108,dog,ist,1,retelling,L2,Bilingual
ch2382or2,Persian,English,eng,108,dog,goal,0,retelling,L2,Bilingual
ch2382or2,Persian,English,eng,108,dog,attempt,1,retelling,L2,Bilingual
ch2382or2,Persian,English,eng,108,dog,outcome,1,retelling,L2,Bilingual
ch2382or2,Persian,English,eng,108,dog,ist,1,retelling,L2,Bilingual
ch2383or2,Persian,English,per,108,dog,ist,1,retelling,L1,Bilingual
ch2383or2,Persian,English,per,108,dog,goal,1,retelling,L1,Bilingual
ch2383or2,Persian,English,per,108,dog,attempt,1,retelling,L1,Bilingual
ch2383or2,Persian,English,per,108,dog,outcome,1,retelling,L1,Bilingual
ch2383or2,Persian,English,per,108,dog,ist,1,retelling,L1,Bilingual
ch2383or2,Persian,English,per,108,dog,ist,1,retelling,L1,Bilingual
ch2383or2,Persian,English,per,108,dog,goal,1,retelling,L1,Bilingual
ch2383or2,Persian,English,per,108,dog,attempt,1,retelling,L1,Bilingual
ch2383or2,Persian,English,per,108,dog,outcome,1,retelling,L1,Bilingual
ch2383or2,Persian,English,per,108,dog,ist,1,retelling,L1,Bilingual
ch2383or2,Persian,English,per,108,dog,ist,1,retelling,L1,Bilingual
ch2383or2,Persian,English,per,108,dog,goal,1,retelling,L1,Bilingual
ch2383or2,Persian,English,per,108,dog,attempt,1,retelling,L1,Bilingual
ch2383or2,Persian,English,per,108,dog,outcome,1,retelling,L1,Bilingual
ch2383or2,Persian,English,per,108,dog,ist,1,retelling,L1,Bilingual
ch2383or2,Persian,English,eng,108,cat,ist,1,retelling,L2,Bilingual
ch2383or2,Persian,English,eng,108,cat,goal,1,retelling,L2,Bilingual
ch2383or2,Persian,English,eng,108,cat,attempt,1,retelling,L2,Bilingual
ch2383or2,Persian,English,eng,108,cat,outcome,1,retelling,L2,Bilingual
ch2383or2,Persian,English,eng,108,cat,ist,1,retelling,L2,Bilingual
ch2383or2,Persian,English,eng,108,cat,ist,1,retelling,L2,Bilingual
ch2383or2,Persian,English,eng,108,cat,goal,0,retelling,L2,Bilingual
ch2383or2,Persian,English,eng,108,cat,attempt,1,retelling,L2,Bilingual
ch2383or2,Persian,English,eng,108,cat,outcome,1,retelling,L2,Bilingual
ch2383or2,Persian,English,eng,108,cat,ist,0,retelling,L2,Bilingual
ch2383or2,Persian,English,eng,108,cat,ist,1,retelling,L2,Bilingual
ch2383or2,Persian,English,eng,108,cat,goal,0,retelling,L2,Bilingual
ch2383or2,Persian,English,eng,108,cat,attempt,1,retelling,L2,Bilingual
ch2383or2,Persian,English,eng,108,cat,outcome,1,retelling,L2,Bilingual
ch2383or2,Persian,English,eng,108,cat,ist,0,retelling,L2,Bilingual
ch2384or2,Persian,English,per,100,dog,ist,1,retelling,L1,Bilingual
ch2384or2,Persian,English,per,100,dog,goal,1,retelling,L1,Bilingual
ch2384or2,Persian,English,per,100,dog,attempt,1,retelling,L1,Bilingual
ch2384or2,Persian,English,per,100,dog,outcome,1,retelling,L1,Bilingual
ch2384or2,Persian,English,per,100,dog,ist,1,retelling,L1,Bilingual
ch2384or2,Persian,English,per,100,dog,ist,1,retelling,L1,Bilingual
ch2384or2,Persian,English,per,100,dog,goal,0,retelling,L1,Bilingual
ch2384or2,Persian,English,per,100,dog,attempt,1,retelling,L1,Bilingual
ch2384or2,Persian,English,per,100,dog,outcome,1,retelling,L1,Bilingual
ch2384or2,Persian,English,per,100,dog,ist,1,retelling,L1,Bilingual
ch2384or2,Persian,English,per,100,dog,ist,1,retelling,L1,Bilingual
ch2384or2,Persian,English,per,100,dog,goal,1,retelling,L1,Bilingual
ch2384or2,Persian,English,per,100,dog,attempt,1,retelling,L1,Bilingual
ch2384or2,Persian,English,per,100,dog,outcome,1,retelling,L1,Bilingual
ch2384or2,Persian,English,per,100,dog,ist,1,retelling,L1,Bilingual
ch2384or2,Persian,English,eng,100,cat,ist,1,retelling,L2,Bilingual
ch2384or2,Persian,English,eng,100,cat,goal,1,retelling,L2,Bilingual
ch2384or2,Persian,English,eng,100,cat,attempt,1,retelling,L2,Bilingual
ch2384or2,Persian,English,eng,100,cat,outcome,1,retelling,L2,Bilingual
ch2384or2,Persian,English,eng,100,cat,ist,0,retelling,L2,Bilingual
ch2384or2,Persian,English,eng,100,cat,ist,1,retelling,L2,Bilingual
ch2384or2,Persian,English,eng,100,cat,goal,0,retelling,L2,Bilingual
ch2384or2,Persian,English,eng,100,cat,attempt,0,retelling,L2,Bilingual
ch2384or2,Persian,English,eng,100,cat,outcome,1,retelling,L2,Bilingual
ch2384or2,Persian,English,eng,100,cat,ist,1,retelling,L2,Bilingual
ch2384or2,Persian,English,eng,100,cat,ist,1,retelling,L2,Bilingual
ch2384or2,Persian,English,eng,100,cat,goal,0,retelling,L2,Bilingual
ch2384or2,Persian,English,eng,100,cat,attempt,0,retelling,L2,Bilingual
ch2384or2,Persian,English,eng,100,cat,outcome,1,retelling,L2,Bilingual
ch2384or2,Persian,English,eng,100,cat,ist,1,retelling,L2,Bilingual
ch2385or2,Persian,English,per,96,cat,ist,1,retelling,L1,Bilingual
ch2385or2,Persian,English,per,96,cat,goal,1,retelling,L1,Bilingual
ch2385or2,Persian,English,per,96,cat,attempt,0,retelling,L1,Bilingual
ch2385or2,Persian,English,per,96,cat,outcome,1,retelling,L1,Bilingual
ch2385or2,Persian,English,per,96,cat,ist,1,retelling,L1,Bilingual
ch2385or2,Persian,English,per,96,cat,ist,1,retelling,L1,Bilingual
ch2385or2,Persian,English,per,96,cat,goal,1,retelling,L1,Bilingual
ch2385or2,Persian,English,per,96,cat,attempt,0,retelling,L1,Bilingual
ch2385or2,Persian,English,per,96,cat,outcome,1,retelling,L1,Bilingual
ch2385or2,Persian,English,per,96,cat,ist,0,retelling,L1,Bilingual
ch2385or2,Persian,English,per,96,cat,ist,1,retelling,L1,Bilingual
ch2385or2,Persian,English,per,96,cat,goal,1,retelling,L1,Bilingual
ch2385or2,Persian,English,per,96,cat,attempt,0,retelling,L1,Bilingual
ch2385or2,Persian,English,per,96,cat,outcome,1,retelling,L1,Bilingual
ch2385or2,Persian,English,per,96,cat,ist,0,retelling,L1,Bilingual
ch2385or2,Persian,English,eng,96,dog,ist,1,retelling,L2,Bilingual
ch2385or2,Persian,English,eng,96,dog,goal,1,retelling,L2,Bilingual
ch2385or2,Persian,English,eng,96,dog,attempt,0,retelling,L2,Bilingual
ch2385or2,Persian,English,eng,96,dog,outcome,1,retelling,L2,Bilingual
ch2385or2,Persian,English,eng,96,dog,ist,1,retelling,L2,Bilingual
ch2385or2,Persian,English,eng,96,dog,ist,1,retelling,L2,Bilingual
ch2385or2,Persian,English,eng,96,dog,goal,0,retelling,L2,Bilingual
ch2385or2,Persian,English,eng,96,dog,attempt,1,retelling,L2,Bilingual
ch2385or2,Persian,English,eng,96,dog,outcome,1,retelling,L2,Bilingual
ch2385or2,Persian,English,eng,96,dog,ist,0,retelling,L2,Bilingual
ch2385or2,Persian,English,eng,96,dog,ist,1,retelling,L2,Bilingual
ch2385or2,Persian,English,eng,96,dog,goal,0,retelling,L2,Bilingual
ch2385or2,Persian,English,eng,96,dog,attempt,0,retelling,L2,Bilingual
ch2385or2,Persian,English,eng,96,dog,outcome,1,retelling,L2,Bilingual
ch2385or2,Persian,English,eng,96,dog,ist,0,retelling,L2,Bilingual
ch2386or2,Persian,English,eng,103,cat,ist,0,retelling,L2,Bilingual
ch2386or2,Persian,English,eng,103,cat,goal,0,retelling,L2,Bilingual
ch2386or2,Persian,English,eng,103,cat,attempt,1,retelling,L2,Bilingual
ch2386or2,Persian,English,eng,103,cat,outcome,1,retelling,L2,Bilingual
ch2386or2,Persian,English,eng,103,cat,ist,0,retelling,L2,Bilingual
ch2386or2,Persian,English,eng,103,cat,ist,1,retelling,L2,Bilingual
ch2386or2,Persian,English,eng,103,cat,goal,0,retelling,L2,Bilingual
ch2386or2,Persian,English,eng,103,cat,attempt,1,retelling,L2,Bilingual
ch2386or2,Persian,English,eng,103,cat,outcome,1,retelling,L2,Bilingual
ch2386or2,Persian,English,eng,103,cat,ist,1,retelling,L2,Bilingual
ch2386or2,Persian,English,eng,103,cat,ist,1,retelling,L2,Bilingual
ch2386or2,Persian,English,eng,103,cat,goal,0,retelling,L2,Bilingual
ch2386or2,Persian,English,eng,103,cat,attempt,1,retelling,L2,Bilingual
ch2386or2,Persian,English,eng,103,cat,outcome,1,retelling,L2,Bilingual
ch2386or2,Persian,English,eng,103,cat,ist,1,retelling,L2,Bilingual
ch2386or2,Persian,English,per,103,dog,ist,1,retelling,L1,Bilingual
ch2386or2,Persian,English,per,103,dog,goal,1,retelling,L1,Bilingual
ch2386or2,Persian,English,per,103,dog,attempt,1,retelling,L1,Bilingual
ch2386or2,Persian,English,per,103,dog,outcome,1,retelling,L1,Bilingual
ch2386or2,Persian,English,per,103,dog,ist,0,retelling,L1,Bilingual
ch2386or2,Persian,English,per,103,dog,ist,1,retelling,L1,Bilingual
ch2386or2,Persian,English,per,103,dog,goal,0,retelling,L1,Bilingual
ch2386or2,Persian,English,per,103,dog,attempt,0,retelling,L1,Bilingual
ch2386or2,Persian,English,per,103,dog,outcome,1,retelling,L1,Bilingual
ch2386or2,Persian,English,per,103,dog,ist,1,retelling,L1,Bilingual
ch2386or2,Persian,English,per,103,dog,ist,1,retelling,L1,Bilingual
ch2386or2,Persian,English,per,103,dog,goal,0,retelling,L1,Bilingual
ch2386or2,Persian,English,per,103,dog,attempt,1,retelling,L1,Bilingual
ch2386or2,Persian,English,per,103,dog,outcome,1,retelling,L1,Bilingual
ch2386or2,Persian,English,per,103,dog,ist,0,retelling,L1,Bilingual
ch2387or2,Persian,English,eng,104,dog,ist,1,retelling,L2,Bilingual
ch2387or2,Persian,English,eng,104,dog,goal,1,retelling,L2,Bilingual
ch2387or2,Persian,English,eng,104,dog,attempt,0,retelling,L2,Bilingual
ch2387or2,Persian,English,eng,104,dog,outcome,1,retelling,L2,Bilingual
ch2387or2,Persian,English,eng,104,dog,ist,0,retelling,L2,Bilingual
ch2387or2,Persian,English,eng,104,dog,ist,1,retelling,L2,Bilingual
ch2387or2,Persian,English,eng,104,dog,goal,0,retelling,L2,Bilingual
ch2387or2,Persian,English,eng,104,dog,attempt,1,retelling,L2,Bilingual
ch2387or2,Persian,English,eng,104,dog,outcome,1,retelling,L2,Bilingual
ch2387or2,Persian,English,eng,104,dog,ist,0,retelling,L2,Bilingual
ch2387or2,Persian,English,eng,104,dog,ist,1,retelling,L2,Bilingual
ch2387or2,Persian,English,eng,104,dog,goal,1,retelling,L2,Bilingual
ch2387or2,Persian,English,eng,104,dog,attempt,0,retelling,L2,Bilingual
ch2387or2,Persian,English,eng,104,dog,outcome,1,retelling,L2,Bilingual
ch2387or2,Persian,English,eng,104,dog,ist,0,retelling,L2,Bilingual
ch2387or2,Persian,English,per,104,cat,ist,1,retelling,L1,Bilingual
ch2387or2,Persian,English,per,104,cat,goal,1,retelling,L1,Bilingual
ch2387or2,Persian,English,per,104,cat,attempt,0,retelling,L1,Bilingual
ch2387or2,Persian,English,per,104,cat,outcome,1,retelling,L1,Bilingual
ch2387or2,Persian,English,per,104,cat,ist,0,retelling,L1,Bilingual
ch2387or2,Persian,English,per,104,cat,ist,1,retelling,L1,Bilingual
ch2387or2,Persian,English,per,104,cat,goal,0,retelling,L1,Bilingual
ch2387or2,Persian,English,per,104,cat,attempt,0,retelling,L1,Bilingual
ch2387or2,Persian,English,per,104,cat,outcome,1,retelling,L1,Bilingual
ch2387or2,Persian,English,per,104,cat,ist,0,retelling,L1,Bilingual
ch2387or2,Persian,English,per,104,cat,ist,0,retelling,L1,Bilingual
ch2387or2,Persian,English,per,104,cat,goal,0,retelling,L1,Bilingual
ch2387or2,Persian,English,per,104,cat,attempt,1,retelling,L1,Bilingual
