child,L1,L2,testlanguage,age,story,item,response,mode,test_lang_status,ling
ch2730or21,Italian,English,ita,69,cat,goal,0,retelling,L1,Bilingual
ch2730or21,Italian,English,ita,69,cat,attempt,0,retelling,L1,Bilingual
ch2730or21,Italian,English,ita,69,cat,outcome,1,retelling,L1,Bilingual
ch2730or21,Italian,English,ita,69,cat,ist,1,retelling,L1,Bilingual
ch2730or21,Italian,English,ita,69,cat,ist,0,retelling,L1,Bilingual
ch2730or21,Italian,English,ita,69,cat,goal,0,retelling,L1,Bilingual
ch2730or21,Italian,English,ita,69,cat,attempt,1,retelling,L1,Bilingual
ch2730or21,Italian,English,ita,69,cat,outcome,0,retelling,L1,Bilingual
ch2730or21,Italian,English,ita,69,cat,ist,0,retelling,L1,Bilingual
ch2730or21,Italian,English,ita,69,cat,ist,0,retelling,L1,Bilingual
ch2730or21,Italian,English,ita,69,cat,goal,0,retelling,L1,Bilingual
ch2730or21,Italian,English,ita,69,cat,attempt,1,retelling,L1,Bilingual
ch2730or21,Italian,English,ita,69,cat,outcome,0,retelling,L1,Bilingual
ch2730or21,Italian,English,ita,69,cat,ist,0,retelling,L1,Bilingual
ch2751or21,Italian,English,ita,66,dog,ist,1,retelling,L1,Bilingual
ch2751or21,Italian,English,ita,66,dog,goal,0,retelling,L1,Bilingual
ch2751or21,Italian,English,ita,66,dog,attempt,1,retelling,L1,Bilingual
ch2751or21,Italian,English,ita,66,dog,outcome,1,retelling,L1,Bilingual
ch2751or21,Italian,English,ita,66,dog,ist,1,retelling,L1,Bilingual
ch2751or21,Italian,English,ita,66,dog,ist,0,retelling,L1,Bilingual
ch2751or21,Italian,English,ita,66,dog,goal,0,retelling,L1,Bilingual
ch2751or21,Italian,English,ita,66,dog,attempt,1,retelling,L1,Bilingual
ch2751or21,Italian,English,ita,66,dog,outcome,1,retelling,L1,Bilingual
ch2751or21,Italian,English,ita,66,dog,ist,0,retelling,L1,Bilingual
ch2751or21,Italian,English,ita,66,dog,ist,0,retelling,L1,Bilingual
ch2751or21,Italian,English,ita,66,dog,goal,1,retelling,L1,Bilingual
ch2751or21,Italian,English,ita,66,dog,attempt,0,retelling,L1,Bilingual
ch2751or21,Italian,English,ita,66,dog,outcome,1,retelling,L1,Bilingual
ch2751or21,Italian,English,ita,66,dog,ist,0,retelling,L1,Bilingual
ch2751or21,Italian,English,eng,66,cat,ist,1,retelling,L2,Bilingual
ch2751or21,Italian,English,eng,66,cat,goal,1,retelling,L2,Bilingual
ch2751or21,Italian,English,eng,66,cat,attempt,1,retelling,L2,Bilingual
ch2751or21,Italian,English,eng,66,cat,outcome,1,retelling,L2,Bilingual
ch2751or21,Italian,English,eng,66,cat,ist,0,retelling,L2,Bilingual
ch2751or21,Italian,English,eng,66,cat,ist,1,retelling,L2,Bilingual
ch2751or21,Italian,English,eng,66,cat,goal,0,retelling,L2,Bilingual
ch2751or21,Italian,English,eng,66,cat,attempt,0,retelling,L2,Bilingual
ch2751or21,Italian,English,eng,66,cat,outcome,1,retelling,L2,Bilingual
ch2751or21,Italian,English,eng,66,cat,ist,0,retelling,L2,Bilingual
ch2751or21,Italian,English,eng,66,cat,ist,1,retelling,L2,Bilingual
ch2751or21,Italian,English,eng,66,cat,goal,0,retelling,L2,Bilingual
ch2751or21,Italian,English,eng,66,cat,attempt,0,retelling,L2,Bilingual
ch2751or21,Italian,English,eng,66,cat,outcome,1,retelling,L2,Bilingual
ch2751or21,Italian,English,eng,66,cat,ist,0,retelling,L2,Bilingual
ch2751or21,Italian,English,ita,66,bird,ist,1,telling,L1,Bilingual
ch2751or21,Italian,English,ita,66,bird,goal,0,telling,L1,Bilingual
ch2751or21,Italian,English,ita,66,bird,attempt,1,telling,L1,Bilingual
ch2751or21,Italian,English,ita,66,bird,outcome,1,telling,L1,Bilingual
ch2751or21,Italian,English,ita,66,bird,ist,0,telling,L1,Bilingual
ch2751or21,Italian,English,ita,66,bird,ist,0,telling,L1,Bilingual
ch2751or21,Italian,English,ita,66,bird,goal,1,telling,L1,Bilingual
ch2751or21,Italian,English,ita,66,bird,attempt,0,telling,L1,Bilingual
ch2751or21,Italian,English,ita,66,bird,outcome,0,telling,L1,Bilingual
ch2751or21,Italian,English,ita,66,bird,ist,0,telling,L1,Bilingual
ch2751or21,Italian,English,ita,66,bird,ist,0,telling,L1,Bilingual
ch2751or21,Italian,English,ita,66,bird,goal,0,telling,L1,Bilingual
ch2751or21,Italian,English,ita,66,bird,attempt,1,telling,L1,Bilingual
ch2751or21,Italian,English,ita,66,bird,outcome,1,telling,L1,Bilingual
ch2751or21,Italian,English,ita,66,bird,ist,1,telling,L1,Bilingual
ch2751or21,Italian,English,eng,66,goat,ist,0,telling,L2,Bilingual
ch2751or21,Italian,English,eng,66,goat,goal,0,telling,L2,Bilingual
ch2751or21,Italian,English,eng,66,goat,attempt,1,telling,L2,Bilingual
ch2751or21,Italian,English,eng,66,goat,outcome,1,telling,L2,Bilingual
ch2751or21,Italian,English,eng,66,goat,ist,0,telling,L2,Bilingual
ch2751or21,Italian,English,eng,66,goat,ist,0,telling,L2,Bilingual
ch2751or21,Italian,English,eng,66,goat,goal,0,telling,L2,Bilingual
ch2751or21,Italian,English,eng,66,goat,attempt,1,telling,L2,Bilingual
ch2751or21,Italian,English,eng,66,goat,outcome,1,telling,L2,Bilingual
ch2751or21,Italian,English,eng,66,goat,ist,0,telling,L2,Bilingual
ch2751or21,Italian,English,eng,66,goat,ist,1,telling,L2,Bilingual
ch2751or21,Italian,English,eng,66,goat,goal,0,telling,L2,Bilingual
ch2751or21,Italian,English,eng,66,goat,attempt,1,telling,L2,Bilingual
ch2751or21,Italian,English,eng,66,goat,outcome,1,telling,L2,Bilingual
ch2751or21,Italian,English,eng,66,goat,ist,0,telling,L2,Bilingual
ch2752or21,Italian,English,ita,78,bird,ist,0,telling,L1,Bilingual
ch2752or21,Italian,English,ita,78,bird,goal,0,telling,L1,Bilingual
ch2752or21,Italian,English,ita,78,bird,attempt,1,telling,L1,Bilingual
ch2752or21,Italian,English,ita,78,bird,outcome,1,telling,L1,Bilingual
ch2752or21,Italian,English,ita,78,bird,ist,0,telling,L1,Bilingual
ch2752or21,Italian,English,ita,78,bird,ist,0,telling,L1,Bilingual
ch2752or21,Italian,English,ita,78,bird,goal,1,telling,L1,Bilingual
ch2752or21,Italian,English,ita,78,bird,attempt,1,telling,L1,Bilingual
ch2752or21,Italian,English,ita,78,bird,outcome,1,telling,L1,Bilingual
ch2752or21,Italian,English,ita,78,bird,ist,0,telling,L1,Bilingual
ch2752or21,Italian,English,ita,78,bird,ist,0,telling,L1,Bilingual
ch2752or21,Italian,English,ita,78,bird,goal,0,telling,L1,Bilingual
ch2752or21,Italian,English,ita,78,bird,attempt,1,telling,L1,Bilingual
ch2752or21,Italian,English,ita,78,bird,outcome,1,telling,L1,Bilingual
ch2752or21,Italian,English,ita,78,bird,ist,0,telling,L1,Bilingual
ch2752or21,Italian,English,ita,78,dog,ist,0,retelling,L1,Bilingual
ch2752or21,Italian,English,ita,78,dog,goal,1,retelling,L1,Bilingual
ch2752or21,Italian,English,ita,78,dog,attempt,0,retelling,L1,Bilingual
ch2752or21,Italian,English,ita,78,dog,outcome,1,retelling,L1,Bilingual
ch2752or21,Italian,English,ita,78,dog,ist,1,retelling,L1,Bilingual
ch2752or21,Italian,English,ita,78,dog,ist,0,retelling,L1,Bilingual
ch2752or21,Italian,English,ita,78,dog,goal,0,retelling,L1,Bilingual
ch2752or21,Italian,English,ita,78,dog,attempt,1,retelling,L1,Bilingual
ch2752or21,Italian,English,ita,78,dog,outcome,1,retelling,L1,Bilingual
ch2752or21,Italian,English,ita,78,dog,ist,0,retelling,L1,Bilingual
ch2752or21,Italian,English,ita,78,dog,ist,0,retelling,L1,Bilingual
ch2752or21,Italian,English,ita,78,dog,goal,0,retelling,L1,Bilingual
ch2752or21,Italian,English,ita,78,dog,attempt,0,retelling,L1,Bilingual
ch2752or21,Italian,English,ita,78,dog,outcome,1,retelling,L1,Bilingual
ch2752or21,Italian,English,ita,78,dog,ist,0,retelling,L1,Bilingual
ch2752or21,Italian,English,eng,78,cat,ist,0,retelling,L2,Bilingual
ch2752or21,Italian,English,eng,78,cat,goal,1,retelling,L2,Bilingual
ch2752or21,Italian,English,eng,78,cat,attempt,0,retelling,L2,Bilingual
ch2752or21,Italian,English,eng,78,cat,outcome,1,retelling,L2,Bilingual
ch2752or21,Italian,English,eng,78,cat,ist,0,retelling,L2,Bilingual
ch2752or21,Italian,English,eng,78,cat,ist,1,retelling,L2,Bilingual
ch2752or21,Italian,English,eng,78,cat,goal,0,retelling,L2,Bilingual
ch2752or21,Italian,English,eng,78,cat,attempt,0,retelling,L2,Bilingual
ch2752or21,Italian,English,eng,78,cat,outcome,1,retelling,L2,Bilingual
ch2752or21,Italian,English,eng,78,cat,ist,0,retelling,L2,Bilingual
ch2752or21,Italian,English,eng,78,cat,ist,1,retelling,L2,Bilingual
ch2752or21,Italian,English,eng,78,cat,goal,1,retelling,L2,Bilingual
ch2752or21,Italian,English,eng,78,cat,attempt,0,retelling,L2,Bilingual
ch2752or21,Italian,English,eng,78,cat,outcome,0,retelling,L2,Bilingual
ch2752or21,Italian,English,eng,78,cat,ist,0,retelling,L2,Bilingual
ch2752or21,Italian,English,eng,78,goat,ist,0,telling,L2,Bilingual
ch2752or21,Italian,English,eng,78,goat,goal,0,telling,L2,Bilingual
ch2752or21,Italian,English,eng,78,goat,attempt,0,telling,L2,Bilingual
ch2752or21,Italian,English,eng,78,goat,outcome,1,telling,L2,Bilingual
ch2752or21,Italian,English,eng,78,goat,ist,0,telling,L2,Bilingual
ch2752or21,Italian,English,eng,78,goat,ist,0,telling,L2,Bilingual
ch2752or21,Italian,English,eng,78,goat,goal,0,telling,L2,Bilingual
ch2752or21,Italian,English,eng,78,goat,attempt,1,telling,L2,Bilingual
ch2752or21,Italian,English,eng,78,goat,outcome,1,telling,L2,Bilingual
ch2752or21,Italian,English,eng,78,goat,ist,0,telling,L2,Bilingual
ch2752or21,Italian,English,eng,78,goat,ist,0,telling,L2,Bilingual
ch2752or21,Italian,English,eng,78,goat,goal,0,telling,L2,Bilingual
ch2752or21,Italian,English,eng,78,goat,attempt,0,telling,L2,Bilingual
ch2752or21,Italian,English,eng,78,goat,outcome,1,telling,L2,Bilingual
ch2752or21,Italian,English,eng,78,goat,ist,0,telling,L2,Bilingual
ch2753or21,Italian,English,eng,60,cat,ist,1,retelling,L2,Bilingual
ch2753or21,Italian,English,eng,60,cat,goal,1,retelling,L2,Bilingual
ch2753or21,Italian,English,eng,60,cat,attempt,1,retelling,L2,Bilingual
ch2753or21,Italian,English,eng,60,cat,outcome,1,retelling,L2,Bilingual
ch2753or21,Italian,English,eng,60,cat,ist,0,retelling,L2,Bilingual
ch2753or21,Italian,English,eng,60,cat,ist,1,retelling,L2,Bilingual
ch2753or21,Italian,English,eng,60,cat,goal,0,retelling,L2,Bilingual
ch2753or21,Italian,English,eng,60,cat,attempt,1,retelling,L2,Bilingual
ch2753or21,Italian,English,eng,60,cat,outcome,1,retelling,L2,Bilingual
ch2753or21,Italian,English,eng,60,cat,ist,0,retelling,L2,Bilingual
ch2753or21,Italian,English,eng,60,cat,ist,0,retelling,L2,Bilingual
ch2753or21,Italian,English,eng,60,cat,goal,0,retelling,L2,Bilingual
ch2753or21,Italian,English,eng,60,cat,attempt,0,retelling,L2,Bilingual
ch2753or21,Italian,English,eng,60,cat,outcome,1,retelling,L2,Bilingual
ch2753or21,Italian,English,eng,60,cat,ist,0,retelling,L2,Bilingual
ch2753or21,Italian,English,eng,60,goat,ist,0,telling,L2,Bilingual
ch2753or21,Italian,English,eng,60,goat,goal,0,telling,L2,Bilingual
ch2753or21,Italian,English,eng,60,goat,attempt,1,telling,L2,Bilingual
ch2753or21,Italian,English,eng,60,goat,outcome,1,telling,L2,Bilingual
ch2753or21,Italian,English,eng,60,goat,ist,0,telling,L2,Bilingual
ch2753or21,Italian,English,eng,60,goat,ist,0,telling,L2,Bilingual
ch2753or21,Italian,English,eng,60,goat,goal,1,telling,L2,Bilingual
ch2753or21,Italian,English,eng,60,goat,attempt,1,telling,L2,Bilingual
ch2753or21,Italian,English,eng,60,goat,outcome,1,telling,L2,Bilingual
ch2753or21,Italian,English,eng,60,goat,ist,0,telling,L2,Bilingual
ch2753or21,Italian,English,eng,60,goat,ist,1,telling,L2,Bilingual
ch2753or21,Italian,English,eng,60,goat,goal,1,telling,L2,Bilingual
ch2753or21,Italian,English,eng,60,goat,attempt,1,telling,L2,Bilingual
ch2753or21,Italian,English,eng,60,goat,outcome,0,telling,L2,Bilingual
ch2753or21,Italian,English,eng,60,goat,ist,0,telling,L2,Bilingual
ch2753or21,Italian,English,ita,60,dog,ist,1,retelling,L1,Bilingual
ch2753or21,Italian,English,ita,60,dog,goal,1,retelling,L1,Bilingual
ch2753or21,Italian,English,ita,60,dog,attempt,0,retelling,L1,Bilingual
ch2753or21,Italian,English,ita,60,dog,outcome,0,retelling,L1,Bilingual
ch2753or21,Italian,English,ita,60,dog,ist,1,retelling,L1,Bilingual
ch2753or21,Italian,English,ita,60,dog,ist,1,retelling,L1,Bilingual
ch2753or21,Italian,English,ita,60,dog,goal,0,retelling,L1,Bilingual
ch2753or21,Italian,English,ita,60,dog,attempt,0,retelling,L1,Bilingual
ch2753or21,Italian,English,ita,60,dog,outcome,0,retelling,L1,Bilingual
ch2753or21,Italian,English,ita,60,dog,ist,0,retelling,L1,Bilingual
ch2753or21,Italian,English,ita,60,dog,ist,1,retelling,L1,Bilingual
ch2753or21,Italian,English,ita,60,dog,goal,0,retelling,L1,Bilingual
ch2753or21,Italian,English,ita,60,dog,attempt,1,retelling,L1,Bilingual
ch2753or21,Italian,English,ita,60,dog,outcome,1,retelling,L1,Bilingual
ch2753or21,Italian,English,ita,60,dog,ist,0,retelling,L1,Bilingual
ch2753or21,Italian,English,ita,60,bird,ist,0,telling,L1,Bilingual
ch2753or21,Italian,English,ita,60,bird,goal,0,telling,L1,Bilingual
ch2753or21,Italian,English,ita,60,bird,attempt,1,telling,L1,Bilingual
ch2753or21,Italian,English,ita,60,bird,outcome,0,telling,L1,Bilingual
ch2753or21,Italian,English,ita,60,bird,ist,0,telling,L1,Bilingual
ch2753or21,Italian,English,ita,60,bird,ist,1,telling,L1,Bilingual
ch2753or21,Italian,English,ita,60,bird,goal,0,telling,L1,Bilingual
ch2753or21,Italian,English,ita,60,bird,attempt,1,telling,L1,Bilingual
ch2753or21,Italian,English,ita,60,bird,outcome,1,telling,L1,Bilingual
ch2753or21,Italian,English,ita,60,bird,ist,0,telling,L1,Bilingual
ch2753or21,Italian,English,ita,60,bird,ist,0,telling,L1,Bilingual
ch2753or21,Italian,English,ita,60,bird,goal,0,telling,L1,Bilingual
ch2753or21,Italian,English,ita,60,bird,attempt,1,telling,L1,Bilingual
ch2753or21,Italian,English,ita,60,bird,outcome,0,telling,L1,Bilingual
ch2753or21,Italian,English,ita,60,bird,ist,1,telling,L1,Bilingual
ch2754or21,Italian,English,ita,75,goat,ist,0,telling,L1,Bilingual
ch2754or21,Italian,English,ita,75,goat,goal,0,telling,L1,Bilingual
ch2754or21,Italian,English,ita,75,goat,attempt,0,telling,L1,Bilingual
ch2754or21,Italian,English,ita,75,goat,outcome,0,telling,L1,Bilingual
ch2754or21,Italian,English,ita,75,goat,ist,0,telling,L1,Bilingual
ch2754or21,Italian,English,ita,75,goat,ist,0,telling,L1,Bilingual
ch2754or21,Italian,English,ita,75,goat,goal,1,telling,L1,Bilingual
ch2754or21,Italian,English,ita,75,goat,attempt,0,telling,L1,Bilingual
ch2754or21,Italian,English,ita,75,goat,outcome,0,telling,L1,Bilingual
ch2754or21,Italian,English,ita,75,goat,ist,0,telling,L1,Bilingual
ch2754or21,Italian,English,ita,75,goat,ist,0,telling,L1,Bilingual
ch2754or21,Italian,English,ita,75,goat,goal,1,telling,L1,Bilingual
ch2754or21,Italian,English,ita,75,goat,attempt,1,telling,L1,Bilingual
ch2754or21,Italian,English,ita,75,goat,outcome,1,telling,L1,Bilingual
ch2754or21,Italian,English,ita,75,goat,ist,0,telling,L1,Bilingual
ch2754or21,Italian,English,eng,75,bird,ist,0,telling,L2,Bilingual
ch2754or21,Italian,English,eng,75,bird,goal,0,telling,L2,Bilingual
ch2754or21,Italian,English,eng,75,bird,attempt,0,telling,L2,Bilingual
ch2754or21,Italian,English,eng,75,bird,outcome,0,telling,L2,Bilingual
ch2754or21,Italian,English,eng,75,bird,ist,0,telling,L2,Bilingual
ch2754or21,Italian,English,eng,75,bird,ist,0,telling,L2,Bilingual
ch2754or21,Italian,English,eng,75,bird,goal,1,telling,L2,Bilingual
ch2754or21,Italian,English,eng,75,bird,attempt,0,telling,L2,Bilingual
ch2754or21,Italian,English,eng,75,bird,outcome,0,telling,L2,Bilingual
ch2754or21,Italian,English,eng,75,bird,ist,0,telling,L2,Bilingual
ch2754or21,Italian,English,eng,75,bird,ist,0,telling,L2,Bilingual
ch2754or21,Italian,English,eng,75,bird,goal,0,telling,L2,Bilingual
ch2754or21,Italian,English,eng,75,bird,attempt,0,telling,L2,Bilingual
ch2754or21,Italian,English,eng,75,bird,outcome,0,telling,L2,Bilingual
ch2754or21,Italian,English,eng,75,bird,ist,0,telling,L2,Bilingual
ch2754or21,Italian,English,ita,75,cat,ist,0,retelling,L1,Bilingual
ch2754or21,Italian,English,ita,75,cat,goal,1,retelling,L1,Bilingual
ch2754or21,Italian,English,ita,75,cat,attempt,0,retelling,L1,Bilingual
ch2754or21,Italian,English,ita,75,cat,outcome,1,retelling,L1,Bilingual
ch2754or21,Italian,English,ita,75,cat,ist,1,retelling,L1,Bilingual
ch2754or21,Italian,English,ita,75,cat,ist,0,retelling,L1,Bilingual
ch2754or21,Italian,English,ita,75,cat,goal,0,retelling,L1,Bilingual
ch2754or21,Italian,English,ita,75,cat,attempt,1,retelling,L1,Bilingual
ch2754or21,Italian,English,ita,75,cat,outcome,0,retelling,L1,Bilingual
ch2754or21,Italian,English,ita,75,cat,ist,0,retelling,L1,Bilingual
ch2754or21,Italian,English,ita,75,cat,ist,1,retelling,L1,Bilingual
ch2754or21,Italian,English,ita,75,cat,goal,0,retelling,L1,Bilingual
ch2754or21,Italian,English,ita,75,cat,attempt,1,retelling,L1,Bilingual
ch2754or21,Italian,English,ita,75,cat,outcome,1,retelling,L1,Bilingual
ch2754or21,Italian,English,ita,75,cat,ist,0,retelling,L1,Bilingual
ch2754or21,Italian,English,eng,75,dog,ist,1,retelling,L2,Bilingual
ch2754or21,Italian,English,eng,75,dog,goal,0,retelling,L2,Bilingual
ch2754or21,Italian,English,eng,75,dog,attempt,0,retelling,L2,Bilingual
ch2754or21,Italian,English,eng,75,dog,outcome,0,retelling,L2,Bilingual
ch2754or21,Italian,English,eng,75,dog,ist,0,retelling,L2,Bilingual
ch2754or21,Italian,English,eng,75,dog,ist,0,retelling,L2,Bilingual
ch2754or21,Italian,English,eng,75,dog,goal,0,retelling,L2,Bilingual
ch2754or21,Italian,English,eng,75,dog,attempt,1,retelling,L2,Bilingual
ch2754or21,Italian,English,eng,75,dog,outcome,0,retelling,L2,Bilingual
ch2754or21,Italian,English,eng,75,dog,ist,0,retelling,L2,Bilingual
ch2754or21,Italian,English,eng,75,dog,ist,0,retelling,L2,Bilingual
ch2754or21,Italian,English,eng,75,dog,goal,0,retelling,L2,Bilingual
ch2754or21,Italian,English,eng,75,dog,attempt,0,retelling,L2,Bilingual
ch2754or21,Italian,English,eng,75,dog,outcome,1,retelling,L2,Bilingual
ch2754or21,Italian,English,eng,75,dog,ist,0,retelling,L2,Bilingual
ch257or27,Moroccan Arabic,Dutch,nld,72,bird,ist,0,telling,L2,Bilingual
ch257or27,Moroccan Arabic,Dutch,nld,72,bird,goal,1,telling,L2,Bilingual
ch257or27,Moroccan Arabic,Dutch,nld,72,bird,attempt,0,telling,L2,Bilingual
ch257or27,Moroccan Arabic,Dutch,nld,72,bird,outcome,1,telling,L2,Bilingual
ch257or27,Moroccan Arabic,Dutch,nld,72,bird,ist,0,telling,L2,Bilingual
ch257or27,Moroccan Arabic,Dutch,nld,72,bird,ist,0,telling,L2,Bilingual
ch257or27,Moroccan Arabic,Dutch,nld,72,bird,goal,0,telling,L2,Bilingual
ch257or27,Moroccan Arabic,Dutch,nld,72,bird,attempt,0,telling,L2,Bilingual
ch257or27,Moroccan Arabic,Dutch,nld,72,bird,outcome,1,telling,L2,Bilingual
ch257or27,Moroccan Arabic,Dutch,nld,72,bird,ist,0,telling,L2,Bilingual
ch257or27,Moroccan Arabic,Dutch,nld,72,bird,ist,0,telling,L2,Bilingual
ch257or27,Moroccan Arabic,Dutch,nld,72,bird,goal,1,telling,L2,Bilingual
ch257or27,Moroccan Arabic,Dutch,nld,72,bird,attempt,1,telling,L2,Bilingual
ch257or27,Moroccan Arabic,Dutch,nld,72,bird,outcome,1,telling,L2,Bilingual
ch257or27,Moroccan Arabic,Dutch,nld,72,bird,ist,0,telling,L2,Bilingual
ch258or27,Moroccan Arabic,Dutch,nld,102,bird,ist,1,telling,L2,Bilingual
ch258or27,Moroccan Arabic,Dutch,nld,102,bird,goal,0,telling,L2,Bilingual
ch258or27,Moroccan Arabic,Dutch,nld,102,bird,attempt,1,telling,L2,Bilingual
ch258or27,Moroccan Arabic,Dutch,nld,102,bird,outcome,1,telling,L2,Bilingual
ch258or27,Moroccan Arabic,Dutch,nld,102,bird,ist,0,telling,L2,Bilingual
ch258or27,Moroccan Arabic,Dutch,nld,102,bird,ist,1,telling,L2,Bilingual
ch258or27,Moroccan Arabic,Dutch,nld,102,bird,goal,1,telling,L2,Bilingual
ch258or27,Moroccan Arabic,Dutch,nld,102,bird,attempt,1,telling,L2,Bilingual
ch258or27,Moroccan Arabic,Dutch,nld,102,bird,outcome,0,telling,L2,Bilingual
ch258or27,Moroccan Arabic,Dutch,nld,102,bird,ist,1,telling,L2,Bilingual
ch258or27,Moroccan Arabic,Dutch,nld,102,bird,ist,1,telling,L2,Bilingual
ch258or27,Moroccan Arabic,Dutch,nld,102,bird,goal,1,telling,L2,Bilingual
ch258or27,Moroccan Arabic,Dutch,nld,102,bird,attempt,1,telling,L2,Bilingual
ch258or27,Moroccan Arabic,Dutch,nld,102,bird,outcome,1,telling,L2,Bilingual
ch258or27,Moroccan Arabic,Dutch,nld,102,bird,ist,1,telling,L2,Bilingual
ch260or27,Moroccan Arabic,Dutch,nld,105,goat,ist,0,telling,L2,Bilingual
ch260or27,Moroccan Arabic,Dutch,nld,105,goat,goal,0,telling,L2,Bilingual
ch260or27,Moroccan Arabic,Dutch,nld,105,goat,attempt,1,telling,L2,Bilingual
ch260or27,Moroccan Arabic,Dutch,nld,105,goat,outcome,0,telling,L2,Bilingual
ch260or27,Moroccan Arabic,Dutch,nld,105,goat,ist,0,telling,L2,Bilingual
ch260or27,Moroccan Arabic,Dutch,nld,105,goat,ist,1,telling,L2,Bilingual
ch260or27,Moroccan Arabic,Dutch,nld,105,goat,goal,1,telling,L2,Bilingual
ch260or27,Moroccan Arabic,Dutch,nld,105,goat,attempt,1,telling,L2,Bilingual
ch260or27,Moroccan Arabic,Dutch,nld,105,goat,outcome,1,telling,L2,Bilingual
ch260or27,Moroccan Arabic,Dutch,nld,105,goat,ist,1,telling,L2,Bilingual
ch260or27,Moroccan Arabic,Dutch,nld,105,goat,ist,0,telling,L2,Bilingual
ch260or27,Moroccan Arabic,Dutch,nld,105,goat,goal,0,telling,L2,Bilingual
ch260or27,Moroccan Arabic,Dutch,nld,105,goat,attempt,1,telling,L2,Bilingual
ch260or27,Moroccan Arabic,Dutch,nld,105,goat,outcome,1,telling,L2,Bilingual
ch260or27,Moroccan Arabic,Dutch,nld,105,goat,ist,0,telling,L2,Bilingual
ch269or27,Moroccan Arabic,Dutch,nld,70,bird,ist,0,telling,L2,Bilingual
ch269or27,Moroccan Arabic,Dutch,nld,70,bird,goal,0,telling,L2,Bilingual
ch269or27,Moroccan Arabic,Dutch,nld,70,bird,attempt,1,telling,L2,Bilingual
ch269or27,Moroccan Arabic,Dutch,nld,70,bird,outcome,1,telling,L2,Bilingual
ch269or27,Moroccan Arabic,Dutch,nld,70,bird,ist,0,telling,L2,Bilingual
ch269or27,Moroccan Arabic,Dutch,nld,70,bird,ist,1,telling,L2,Bilingual
ch269or27,Moroccan Arabic,Dutch,nld,70,bird,goal,1,telling,L2,Bilingual
ch269or27,Moroccan Arabic,Dutch,nld,70,bird,attempt,1,telling,L2,Bilingual
ch269or27,Moroccan Arabic,Dutch,nld,70,bird,outcome,1,telling,L2,Bilingual
ch269or27,Moroccan Arabic,Dutch,nld,70,bird,ist,1,telling,L2,Bilingual
ch269or27,Moroccan Arabic,Dutch,nld,70,bird,ist,0,telling,L2,Bilingual
ch269or27,Moroccan Arabic,Dutch,nld,70,bird,goal,0,telling,L2,Bilingual
ch269or27,Moroccan Arabic,Dutch,nld,70,bird,attempt,1,telling,L2,Bilingual
ch269or27,Moroccan Arabic,Dutch,nld,70,bird,outcome,1,telling,L2,Bilingual
ch269or27,Moroccan Arabic,Dutch,nld,70,bird,ist,0,telling,L2,Bilingual
ch282or27,Moroccan Arabic,Dutch,nld,63,bird,ist,0,telling,L2,Bilingual
ch282or27,Moroccan Arabic,Dutch,nld,63,bird,goal,0,telling,L2,Bilingual
ch282or27,Moroccan Arabic,Dutch,nld,63,bird,attempt,1,telling,L2,Bilingual
ch282or27,Moroccan Arabic,Dutch,nld,63,bird,outcome,0,telling,L2,Bilingual
ch282or27,Moroccan Arabic,Dutch,nld,63,bird,ist,0,telling,L2,Bilingual
ch282or27,Moroccan Arabic,Dutch,nld,63,bird,ist,0,telling,L2,Bilingual
ch282or27,Moroccan Arabic,Dutch,nld,63,bird,goal,1,telling,L2,Bilingual
ch282or27,Moroccan Arabic,Dutch,nld,63,bird,attempt,0,telling,L2,Bilingual
ch282or27,Moroccan Arabic,Dutch,nld,63,bird,outcome,0,telling,L2,Bilingual
ch282or27,Moroccan Arabic,Dutch,nld,63,bird,ist,1,telling,L2,Bilingual
ch282or27,Moroccan Arabic,Dutch,nld,63,bird,ist,1,telling,L2,Bilingual
ch282or27,Moroccan Arabic,Dutch,nld,63,bird,goal,0,telling,L2,Bilingual
ch282or27,Moroccan Arabic,Dutch,nld,63,bird,attempt,1,telling,L2,Bilingual
ch282or27,Moroccan Arabic,Dutch,nld,63,bird,outcome,0,telling,L2,Bilingual
ch282or27,Moroccan Arabic,Dutch,nld,63,bird,ist,1,telling,L2,Bilingual
ch285or27,Moroccan Arabic,Dutch,nld,69,goat,ist,0,telling,L2,Bilingual
ch285or27,Moroccan Arabic,Dutch,nld,69,goat,goal,0,telling,L2,Bilingual
ch285or27,Moroccan Arabic,Dutch,nld,69,goat,attempt,1,telling,L2,Bilingual
ch285or27,Moroccan Arabic,Dutch,nld,69,goat,outcome,0,telling,L2,Bilingual
ch285or27,Moroccan Arabic,Dutch,nld,69,goat,ist,0,telling,L2,Bilingual
ch285or27,Moroccan Arabic,Dutch,nld,69,goat,ist,0,telling,L2,Bilingual
ch285or27,Moroccan Arabic,Dutch,nld,69,goat,goal,0,telling,L2,Bilingual
ch285or27,Moroccan Arabic,Dutch,nld,69,goat,attempt,0,telling,L2,Bilingual
ch285or27,Moroccan Arabic,Dutch,nld,69,goat,outcome,1,telling,L2,Bilingual
ch285or27,Moroccan Arabic,Dutch,nld,69,goat,ist,0,telling,L2,Bilingual
ch285or27,Moroccan Arabic,Dutch,nld,69,goat,ist,0,telling,L2,Bilingual
ch285or27,Moroccan Arabic,Dutch,nld,69,goat,goal,0,telling,L2,Bilingual
